Date,EU SMALL CAP
2007-05,1000.0
2007-06,981.392683460434
2007-07,972.1246949510181
2007-08,937.7336140229628
2007-09,948.1655162716166
2007-10,1008.7785934008417
2007-11,928.3802008747314
2007-12,898.6768254598011
2008-01,804.3233917873481
2008-02,841.192198846589
2008-03,848.1886921654062
2008-04,860.7094522679249
2008-05,869.4064476110536
2008-06,792.6249405330223
2008-07,753.3226090527133
2008-08,732.2628343964594
2008-09,585.9181763126861
2008-10,419.8061526006672
2008-11,383.6799453346854
2008-12,402.2677300769298
2009-01,376.9928873477611
2009-02,351.75583090649025
2009-03,376.68915971635954
2009-04,460.14526953780353
2009-05,519.9907961017017
2009-06,517.4441773449294
2009-07,565.7499737931398
2009-08,625.1280569790745
2009-09,666.3862914735212
2009-10,653.0323309358107
2009-11,658.5411383279909
2009-12,665.1031473467278
2010-01,655.7414878310879
2010-02,631.7558461597695
2010-03,682.9816782616408
2010-04,690.6020469756148
2010-05,593.9264383591345
2010-06,587.8399660260521
2010-07,661.1351259446336
2010-08,632.3668567427857
2010-09,720.783429369509
2010-10,761.0978562038767
2010-11,707.8309434438997
2010-12,793.3163293011922
2011-01,810.5417271353366
2011-02,826.5537175375056
2011-03,839.0056063274558
2011-04,905.4375781327541
2011-05,876.9782219560152
2011-06,851.2620562964632
2011-07,814.8268706281183
2011-08,730.1793535394687
2011-09,636.3846020751897
2011-10,704.6871665917457
2011-11,661.5436947233467
2011-12,638.365695395432
2012-01,703.2616641575439
2012-02,761.4657371039704
2012-03,758.4697125198192
2012-04,754.0362601058408
2012-05,654.349019912128
2012-06,686.2614207847794
2012-07,690.5938229874455
2012-08,723.9112089220007
2012-09,763.8128063533795
2012-10,779.4684092572471
2012-11,787.330989670826
2012-12,828.6702560895063
2013-01,878.072056677035
2013-02,877.230266245293
2013-03,873.5366032998745
2013-04,903.5931549870708
2013-05,922.1245982134235
2013-06,884.2791782794213
2013-07,962.1020426577592
2013-08,967.3290049991954
2013-09,1049.9851261135627
2013-10,1102.8426958997707
2013-11,1125.87305624924
2013-12,1164.1556464991277
2014-01,1149.9362709792085
2014-02,1256.5096299390189
2014-03,1238.0498183073812
2014-04,1228.4511892430824
2014-05,1237.817469058195
2014-06,1228.392473705714
2014-07,1169.5644886266928
2014-08,1166.7645356006865
2014-09,1101.5871093392002
2014-10,1077.3852002447693
2014-11,1097.55652594959
2014-12,1089.4484186584832
2015-01,1079.6197633115646
2015-02,1172.942985306733
2015-03,1141.362376795093
2015-04,1204.3350411978447
2015-05,1223.5678775754143
2015-06,1208.7377445355708
2015-07,1241.94322972778
2015-08,1195.4422293552916
2015-09,1155.0892739614128
2015-10,1216.1392649727557
2015-11,1208.3664224611784
2015-12,1214.992660806192
2016-01,1109.6534901502052
2016-02,1104.2358579690988
2016-03,1194.8603387900075
2016-04,1208.6334307111667
2016-05,1225.606464422512
2016-06,1103.8645710047874
2016-07,1174.196405638262
2016-08,1189.894953634087
2016-09,1210.4442646737004
2016-10,1147.8255317719136
2016-11,1122.2740298364788
2016-12,1171.0728136837013
2017-01,1208.6571100320043
2017-02,1226.7132458606668
2017-03,1270.6126522420227
2017-04,1356.442401
2017-05,1416.933184
2017-06,1401.581137
2017-07,1464.67347
2017-08,1468.864084
2017-09,1528.969692
2017-10,1537.237366
2017-11,1543.76699
2017-12,1591.632401
2018-01,1681.771611
2018-02,1593.681037
2018-03,1586.238759
2018-04,1623.937277566937
2018-05,1587.839434911193
2018-06,1570.546522321206
2018-07,1596.4432012409031
2018-08,1574.6634197448313
2018-09,1542.7837843220045
2018-10,1390.7475323964159
2018-11,1348.1978165171822
2018-12,1279.1034900554198
2019-01,1399.4820627356974
2019-02,1439.9520053082292
2019-03,1437.86648231768
2019-04,1502.0048654962964
2019-05,1404.35887698207
2019-06,1476.2644766891976
2019-07,1442.6730433673702
2019-08,1401.4692748165292
2019-09,1435.6729150004846
2019-10,1510.843695920962
2019-11,1561.745413847482
2019-12,1655.2639624818669
2020-01,1605.2003843455168
2020-02,1482.777013912206
2020-03,1185.3400722975096
2020-04,1314.4907638088084
2020-05,1429.240945361907
2020-06,1482.0705691129792
2020-07,1592.816681305805
2020-08,1687.0578853981126
2020-09,1671.764989
2020-10,1552.2857498821352
2020-11,1856.7857320392682
2020-12,2006.8934515457174
2021-01,1996.4559931358958
2021-02,2068.048696703387
2021-03,2102.8672014116673
2021-04,2249.6696333159744
2021-05,2340.9660442261084
2021-06,2262.294715543206
2021-07,2351.289024637212
2021-08,2412.1296511936207
2021-09,2261.4751014801777
2021-10,2351.987420982578
2021-11,2217.323936256324
2021-12,2319.1006932772943
2022-01,2138.835980243102
2022-02,2048.157731160061
2022-03,2068.8640164735248
2022-04,1926.4607010469126
2022-05,1945.7085500223031
2022-06,1648.5026098204037
2022-07,1735.268240092057
2022-08,1602.9435633128726
2022-09,1401.4933605410624
2022-10,1523.830835721674
2022-11,1684.0464172796858
2022-12,1716.6839695270755
2023-01,1893.2505475877633
2023-02,1912.2320057193185
2023-03,1886.8100999278574
2023-04,1937.705866320003
2023-05,1813.7393825631816
2023-06,1891.699041532159
2023-07,1960.5899892339762
