Date,BRIC SMALL CAP
2010-07,1227.6848958469125
2010-08,1241.7581732229687
2010-09,1390.3173138562786
2010-10,1464.2745805053733
2010-11,1432.7687725725793
2010-12,1467.8060730882426
2011-01,1371.6544136790621
2011-02,1323.1783115538683
2011-03,1388.7909768958173
2011-04,1435.3952595857804
2011-05,1374.2329081391856
2011-06,1328.2807228540537
2011-07,1318.5933789305834
2011-08,1154.15779909075
2011-09,964.4191268874138
2011-10,1071.5521112221472
2011-11,950.3050325927994
2011-12,894.9976057241568
2012-01,1009.9825085241888
2012-02,1132.8914627219979
2012-03,1063.4808393095086
2012-04,1044.5268551763163
2012-05,931.7935549993265
2012-06,940.6449389755913
2012-07,915.4420428649534
2012-08,938.9467769709469
2012-09,1009.5942671156599
2012-10,1033.462077971485
2012-11,1058.0254827349297
2012-12,1134.85205203677
2013-01,1198.8797728285667
2013-02,1171.0029003593736
2013-03,1134.4876156888567
2013-04,1159.036304291295
2013-05,1155.6461670530703
2013-06,1032.8646586468094
2013-07,1015.5364523725324
2013-08,1001.6098117038698
2013-09,1065.087488179406
2013-10,1106.7262132598369
2013-11,1112.4602857733666
2013-12,1131.1247451858894
2014-01,1096.3065670416179
2014-02,1116.9324865332774
2014-03,1133.730550154599
2014-04,1113.1523665718523
2014-05,1179.9304090898545
2014-06,1222.7130280952279
2014-07,1231.539970496227
2014-08,1266.0308439478263
2014-09,1215.0864144129862
2014-10,1227.2726992722298
2014-11,1222.4123997189035
2014-12,1157.4498883448312
2015-01,1152.3634222248609
2015-02,1163.9092599232135
2015-03,1188.345608885362
2015-04,1388.702379869821
2015-05,1451.1437506557165
2015-06,1326.4823098681675
2015-07,1196.5863813995925
2015-08,1041.7521170552027
2015-09,1051.6012302314862
2015-10,1130.069446190918
2015-11,1115.6525793082383
2015-12,1131.6035006461564
2016-01,980.1733825084997
2016-02,948.9187128407373
2016-03,1052.2575008491124
2016-04,1083.6657112965393
2016-05,1059.513342726618
2016-06,1089.076741599714
2016-07,1126.9983448998235
2016-08,1190.9113144228552
2016-09,1208.6223609396745
2016-10,1227.081963695871
2016-11,1176.547412874602
2016-12,1151.3844618130963
2017-01,1224.6592098976298
2017-02,1290.4523813218057
2017-03,1335.508430663775
2017-04,1365.268962
2017-05,1334.11227
2017-06,1351.306777
2017-07,1430.741034
2017-08,1464.882467
2017-09,1505.681204
2017-10,1552.879099
2017-11,1533.2992
2017-12,1609.51698
2018-01,1680.822828
2018-02,1601.818134
2018-03,1572.04369
2018-04,1606.0770611183652
2018-05,1568.3419087969212
2018-06,1454.6316136611147
2018-07,1480.2940466353418
2018-08,1424.5576757420072
2018-09,1300.283486782141
2018-10,1266.2311934940071
2018-11,1321.2526233913827
2018-12,1319.545112
2019-01,1353.5899513636768
2019-02,1357.8190313020918
2019-03,1431.131088517395
2019-04,1414.0579347152352
2019-05,1389.6726404060635
2019-06,1417.2574645981745
2019-07,1384.121353209543
2019-08,1299.8730172751339
2019-09,1325.2120876099048
2019-10,1377.028243
2019-11,1375.663799700587
2019-12,1471.5302616160286
2020-01,1473.5559512290129
2020-02,1382.2726082668091
2020-03,963.2800745957761
2020-04,1060.262879326894
2020-05,1052.301846605624
2020-06,1180.306450394005
2020-07,1307.3358521596424
2020-08,1358.4271699387155
2020-09,1328.363558935211
2020-10,1316.0815773010927
2020-11,1509.8146380974897
2020-12,1615.1727673009727
2021-01,1660.8593157814923
2021-02,1794.8702880628368
2021-03,1793.896299880939
2021-04,1848.5245862167021
2021-05,1971.4231418452637
2021-06,2023.680396480613
2021-07,1984.383454344855
2021-08,2015.1318272937053
2021-09,2000.5077977033022
2021-10,1933.0367624128603
2021-11,1877.4983286358313
2021-12,1933.6581874839173
2022-01,1900.117870722027
2022-02,1760.9547635184713
2022-03,1807.2613576357198
2022-04,1740.3009207894634
2022-05,1656.0137184577975
2022-06,1546.7953651293408
2022-07,1594.6529663808697
2022-08,1655.0744382624798
2022-09,1552.6199567524593
2022-10,1544.871936876058
2022-11,1617.041065915334
2022-12,1595.0526563554065
2023-01,1659.1098127779885
2023-02,1563.1444488412683
2023-03,1534.5693055351646
2023-04,1586.7601391477294
2023-05,1599.0491649253413
2023-06,1707.607088424883
2023-07,1817.793164390541
