Date,BRIC SMALL CAP
1994-05,185.1952253905692
1994-06,191.71675021930437
1994-07,206.81870927029104
1994-08,254.32567283176272
1994-09,261.0619973090654
1994-10,266.35280289841984
1994-11,268.3417430640951
1994-12,254.580773004105
1995-01,235.2137099822417
1995-02,219.38880217758884
1995-03,205.58373764245079
1995-04,196.83859802640293
1995-05,193.71568077212498
1995-06,180.0902159075629
1995-07,179.3588279570497
1995-08,170.73826281807885
1995-09,168.15993024786238
1995-10,158.69378538340104
1995-11,140.19802174730765
1995-12,138.98143373723804
1996-01,136.41678918179963
1996-02,151.0639887470148
1996-03,146.8198555455472
1996-04,150.52115225229986
1996-05,153.24254558213534
1996-06,156.37566884520928
1996-07,145.34107980454408
1996-08,140.49124059766424
1996-09,132.03319228535588
1996-10,129.70745071527736
1996-11,124.25883143821109
1996-12,128.66567485438895
1997-01,136.28774932039894
1997-02,144.1074985919633
1997-03,137.23969278602
1997-04,142.7212449422963
1997-05,146.21910890655064
1997-06,157.9919778876926
1997-07,172.85571567618896
1997-08,161.3622849163576
1997-09,159.14864822497472
1997-10,147.03202889445168
1997-11,125.34006046002303
1997-12,123.3038283038184
1998-01,107.5960608302188
1998-02,116.50227847347253
1998-03,131.8554693975284
1998-04,139.23863375707248
1998-05,124.28254967031421
1998-06,107.09938038905818
1998-07,104.01242872428027
1998-08,89.6986866952154
1998-09,87.35361721750478
1998-10,84.18037330399959
1998-11,86.2638851216921
1998-12,88.5185747862151
1999-01,79.85280960708386
1999-02,78.93812106671375
1999-03,95.94313123176246
1999-04,89.78138508859071
1999-05,97.98021025358452
1999-06,110.15203169495021
1999-07,113.68050578133065
1999-08,124.52003584825357
1999-09,126.18427338793269
1999-10,122.22394013683078
1999-11,135.1612234382093
1999-12,157.07933821748546
2000-01,169.4937610723575
2000-02,169.21295973276236
2000-03,167.24078130919386
2000-04,151.86101785036212
2000-05,147.1948758853008
2000-06,157.09368217233438
2000-07,165.80731238988477
2000-08,171.90429531786077
2000-09,158.2509698022398
2000-10,149.21678612409843
2000-11,145.7747990983713
2000-12,150.96781475107227
2001-01,160.17238600218522
2001-02,159.38816300547455
2001-03,142.66161028807784
2001-04,146.32084625527855
2001-05,155.43921077590514
2001-06,149.2054564450854
2001-07,132.06792137922895
2001-08,126.93975782966051
2001-09,112.43678155036264
2001-10,122.76122087649314
2001-11,137.68727842754993
2001-12,144.5310697404294
2002-01,145.71320637038087
2002-02,154.44285663109983
2002-03,162.18518835194217
2002-04,167.8419578165833
2002-05,163.57934775592142
2002-06,151.9614525497421
2002-07,135.62018191288584
2002-08,139.23791235114575
2002-09,126.1884193047543
2002-10,130.6935815806585
2002-11,134.43899376478743
2002-12,138.33558327257884
2003-01,142.7401482133574
2003-02,146.1343385481703
2003-03,146.5267427628804
2003-04,157.12376344832145
2003-05,170.77508907935132
2003-06,178.79211366482951
2003-07,189.03028825564743
2003-08,206.8624509351388
2003-09,218.26738338189253
2003-10,241.2265673400228
2003-11,252.61613048729598
2003-12,285.82596528351684
2004-01,285.4607818239795
2004-02,293.2820664538698
2004-03,294.1505485768648
2004-04,270.7544052983262
2004-05,254.02192154828768
2004-06,257.5176241821425
2004-07,269.39111411002744
2004-08,284.6592706088766
2004-09,306.45485213228693
2004-10,305.7859772862857
2004-11,337.4786815850785
2004-12,362.33748270879727
2005-01,357.5542793882504
2005-02,383.1556146297127
2005-03,360.4784974434122
2005-04,354.34915312602834
2005-05,368.93486042653365
2005-06,371.37978066096605
2005-07,388.1050231795304
2005-08,413.7173629521382
2005-09,463.2994050176011
2005-10,424.45831992223236
2005-11,461.0932511845616
2005-12,484.9828964796965
2006-01,558.7486530722628
2006-02,587.2790044228215
2006-03,608.9548614877021
2006-04,639.4608548342748
2006-05,562.997492505922
2006-06,551.2490013644075
2006-07,548.6883876794111
2006-08,581.9482913964363
2006-09,611.5434534948718
2006-10,650.9274951002046
2006-11,704.4871033247392
2006-12,756.7363827290823
2007-01,783.3540147964669
2007-02,785.3101334018428
2007-03,815.777759155602
2007-04,893.2411527660563
2007-05,1000.0
2007-06,1037.1658641569775
2007-07,1114.424170093059
2007-08,1075.4062575013097
2007-09,1205.7089764576017
2007-10,1321.1161182326096
2007-11,1251.4638643898886
2007-12,1326.6841337168114
2008-01,1092.974004848588
2008-02,1128.3972180660771
2008-03,973.6252328092252
2008-04,1055.3552417224755
2008-05,1038.5097347736098
2008-06,894.4203913718142
2008-07,880.2110848946035
2008-08,804.7774285751145
2008-09,601.2162031917329
2008-10,395.5673145101271
2008-11,383.4000488271852
2008-12,443.961624707258
2009-01,421.67054242839987
2009-02,402.1435822099434
2009-03,446.3803404627882
2009-04,557.1225391719191
2009-05,769.6473880967416
2009-06,789.6626497938694
2009-07,908.5992387020249
2009-08,911.5363808184926
2009-09,986.9462461088352
2009-10,1022.9836776016591
2009-11,1116.7151923744443
2009-12,1176.9520746512183
2010-01,1133.5407690377008
2010-02,1158.4121933908186
2010-03,1245.8627310405318
2010-04,1272.9643198490332
2010-05,1133.2430696174313
2010-06,1153.8007933586168
