Date,WORLD ex CANADA SMALL CAP
1994-05,517.3400084152045
1994-06,524.5239924840016
1994-07,527.0283025810976
1994-08,537.7228834373473
1994-09,527.8813726135986
1994-10,532.5147648450862
1994-11,502.6686414566497
1994-12,511.9073175471437
1995-01,501.1119980041762
1995-02,501.0629812680932
1995-03,517.29104331874
1995-04,526.2929359265352
1995-05,521.099908369435
1995-06,526.3602686096422
1995-07,555.5865961419707
1995-08,552.2957081222153
1995-09,558.3509060459118
1995-10,539.6046474371649
1995-11,551.7980125008897
1995-12,570.1039897917369
1996-01,574.0506165667829
1996-02,585.9339983489019
1996-03,598.458556543724
1996-04,632.0152778159404
1996-05,639.3467437949458
1996-06,630.2306426931087
1996-07,593.314735793963
1996-08,606.9555923654765
1996-09,615.795910933371
1996-10,607.4261127346513
1996-11,618.8565489362088
1996-12,614.9409041369612
1997-01,611.0808315824764
1997-02,605.3505640883866
1997-03,585.4518795355351
1997-04,577.3860340434613
1997-05,631.3894752881198
1997-06,655.250286077422
1997-07,660.5070362017234
1997-08,656.014285597443
1997-09,680.3826798549592
1997-10,654.7875028114158
1997-11,633.4381239341872
1997-12,626.4765591034649
1998-01,638.2257502007988
1998-02,685.483626128712
1998-03,712.7930219503261
1998-04,720.5246133431491
1998-05,703.8682847042242
1998-06,693.2162602750167
1998-07,664.6901552134677
1998-08,560.4708448446115
1998-09,569.483623112698
1998-10,598.7097746151303
1998-11,629.1894239997339
1998-12,654.3240982489698
1999-01,660.102185079233
1999-02,631.9420956143568
1999-03,651.4197840156726
1999-04,698.2021037658218
1999-05,694.8593312698684
1999-06,739.401293967848
1999-07,750.1498727052362
1999-08,753.2422285423166
1999-09,760.7717211311906
1999-10,765.0528284829633
1999-11,795.8148081420783
1999-12,843.0406696923673
2000-01,835.9527954423639
2000-02,908.397137341652
2000-03,907.2818977778118
2000-04,829.9198418017578
2000-05,807.7512189997306
2000-06,874.7535317955503
2000-07,836.2033432650077
2000-08,880.2382025982754
2000-09,846.269188848067
2000-10,794.8447082761948
2000-11,741.3085186522352
2000-12,777.594341956942
2001-01,808.5861254606001
2001-02,761.3384220203714
2001-03,708.0105458545008
2001-04,759.969047422908
2001-05,774.6612815842983
2001-06,769.7211566155282
2001-07,740.5476085247657
2001-08,729.0132913582306
2001-09,635.3578885793228
2001-10,669.5125151110809
2001-11,704.3944695771759
2001-12,721.9559418842562
2002-01,709.3452534968219
2002-02,704.724537962684
2002-03,751.8300111460433
2002-04,764.572326776138
2002-05,766.287457970522
2002-06,723.9437346555594
2002-07,649.8961651639258
2002-08,648.693392478222
2002-09,595.5222873127354
2002-10,609.4395445116902
2002-11,648.6934117551381
2002-12,628.3961366118564
2003-01,614.2766889162519
2003-02,602.726316016864
2003-03,605.6442769248246
2003-04,662.1422245019957
2003-05,723.8819362632444
2003-06,742.8153149414851
2003-07,772.7607595288936
2003-08,809.501642609612
2003-09,821.5598600506968
2003-10,884.7149341569773
2003-11,904.4763331124082
2003-12,940.6147323805995
2004-01,977.2494994245179
2004-02,1000.0
2004-03,1022.0747018697034
2004-04,982.7315357800429
2004-05,989.6954765236933
2004-06,1030.2557559208865
2004-07,979.4979363415692
2004-08,980.6738247521791
2004-09,1013.6412370114631
2004-10,1038.732079775788
2004-11,1116.5635674929056
2004-12,1165.7232853460107
2005-01,1154.3696120933453
2005-02,1190.5418254836131
2005-03,1165.205688771225
2005-04,1124.5976452822206
2005-05,1162.0094086399822
2005-06,1194.8299195185082
2005-07,1252.839158713869
2005-08,1258.175336222704
2005-09,1282.1222432935265
2005-10,1242.5472650224472
2005-11,1291.9894224370905
2005-12,1331.3561525876692
2006-01,1426.951317281424
2006-02,1422.4055272843527
2006-03,1481.7057021861585
2006-04,1515.9966113598848
2006-05,1443.7376458490226
2006-06,1432.1174302129004
2006-07,1399.7336560007593
2006-08,1435.0399278806794
2006-09,1447.7589550966525
2006-10,1510.9150888088516
2006-11,1570.1990522217081
2006-12,1597.1586507454256
2007-01,1633.550633395407
2007-02,1647.154337053511
2007-03,1685.5770736558236
2007-04,1741.1505173136811
2007-05,1790.2825372274272
2007-06,1767.6313879728045
2007-07,1706.7910954706085
2007-08,1685.0736284040804
2007-09,1723.5128560530693
2007-10,1789.3616888427186
2007-11,1672.98428952394
2007-12,1639.7714352835437
2008-01,1515.7536900205162
2008-02,1517.608570296715
2008-03,1508.085856285763
2008-04,1571.5701390237225
2008-05,1627.0097748839128
2008-06,1491.6538530906228
2008-07,1470.6013661563538
2008-08,1471.4020505592584
2008-09,1281.5410931184722
2008-10,997.2450657663123
2008-11,912.6001060876889
2008-12,967.963647325976
2009-01,890.9037993408308
2009-02,797.1200901002819
2009-03,863.4922573854855
2009-04,1006.3882430108787
2009-05,1088.9797335923126
2009-06,1104.6968091977515
2009-07,1200.0900874852937
2009-08,1274.4806737129127
2009-09,1346.0191391387664
2009-10,1290.2295591338166
2009-11,1317.100169978788
2009-12,1376.5007338979035
2010-01,1344.587600173177
2010-02,1372.889591167781
2010-03,1478.2429928008546
2010-04,1534.9634490207804
2010-05,1386.8350545185087
2010-06,1322.210564605599
2010-07,1424.6023533493465
2010-08,1355.7113376938912
2010-09,1512.2033348581417
2010-10,1570.15566104455
2010-11,1574.720916812396
2010-12,1722.694391155337
2011-01,1740.5167342792372
2011-02,1808.158341254863
2011-03,1830.88878998522
2011-04,1901.122327262565
2011-05,1864.4984079053586
2011-06,1827.5245518550228
2011-07,1779.060187838965
2011-08,1629.4052983733427
2011-09,1454.4205144798434
2011-10,1624.1431527142277
2011-11,1585.3152639317395
2011-12,1573.3261082596996
2012-01,1691.464714093109
2012-02,1769.4244270378472
2012-03,1793.1928063505968
2012-04,1780.4991555449699
2012-05,1624.4623907973676
2012-06,1686.8460266301522
2012-07,1680.8830994077568
2012-08,1735.168214402404
2012-09,1794.210677521204
2012-10,1785.1735141047716
2012-11,1806.2247081323865
2012-12,1864.8189031085114
2013-01,1977.8197739410673
2013-02,2000.5244380319873
2013-03,2070.5057937021984
2013-04,2099.7230107262294
2013-05,2124.961097436851
2013-06,2083.376334254851
2013-07,2216.230314312004
2013-08,2172.710586332561
2013-09,2326.0757565295444
2013-10,2398.594971116932
2013-11,2446.822177723643
2013-12,2504.436530368977
2014-01,2459.521363377432
2014-02,2586.96715180232
2014-03,2573.6884041596795
2014-04,2524.1541942517683
2014-05,2553.603248031121
2014-06,2647.7540026958386
2014-07,2541.4598950618592
2014-08,2619.2048615824874
2014-09,2479.20648580033
2014-10,2531.7209753034012
2014-11,2546.8129468099664
2014-12,2564.733619838481
2015-01,2527.227282471166
2015-02,2683.559463601545
2015-03,2693.732016948851
2015-04,2709.399478564349
2015-05,2754.0905374733293
2015-06,2731.817276721103
2015-07,2730.159607910304
2015-08,2585.2322541370886
2015-09,2476.591068928611
2015-10,2619.0611162221635
2015-11,2652.1905557505684
2015-12,2589.4448327780487
2016-01,2385.4493617036364
2016-02,2395.7322168765795
2016-03,2594.3738290792867
2016-04,2645.528636933368
2016-05,2682.586722732805
2016-06,2625.0610193592192
2016-07,2771.2393980582783
2016-08,2779.110713259863
2016-09,2820.931371355376
2016-10,2717.695108347787
2016-11,2835.3873622948267
2016-12,2903.5800307030536
2017-01,2968.0297977206706
2017-02,3035.1313103284965
2017-03,3057.0376014465837
2017-04,3125.574641
2017-05,3147.169919
2017-06,3193.115032
2017-07,3265.289195
2017-08,3261.86008
2017-09,3393.692964
2017-10,3446.945537
2017-11,3525.797379
2017-12,3573.380394
2018-01,3705.082823
2018-02,3562.181053
2018-03,3565.024074
2018-04,3594.3430904056954
2018-05,3691.232016332667
2018-06,3677.6644474524755
2018-07,3724.5815290158853
2018-08,3808.858396963692
2018-09,3753.3848139399133
2018-10,3379.513558837165
2018-11,3406.921781414182
2018-12,3087.413728157498
2019-01,3402.043288174413
2019-02,3530.735352114354
2019-03,3510.6516618095616
2019-04,3624.685755475879
2019-05,3385.1941913730543
2019-06,3579.445617913141
2019-07,3597.6306893881533
2019-08,3471.1701459231904
2019-09,3545.4951506772977
2019-10,3647.8124155716996
2019-11,3766.3805085464537
2019-12,3891.0017693561576
2020-01,3783.0897470268123
2020-02,3435.339654473083
2020-03,2732.869820204319
2020-04,3086.3484909457957
2020-05,3306.129817893538
2020-06,3386.5663317755575
2020-07,3512.663301316369
2020-08,3713.134844386177
2020-09,3637.51823
2020-10,3637.499865410962
2020-11,4198.524337237159
2020-12,4509.503016563904
2021-01,4604.3669303347915
2021-02,4833.058190542821
2021-03,4935.116894901184
2021-04,5123.924942629565
2021-05,5159.837080629086
2021-06,5172.33447491196
2021-07,5136.7415296760555
2021-08,5265.055784736146
2021-09,5097.848194215493
2021-10,5276.013861438762
2021-11,5021.468754711802
2021-12,5208.610194719942
2022-01,4804.191970359582
2022-02,4809.662466358159
2022-03,4845.66385128157
2022-04,4467.168462286992
2022-05,4457.863480117464
2022-06,4019.317137950782
2022-07,4386.087281164457
2022-08,4243.513516869758
2022-09,3808.7186298490305
2022-10,4117.395001324656
2022-11,4369.308951249205
2022-12,4219.5487976010545
2023-01,4610.551901879703
2023-02,4522.234417753584
2023-03,4398.104897758345
2023-04,4394.326868834556
2023-05,4274.187164546264
2023-06,4546.380833036195
2023-07,4768.660882309801
