Date,ANDEAN SMALL CAP
2014-02,5154.949057395327
2014-03,5364.13051408964
2014-04,5347.658815953618
2014-05,5426.795435079281
2014-06,5346.383234110707
2014-07,5355.543960920581
2014-08,5435.198807735099
2014-09,5269.570849472845
2014-10,5363.90466998315
2014-11,5251.229933168997
2014-12,5099.241755016218
2015-01,4988.324715306624
2015-02,5374.12003204554
2015-03,5076.276999921355
2015-04,5350.398111983892
2015-05,5119.38617914239
2015-06,4799.81821119956
2015-07,4461.773063547691
2015-08,4195.858468255812
2015-09,4092.0803566253503
2015-10,4195.092848619932
2015-11,3930.378022260301
2015-12,4099.343038239036
2016-01,4016.716331736128
2016-02,4324.9293018447515
2016-03,4893.29992341985
2016-04,5165.987463963863
2016-05,4916.781047044021
2016-06,5036.989402370571
2016-07,5339.088584178233
2016-08,5381.630581448047
2016-09,5416.928114163375
2016-10,5738.875422663123
2016-11,5457.298501056416
2016-12,5476.6037348223235
2017-01,5699.922154296229
2017-02,5922.234072925152
2017-03,6187.762839262291
2017-04,6171.548743
2017-05,6139.434246
2017-06,5959.580784
2017-07,6500.160266
2017-08,6889.634003
2017-09,7098.268956
2017-10,7436.125732
2017-11,6638.478813
2017-12,7628.953301
2018-01,8047.494603
2018-02,7707.429912
2018-03,7378.243538
2018-04,7473.284384994124
2018-05,6898.943048498966
2018-06,6362.437167076841
2018-07,6452.914977866201
2018-08,5958.937882765032
2018-09,6185.351861141784
2018-10,5540.642061157417
2018-11,5746.147598747293
2018-12,5544.004918018551
2019-01,6238.0792754733375
2019-02,6269.450719305563
2019-03,6001.900095033301
2019-04,5980.65887416252
2019-05,5490.365997321574
2019-06,6069.962081497057
2019-07,5888.419971600698
2019-08,4763.241695683069
2019-09,4981.559516255665
2019-10,4651.538438283509
2019-11,4269.473609969696
2019-12,4941.166226270172
2020-01,4430.946695182895
2020-02,3873.9569086651977
2020-03,2738.075982737708
2020-04,3040.304748251869
2020-05,3097.925418782311
2020-06,3331.720507195384
2020-07,3625.0657406330088
2020-08,3585.255685739354
2020-09,3134.444131734789
2020-10,3025.084089926265
2020-11,3656.9128631247595
2020-12,4003.6315949687933
2021-01,3794.369667642581
2021-02,3978.8575891937076
2021-03,4032.2397406742343
2021-04,3882.387548690647
2021-05,3950.738148621008
2021-06,3885.616341270478
2021-07,3687.057779062045
2021-08,3879.915591896057
2021-09,3570.4347215565112
2021-10,3539.318405059014
2021-11,3401.8668418330544
2021-12,3466.9384571320757
2022-01,3910.339402057016
2022-02,3579.587519224476
2022-03,3923.725164013205
2022-04,3478.950547845135
2022-05,3758.98444037129
2022-06,3080.292889403168
2022-07,3206.4172185059565
2022-08,3317.932581873543
2022-09,2878.350705420288
2022-10,2983.9163534758645
2022-11,3187.8477751804985
2022-12,3583.34932116718
2023-01,3779.6362133783346
2023-02,3620.2959019537743
2023-03,3927.079057417213
2023-04,3925.9849870252624
2023-05,4038.8846101221
2023-06,4361.802770305073
2023-07,4578.6947315453945
