Date,FM (FRONTIER MARKETS) SMALL CAP
2010-11,1000.0
2010-12,1008.7029179117071
2011-01,994.5568399305546
2011-02,879.4137093227738
2011-03,885.3016839661651
2011-04,903.6545038195623
2011-05,873.6069847864785
2011-06,870.1395888111265
2011-07,856.151094244508
2011-08,809.4615912419539
2011-09,765.3408107491058
2011-10,753.4007651780763
2011-11,731.5620003790906
2011-12,711.2101002130491
2012-01,681.8679509425192
2012-02,745.8010356381542
2012-03,755.9146257006373
2012-04,779.2182175699833
2012-05,733.2865745861461
2012-06,707.869334670388
2012-07,696.2691485846325
2012-08,710.1871697908745
2012-09,746.8730919834487
2012-10,741.8791388168515
2012-11,729.4289785614378
2012-12,756.8560597040245
2013-01,814.6120975462948
2013-02,804.2080105183809
2013-03,808.3323079868401
2013-04,813.2403134189411
2013-05,896.5061910953265
2013-06,879.5572553052741
2013-07,901.1584491457025
2013-08,871.4817296260801
2013-09,889.9209479154556
2013-10,923.6401272863802
2013-11,965.4647203330901
2013-12,1000.3692111134934
2014-01,1040.4205703828113
2014-02,1057.3462580614892
2014-03,1056.3363647197575
2014-04,1105.0809308993482
2014-05,1117.7387016115388
2014-06,1135.1835826741888
2014-07,1150.5729745627373
2014-08,1158.733330552287
2014-09,1184.7885879330934
2014-10,1147.6749435611616
2014-11,1107.1566347206299
2014-12,1058.887037503106
2015-01,1041.034623723394
2015-02,1046.2975453068336
2015-03,1019.9402121933223
2015-04,1032.6210052844685
2015-05,1043.5598470130683
2015-06,1038.782277500244
2015-07,1043.5970406835727
2015-08,997.4747163012289
2015-09,980.4621848003458
2015-10,998.6027846561668
2015-11,970.3615539752042
2015-12,969.0549083159623
2016-01,933.7885193582188
2016-02,935.7601541660867
2016-03,962.3098208895152
2016-04,982.0868909763661
2016-05,1004.2281433096697
2016-06,1006.2302205573585
2016-07,1020.899910370828
2016-08,1014.4079240829052
2016-09,1051.4262523601963
2016-10,1051.7626251143556
2016-11,1071.1202921802353
2016-12,1111.4452160329631
2017-01,1206.877820553514
2017-02,1224.3876328501285
2017-03,1245.5173692645951
2017-04,1239.179592
2017-05,1259.750777
2017-06,1286.454787
2017-07,1316.547755
2017-08,1321.266741
2017-09,1323.371909
2017-10,1322.64229
2017-11,1348.53964
2017-12,1368.871674
2018-01,1415.652217
2018-02,1369.912597
2018-03,1356.30351
2018-04,1333.4866673621736
2018-05,1246.8997884921841
2018-06,1238.8977150192463
2018-07,1230.9835193559006
2018-08,1229.035932334512
2018-09,1186.9738387600298
2018-10,1137.0885683734596
2018-11,1134.1598920070182
2018-12,1131.368982065453
2019-01,1162.7045357037932
2019-02,1149.286002467854
2019-03,1116.438627622116
2019-04,1103.103920568647
2019-05,1104.553182539434
2019-06,1121.2223649316938
2019-07,1120.6016444350541
2019-08,1095.5436295124762
2019-09,1085.7158189410475
2019-10,1086.511674015354
2019-11,1103.0934113707572
2019-12,1108.9689208046266
2020-01,1115.5561765675461
2020-02,1063.092567537541
2020-03,842.5431459685761
2020-04,898.9449396104152
2020-05,928.7926789702362
2020-06,940.7668254838492
2020-07,943.7816913247055
2020-08,999.5471934988216
2020-09,1015.8447636977767
2020-10,1014.5967597995824
2020-11,1073.7914311524726
2020-12,1160.3399545531543
2021-01,1196.11318262017
2021-02,1200.995924754501
2021-03,1218.2501340382776
2021-04,1262.475310120451
2021-05,1345.3046541866545
2021-06,1388.6489418878484
2021-07,1389.6194954399277
2021-08,1472.5890551198472
2021-09,1496.2175759526235
2021-10,1574.2152204844044
2021-11,1605.657662461118
2021-12,1648.8993817397552
2022-01,1609.4557549795645
2022-02,1624.3905516602333
2022-03,1642.3679428748237
2022-04,1566.2031690234103
2022-05,1481.8983439952717
2022-06,1379.7321207739774
2022-07,1378.756350291209
2022-08,1416.2016320139126
2022-09,1291.436473933805
2022-10,1233.3513433761889
2022-11,1262.7537903373293
2022-12,1270.5712697124752
2023-01,1311.2136303675195
2023-02,1281.482297844855
2023-03,1305.5776166412431
2023-04,1346.2865824497944
2023-05,1354.9530156106277
2023-06,1384.2401766119392
2023-07,1485.2587435528658
