Date,FM AFRICA SMALL CAP
2010-11,1000.0
2010-12,990.5004747852934
2011-01,1019.6871144780405
2011-02,951.1041480385876
2011-03,889.1027923838209
2011-04,937.9517143541846
2011-05,943.69513365843
2011-06,925.5716597089211
2011-07,861.3050925164861
2011-08,777.9295236803712
2011-09,681.9234144792614
2011-10,680.4480616412415
2011-11,640.9072299031828
2011-12,631.7133692057491
2012-01,620.8834397475107
2012-02,657.6627156923304
2012-03,643.7591751625604
2012-04,683.01130450183
2012-05,667.4008074630057
2012-06,630.1246346860457
2012-07,648.4171000553096
2012-08,654.0440562483683
2012-09,698.1417690883121
2012-10,728.991760497035
2012-11,726.2459522694841
2012-12,745.58828319371
2013-01,879.5149062173076
2013-02,875.5516006984684
2013-03,904.9809170639458
2013-04,868.566652324834
2013-05,967.1269543231697
2013-06,917.3492548587102
2013-07,938.2785987849297
2013-08,872.709510481596
2013-09,889.5029960534914
2013-10,948.6963402311883
2013-11,1003.0591655632643
2013-12,1075.3114003731273
2014-01,1029.2953475721229
2014-02,1022.7778059930073
2014-03,973.7593171026473
2014-04,977.923154276891
2014-05,1009.9889546481965
2014-06,1067.7157608574814
2014-07,1064.0710669149464
2014-08,1080.0044613075925
2014-09,1063.4969707638681
2014-10,974.1856768608754
2014-11,884.7037950551831
2014-12,798.1558050305458
2015-01,737.3209305857773
2015-02,710.4339997143505
2015-03,708.1905460315982
2015-04,740.1628487602692
2015-05,723.252364029866
2015-06,721.084537662184
2015-07,667.5287492447787
2015-08,639.7218957530221
2015-09,620.630234785767
2015-10,578.3046631867408
2015-11,554.4371465924255
2015-12,542.5181605258742
2016-01,520.7505572423804
2016-02,499.70338214067186
2016-03,514.5443142083208
2016-04,530.2519218018413
2016-05,550.5519545498289
2016-06,497.17357384549615
2016-07,473.8302763789712
2016-08,462.108882796689
2016-09,474.6918767993819
2016-10,467.78439551392177
2016-11,465.48300184894913
2016-12,486.14784640274513
2017-01,504.46388107785543
2017-02,497.7548863088918
2017-03,500.2770213941224
2017-04,518.431631
2017-05,547.355569
2017-06,578.013758
2017-07,600.922634
2017-08,593.213375
2017-09,576.476219
2017-10,580.061054
2017-11,598.744461
2017-12,614.374684
2018-01,675.296027
2018-02,658.242704
2018-03,666.029161
2018-04,650.8152372907142
2018-05,603.2957348080032
2018-06,605.0109153073796
2018-07,593.6771717195517
2018-08,571.4771033485068
2018-09,538.0036539788458
2018-10,513.7809655392042
2018-11,500.0970461986891
2018-12,505.55023435783795
2019-01,507.8169798492955
2019-02,498.82780138350427
2019-03,476.9283570237375
2019-04,469.97019748187193
2019-05,456.6920848613085
2019-06,471.0969709197221
2019-07,467.2878541330537
2019-08,458.50564286379273
2019-09,457.1868929845996
2019-10,465.62620001582826
2019-11,480.9517805267319
2019-12,506.87039891496426
2020-01,506.69188961785636
2020-02,459.992397522848
2020-03,358.4171876544244
2020-04,374.3778898624782
2020-05,398.9143471054443
2020-06,399.89111407688694
2020-07,391.70896112007256
2020-08,401.9023563037851
2020-09,405.26262611738923
2020-10,419.8721620752252
2020-11,449.5803395753061
2020-12,468.1300540595465
2021-01,480.18234624198186
2021-02,466.64995447178404
2021-03,470.2802297956215
2021-04,493.0581959004347
2021-05,516.0769643133173
2021-06,522.0938177425872
2021-07,535.7441431648203
2021-08,552.2181309393198
2021-09,555.9008931983376
2021-10,573.8277579336044
2021-11,554.0741986273737
2021-12,567.2861431780841
2022-01,582.5830160308467
2022-02,570.0724856267823
2022-03,559.0925401372696
2022-04,555.9936197761845
2022-05,550.3516369425256
2022-06,535.767541481743
2022-07,528.0838636890903
2022-08,523.2111632285453
2022-09,509.4694438290372
2022-10,490.03124221919734
2022-11,493.22835551999674
2022-12,502.3213148919954
2023-01,513.3680710199858
2023-02,525.242177937218
2023-03,511.5698227613026
2023-04,526.1006093034468
2023-05,557.4712566554279
2023-06,528.9110374803462
2023-07,549.3773025808653
