Date,KUKJE (ACWI ex KOREA) SMALL CAP
2013-01,2704.631042048829
2013-02,2725.9220621468266
2013-03,2811.019782397412
2013-04,2846.9980758892602
2013-05,2872.8159603011727
2013-06,2793.221301096606
2013-07,2955.0124733549724
2013-08,2894.8200742411686
2013-09,3092.735591518398
2013-10,3190.7316915395063
2013-11,3238.757063034538
2013-12,3308.024977158324
2014-01,3242.6084020918747
2014-02,3411.005606268898
2014-03,3402.734214215401
2014-04,3349.4231077371755
2014-05,3393.7940647611995
2014-06,3520.941119497412
2014-07,3393.3401659301726
2014-08,3493.2803043170597
2014-09,3300.7668030006403
2014-10,3348.619833247977
2014-11,3359.575151956439
2014-12,3365.898294995245
2015-01,3312.5582894580307
2015-02,3504.2990872799132
2015-03,3507.5050023533518
2015-04,3563.6116830993165
2015-05,3611.4873199511812
2015-06,3560.1576102506037
2015-07,3520.19312386337
2015-08,3316.830773649314
2015-09,3187.7878135273163
2015-10,3373.878341814457
2015-11,3401.1838125043355
2015-12,3323.687325301929
2016-01,3061.9648989081184
2016-02,3084.325262964699
2016-03,3346.801010889892
2016-04,3422.8096435083175
2016-05,3450.9438398399557
2016-06,3399.9172924483178
2016-07,3584.0541188344305
2016-08,3599.375338290478
2016-09,3652.1355417640957
2016-10,3532.571480136471
2016-11,3651.590314877527
2016-12,3729.688144223986
2017-01,3825.2674270141893
2017-02,3916.2226234487134
2017-03,3951.71575753422
2017-04,4028.589805
2017-05,4048.976034
2017-06,4110.54941
2017-07,4211.019614
2017-08,4218.85806
2017-09,4372.282771
2017-10,4440.29978
2017-11,4528.939114
2017-12,4607.513804
2018-01,4777.817548
2018-02,4589.829608
2018-03,4582.913615
2018-04,4618.960103123074
2018-05,4719.845237953079
2018-06,4682.5781599428965
2018-07,4743.886050613118
2018-08,4826.257200705871
2018-09,4746.327329202452
2018-10,4282.893651736469
2018-11,4322.7031487905415
2018-12,3948.156567
2019-01,4338.69493530717
2019-02,4492.644344705797
2019-03,4473.502477740847
2019-04,4603.251893879926
2019-05,4313.179516659784
2019-06,4557.765095697802
2019-07,4581.241373302695
2019-08,4418.767866851915
2019-09,4507.901117650269
2019-10,4635.439146
2019-11,4771.325897527258
2019-12,4945.83054474732
2020-01,4807.891272128271
2020-02,4375.650991407305
2020-03,3446.77016316513
2020-04,3911.084116420131
2020-05,4169.371194988555
2020-06,4301.671880716519
2020-07,4485.195141699605
2020-08,4730.539268886654
2020-09,4628.941599
2020-10,4627.274001908436
2020-11,5332.366020920746
2020-12,5723.154148919544
2021-01,5835.295867753203
2021-02,6136.500019833893
2021-03,6259.106081972591
2021-04,6513.284100976234
2021-05,6577.152886801359
2021-06,6603.926874810762
2021-07,6555.265888687597
2021-08,6708.792085753557
2021-09,6508.752145696013
2021-10,6721.627717359056
2021-11,6414.636114028514
2021-12,6651.182023465141
2022-01,6182.030894451041
2022-02,6172.211665611398
2022-03,6238.548147323071
2022-04,5771.058168584741
2022-05,5748.235816337024
2022-06,5181.431567426931
2022-07,5615.910440937931
2022-08,5468.644932931247
2022-09,4919.954188240412
2022-10,5268.961078596912
2022-11,5605.312715075551
2022-12,5427.024977908208
2023-01,5906.06258737395
2023-02,5780.7514154203855
2023-03,5647.087823575581
2023-04,5649.413494426506
2023-05,5517.653546587959
2023-06,5853.73736676174
2023-07,6145.61267091473
