Date,EFM AFRICA SMALL CAP
2010-11,1000.0
2010-12,1089.8600521674323
2011-01,980.1381422189106
2011-02,999.8974133670018
2011-03,1009.9029476505222
2011-04,1065.042633212726
2011-05,1033.5776468180493
2011-06,1039.2561981854512
2011-07,1047.8969429887607
2011-08,984.6326647975767
2011-09,840.8131953110301
2011-10,884.304641340808
2011-11,865.3340389530456
2011-12,878.0878510068402
2012-01,942.0007200215782
2012-02,1019.2352014182893
2012-03,1003.5190211292929
2012-04,1022.9377400867794
2012-05,918.8046175229038
2012-06,977.3201430141445
2012-07,1001.7862636304126
2012-08,1010.9777585153353
2012-09,1056.2563446231848
2012-10,1017.8950770839474
2012-11,1005.4085172552547
2012-12,1085.249946414429
2013-01,1064.4398010045647
2013-02,1070.264480650004
2013-03,1079.8256522058991
2013-04,1092.6734658720127
2013-05,1015.9738373129451
2013-06,1016.3284710213214
2013-07,1046.7164047644353
2013-08,1011.9749572017693
2013-09,1079.691281479106
2013-10,1150.9328451180859
2013-11,1125.5102690257145
2013-12,1118.764574015974
2014-01,1044.7874088130625
2014-02,1107.300442828175
2014-03,1139.4542469610597
2014-04,1173.469758788338
2014-05,1189.6863169878557
2014-06,1215.7426541284208
2014-07,1229.4251809240773
2014-08,1264.168062238702
2014-09,1196.8578172467078
2014-10,1210.3857110433103
2014-11,1213.7405560305547
2014-12,1158.2174713415213
2015-01,1194.3936091524488
2015-02,1195.9329064985116
2015-03,1124.7854808661086
2015-04,1160.8021337961852
2015-05,1125.6289835293958
2015-06,1088.4632571754235
2015-07,1037.556012990388
2015-08,972.3635903008237
2015-09,906.6035454258472
2015-10,942.7443906047099
2015-11,855.1264926326301
2015-12,806.9960950656825
2016-01,765.9247069460235
2016-02,816.2148588800476
2016-03,937.8578378956266
2016-04,1006.0661584106997
2016-05,889.9156415274844
2016-06,936.4172578674593
2016-07,1027.2646338834807
2016-08,966.178746058131
2016-09,1034.895396456861
2016-10,1042.273015150648
2016-11,980.0565429617932
2016-12,1030.5378776519628
2017-01,1066.358779149245
2017-02,1112.2804076239213
2017-03,1086.526513761231
2017-04,1078.156694
2017-05,1072.268491
2017-06,1064.948092
2017-07,1078.472376
2017-08,1114.268598
2017-09,1068.523467
2017-10,1068.108451
2017-11,1102.011897
2017-12,1226.667258
2018-01,1295.318383
2018-02,1312.941155
2018-03,1274.342432
2018-04,1245.2268458542276
2018-05,1142.6022954679659
2018-06,1054.3443590420052
2018-07,1091.2371646315978
2018-08,1002.4626544759624
2018-09,998.1060507821395
2018-10,932.4170528664081
2018-11,965.1802027944912
2018-12,942.9037588575966
2019-01,1021.8624554052399
2019-02,1003.5312169876858
2019-03,957.9310628437858
2019-04,974.5701736617594
2019-05,920.942167906371
2019-06,965.6972546837296
2019-07,959.1715242005162
2019-08,928.8833703892916
2019-09,929.5669745568692
2019-10,996.2546596426401
2019-11,1021.2385034773909
2019-12,1077.6090511149785
2020-01,981.6840862794675
2020-02,845.3813459934214
2020-03,572.173166927682
2020-04,619.9449862737355
2020-05,630.4431132084164
2020-06,688.6538548481385
2020-07,725.0694014430006
2020-08,725.2511865004554
2020-09,743.4553420959122
2020-10,751.4044834194901
2020-11,861.4836796098972
2020-12,943.8958800993389
2021-01,972.9938727570769
2021-02,999.1403543688666
2021-03,1060.4389952923543
2021-04,1115.445720973871
2021-05,1219.5142988113128
2021-06,1189.4965114707495
2021-07,1176.486260718618
2021-08,1253.75555880537
2021-09,1218.2163658039376
2021-10,1227.8192412218607
2021-11,1176.106445550539
2021-12,1241.0809548422283
2022-01,1266.0759447114215
2022-02,1255.2207522243727
2022-03,1362.3245642646
2022-04,1272.0694346688463
2022-05,1254.7438296472524
2022-06,1124.1750759747194
2022-07,1160.211136016278
2022-08,1140.4378125174435
2022-09,1064.4642742149167
2022-10,1085.8000928614563
2022-11,1176.6481872145296
2022-12,1164.9787271429293
2023-01,1161.1744949686954
2023-02,1107.726571229152
2023-03,1074.9015916912194
2023-04,1073.7723708745423
2023-05,933.8990330209028
2023-06,1008.6836931746379
2023-07,1086.4883203493664
