Date,JORDAN + EGYPT + MOROCCO SMALL CAP
2007-05,1000.0
2007-06,1041.5362733299494
2007-07,1051.7698583819838
2007-08,1117.7842534915446
2007-09,1146.6775947669057
2007-10,1243.9459574696973
2007-11,1252.6267543754188
2007-12,1274.4278996425323
2008-01,1340.937165325338
2008-02,1466.2601019357085
2008-03,1543.0668869687554
2008-04,1695.0342994051534
2008-05,1627.2806920812145
2008-06,1522.2715948361579
2008-07,1397.3861405287253
2008-08,1281.2775138077373
2008-09,1137.372700720014
2008-10,829.8823197757175
2008-11,771.0890181493825
2008-12,816.4614637909515
2009-01,736.4497098734095
2009-02,713.8408609549322
2009-03,782.6137133350386
2009-04,868.42276926
2009-05,912.5437482470668
2009-06,980.0784634750494
2009-07,1006.7956007148994
2009-08,1051.884640371596
2009-09,1113.8534397069634
2009-10,1062.1148508640413
2009-11,952.3572401659612
2009-12,925.4219809066765
2010-01,1013.5897378779619
2010-02,1002.9230547279172
2010-03,1034.2921720133243
2010-04,1090.393781979446
2010-05,937.543809295814
2010-06,912.8935642417498
2010-07,940.3956853702614
2010-08,931.4119668424768
2010-09,999.0322372618878
2010-10,1025.6879711590104
2010-11,1018.8783453222758
2010-12,1029.3663036150601
2011-01,919.3464807463629
2011-02,903.2548506539845
2011-03,881.8592116390747
2011-04,878.9351663649328
2011-05,925.7268194870519
2011-06,904.154532708728
2011-07,880.6680602059114
2011-08,837.6727520966202
2011-09,751.3866601761335
2011-10,798.9636747384704
2011-11,739.416539005998
2011-12,686.6913148786792
2012-01,780.0576023074744
2012-02,875.8076746326008
2012-03,791.253793677713
2012-04,794.3402749217831
2012-05,756.1873142848111
2012-06,780.8467659468045
2012-07,784.1764140995584
2012-08,859.9172278463623
2012-09,959.2449397145378
2012-10,951.536863818461
2012-11,832.0981234428763
2012-12,903.4811614160906
2013-01,892.6558110002113
2013-02,873.4603326493447
2013-03,850.2711854395179
2013-04,849.5149110785089
2013-05,885.161049577673
2013-06,781.7657848190972
2013-07,876.2829510224879
2013-08,872.3858701762687
2013-09,932.4333736093274
2013-10,1017.3923112694221
2013-11,1022.8957477184487
2013-12,1060.5137942275765
2014-01,1162.4278431564985
2014-02,1268.2346825901864
2014-03,1240.9561079370628
2014-04,1268.01735063496
2014-05,1284.2749853613107
2014-06,1291.016623916712
2014-07,1333.2553446350105
2014-08,1380.6482909267932
2014-09,1373.927220327631
2014-10,1304.633627022034
2014-11,1319.549913339423
2014-12,1227.0135485784797
2015-01,1237.9116193499044
2015-02,1169.104655418023
2015-03,1116.3629235544065
2015-04,1072.6216036981195
2015-05,1105.9863131845202
2015-06,1027.4126251572482
2015-07,986.1111367607813
2015-08,906.8464199128933
2015-09,877.259931254726
2015-10,895.6264130322801
2015-11,818.7644642917944
2015-12,883.4781161693858
2016-01,825.8427779709232
2016-02,812.6393324422017
2016-03,893.5428343103507
2016-04,891.1713411852136
2016-05,879.0844883672414
2016-06,838.6414307897567
2016-07,913.446700906043
2016-08,895.5060902233315
2016-09,880.6246002486162
2016-10,906.6014776831935
2016-11,752.271789787111
2016-12,815.3790282760691
2017-01,823.6939269928538
2017-02,870.1704681717252
2017-03,868.9667339377623
2017-04,857.526859
2017-05,881.133853
2017-06,915.778744
2017-07,919.836032
2017-08,935.515746
2017-09,967.775926
2017-10,1013.500359
2017-11,1029.165136
2017-12,1044.065279
2018-01,1089.136107
2018-02,1097.858583
2018-03,1170.380849
2018-04,1227.5387266922246
2018-05,1132.0455773231795
2018-06,1091.096665499445
2018-07,1049.9348591847813
2018-08,1050.7075352883915
2018-09,955.6582785711089
2018-10,869.7046685581837
2018-11,896.0666926677005
2018-12,896.6588866381478
2019-01,959.4846934209245
2019-02,1000.5854338526532
2019-03,981.6649864388448
2019-04,975.4858399566997
2019-05,943.5516331109274
2019-06,986.8477654256875
2019-07,959.6511932021049
2019-08,1030.6227033541547
2019-09,984.6174346668602
2019-10,1002.9853189624367
2019-11,972.4969508365916
2019-12,973.3843794040678
2020-01,994.5712482642341
2020-02,944.185966827682
2020-03,716.897594329271
2020-04,767.8336003194195
2020-05,770.962095623449
2020-06,824.2149555485962
2020-07,842.339927357744
2020-08,867.9172959396597
2020-09,841.0831446094726
2020-10,845.5549921248872
2020-11,899.7957550636446
2020-12,916.433755217448
2021-01,952.1512777526345
2021-02,945.177296456416
2021-03,909.6184611609324
2021-04,929.6577239778778
2021-05,959.9749722654527
2021-06,997.6701863934442
2021-07,1020.3573454910506
2021-08,1052.0607728086436
2021-09,1054.262159076018
2021-10,1090.7562366953018
2021-11,1084.0659375305884
2021-12,1145.2960988719767
2022-01,1150.1464076272978
2022-02,1115.1424204248995
2022-03,1038.454424257715
2022-04,1077.468491865038
2022-05,1024.518582311571
2022-06,967.2284421334195
2022-07,978.8179227694999
2022-08,991.3445387461235
2022-09,952.5409025763151
2022-10,894.0047463499535
2022-11,933.0275432540041
2022-12,980.2971188017891
2023-01,943.1931931301519
2023-02,940.4805914340129
2023-03,931.4156116459748
2023-04,992.6029692166687
2023-05,990.1980666994814
2023-06,1023.4196803902704
2023-07,1044.989831594265
