Date,EM (EMERGING MARKETS) SMALL CAP
2003-11,350.0990158816496
2003-12,374.40152409881483
2004-01,384.46539352941267
2004-02,402.4827328088048
2004-03,404.2339189298417
2004-04,379.2942877196916
2004-05,361.410723392934
2004-06,360.29657378461974
2004-07,352.3022008529715
2004-08,366.0359068899432
2004-09,388.79878993619195
2004-10,398.70560307182865
2004-11,439.87916042662465
2004-12,467.035567076525
2005-01,468.6908449070069
2005-02,505.85671594364965
2005-03,477.48278602721405
2005-04,462.877689440399
2005-05,472.8450982673862
2005-06,490.78444560168185
2005-07,517.0710364747853
2005-08,516.6208023984973
2005-09,551.2720672311713
2005-10,519.6087908242666
2005-11,566.273008449541
2005-12,603.2697493321563
2006-01,652.8401928050033
2006-02,658.5744493035467
2006-03,671.5957744623025
2006-04,719.1243866156548
2006-05,655.537495053741
2006-06,618.8356645590485
2006-07,626.112993820976
2006-08,645.5474006098982
2006-09,666.5074352134436
2006-10,704.4380847620474
2006-11,765.3363677932329
2006-12,798.4324094364737
2007-01,797.8414729324577
2007-02,819.117323792162
2007-03,859.195784519594
2007-04,920.9630728769729
2007-05,1000.0
2007-06,1044.3581642330403
2007-07,1129.374137154833
2007-08,1072.7207159405207
2007-09,1151.131016176822
2007-10,1230.8566119416905
2007-11,1120.7835993780332
2007-12,1135.8513361071714
2008-01,973.6898797803887
2008-02,1043.1074714713318
2008-03,977.1189476851089
2008-04,1026.5908499664722
2008-05,1006.3311675936492
2008-06,885.966072398497
2008-07,867.3053820060728
2008-08,804.4374203388907
2008-09,639.7828059944129
2008-10,446.4205765656189
2008-11,420.4969487702423
2008-12,474.44241560410757
2009-01,444.94434434365
2009-02,428.01232768841584
2009-03,488.6293157342525
2009-04,597.9092457042432
2009-05,736.0313806149735
2009-06,734.0229364716942
2009-07,826.5181456688483
2009-08,835.4721592185002
2009-09,903.2578592322177
2009-10,909.0837936538957
2009-11,951.9023691882428
2009-12,1014.3192546019765
2010-01,976.953440569577
2010-02,979.1935374591416
2010-03,1065.6990929455667
2010-04,1092.1671121709699
2010-05,977.9999034926013
2010-06,992.0814645477631
2010-07,1063.4110133223248
2010-08,1066.0995094332097
2010-09,1195.231153959155
2010-10,1245.664655416226
2010-11,1218.317765196902
2010-12,1289.9044399161623
2011-01,1248.2520299168498
2011-02,1199.6550934526028
2011-03,1254.8035399553273
2011-04,1311.3061392984794
2011-05,1269.9896208782927
2011-06,1242.3146980463846
2011-07,1266.0347819999504
2011-08,1125.0025662221199
2011-09,945.4917331705161
2011-10,1037.5886177480022
2011-11,951.7793027362779
2011-12,939.2696924705702
2012-01,1040.3695121296057
2012-02,1132.2270779464682
2012-03,1095.4380058054942
2012-04,1074.757937785259
2012-05,978.3600308466783
2012-06,1007.5312472339638
2012-07,1005.6397246509488
2012-08,1028.5537239635487
2012-09,1092.233921115537
2012-10,1076.3664531276304
2012-11,1095.2408691380022
2012-12,1147.957983572929
2013-01,1179.1741737333234
2013-02,1192.496659602372
2013-03,1196.1760946721465
2013-04,1220.463565544175
2013-05,1213.0057317917729
2013-06,1106.873722751176
2013-07,1113.0829736253631
2013-08,1075.8944884399948
2013-09,1145.5029481288566
2013-10,1187.0735818925145
2013-11,1166.2782053719168
2013-12,1159.9338145453605
2014-01,1128.630808283546
2014-02,1175.8594561471104
2014-03,1200.954224563446
2014-04,1205.6082196536665
2014-05,1241.5734571000105
2014-06,1264.0408016744902
2014-07,1272.9163169190506
2014-08,1303.3072627587687
2014-09,1246.7482235137797
2014-10,1224.7970140085192
2014-11,1205.9897760107574
2014-12,1171.6564046020808
2015-01,1188.5056990861856
2015-02,1215.378738918927
2015-03,1213.7025433512429
2015-04,1323.6860092786521
2015-05,1329.1292466799773
2015-06,1268.3233186565683
2015-07,1169.8000413800103
2015-08,1056.8997520098237
2015-09,1056.8607038552595
2015-10,1119.3487927113913
2015-11,1090.557651209473
2015-12,1091.4370303456449
2016-01,1005.4845143219918
2016-02,1001.8960470080376
2016-03,1102.0534885543173
2016-04,1118.4857605506418
2016-05,1079.0563411258975
2016-06,1106.445275866943
2016-07,1153.8021414448453
2016-08,1175.0751450824102
2016-09,1190.522182419329
2016-10,1172.8735073977177
2016-11,1118.1500881136265
2016-12,1116.3245224346028
2017-01,1168.5637247358727
2017-02,1229.371244623212
2017-03,1261.696200788987
2017-04,1275.937338
2017-05,1284.776912
2017-06,1294.827311
2017-07,1341.068625
2017-08,1367.237697
2017-09,1367.814925
2017-10,1415.839548
2017-11,1440.772521
2017-12,1494.089042
2018-01,1580.672753
2018-02,1515.846921
2018-03,1496.586578
2018-04,1494.877989744598
2018-05,1463.8087807322115
2018-06,1367.8333845725901
2018-07,1384.5080341146625
2018-08,1355.307369280336
2018-09,1310.3050961624206
2018-10,1172.1147304990545
2018-11,1236.1751597996542
2018-12,1216.352997
2019-01,1281.7488947898444
2019-02,1298.4140090137319
2019-03,1310.6826914751518
2019-04,1313.4616589219152
2019-05,1248.8495167009232
2019-06,1297.8646937506976
2019-07,1278.5316797732435
2019-08,1214.5204415249787
2019-09,1238.3674654940237
2019-10,1285.687814
2019-11,1278.1182966605265
2019-12,1356.24140561121
2020-01,1302.0646725013053
2020-02,1210.2497935057559
2020-03,930.8345951074285
2020-04,1060.5469674233468
2020-05,1085.620656375426
2020-06,1183.4363527873754
2020-07,1292.7316650319995
2020-08,1345.7570794275434
2020-09,1323.6673025964608
2020-10,1316.3857930528611
2020-11,1501.88892936014
2020-12,1617.8090934013449
2021-01,1619.1145565182828
2021-02,1715.5854467971087
2021-03,1741.8320838737227
2021-04,1846.97986277967
2021-05,1893.583244674449
2021-06,1937.8210226259148
2021-07,1912.343461921784
2021-08,1934.50549456809
2021-09,1896.0268665551025
2021-10,1899.3985087342692
2021-11,1843.6382859820703
2021-12,1921.1698252731142
2022-01,1836.1838131418865
2022-02,1790.3545222722048
2022-03,1837.9022854138652
2022-04,1745.713066179118
2022-05,1717.1219607767996
2022-06,1536.2772481320117
2022-07,1578.7039182163771
2022-08,1617.8080825000682
2022-09,1455.5914237855063
2022-10,1454.5350008644339
2022-11,1591.3378271308932
2022-12,1574.9532474672196
2023-01,1668.2966475060734
2023-02,1620.6961896680984
2023-03,1635.8451008496447
2023-04,1646.7417212307528
2023-05,1665.004197445037
2023-06,1740.3257603239708
2023-07,1853.9700246687833
