Date,EUROPE ex EMU SMALL CAP
2000-12,1000.0
2001-01,1058.597620382938
2001-02,1013.1066410555965
2001-03,919.7153662654156
2001-04,987.7233104014385
2001-05,1000.8852708781967
2001-06,956.0420624877916
2001-07,933.6363858764865
2001-08,951.3021415533663
2001-09,779.477893789279
2001-10,820.4058518511796
2001-11,892.7965247961347
2001-12,920.5101104275568
2002-01,887.5861489753828
2002-02,889.670010796733
2002-03,958.1684224153587
2002-04,986.2803109076061
2002-05,989.1909576372811
2002-06,942.1978483771882
2002-07,834.5761592134065
2002-08,818.7409422567797
2002-09,748.9654951883304
2002-10,766.1698047346368
2002-11,793.1938131490678
2002-12,766.768080091268
2003-01,712.1125378502459
2003-02,690.7346283023913
2003-03,695.2361766664416
2003-04,788.8772820951676
2003-05,888.1138894170238
2003-06,909.3288941546471
2003-07,960.1157447642969
2003-08,1011.8704587652926
2003-09,1050.53345543203
2003-10,1140.6095780426526
2003-11,1167.6949428128096
2003-12,1238.4511607487016
2004-01,1329.7653417604863
2004-02,1403.2264708181033
2004-03,1382.8616647089316
2004-04,1345.2616216419206
2004-05,1359.128669227911
2004-06,1402.7782966646685
2004-07,1338.725605619213
2004-08,1332.1984189477103
2004-09,1397.2364195882294
2004-10,1445.3435710163844
2004-11,1594.29863813547
2004-12,1675.1182287128802
2005-01,1696.8900136459947
2005-02,1770.524157140403
2005-03,1746.2739967656612
2005-04,1681.561942783527
2005-05,1685.9653111750142
2005-06,1722.52735013898
2005-07,1807.0709145854837
2005-08,1890.339566653095
2005-09,1918.7313628159695
2005-10,1828.6500446340513
2005-11,1897.564837062889
2005-12,2015.6796431010187
2006-01,2201.9957107961395
2006-02,2252.3239232328115
2006-03,2373.110615417697
2006-04,2547.3774001856536
2006-05,2464.057451791017
2006-06,2422.4569866434194
2006-07,2401.365801627594
2006-08,2478.158252700317
2006-09,2534.1279738898306
2006-10,2672.3294734357446
2006-11,2856.2283803531836
2006-12,2992.0700626828175
2007-01,3020.1245280792973
2007-02,3013.3335534695275
2007-03,3143.136383964674
2007-04,3318.798097694978
2007-05,3341.0452276906854
2007-06,3273.4507508036363
2007-07,3237.93114867442
2007-08,3104.861273240886
2007-09,3035.683341554286
2007-10,3290.8006300344687
2007-11,2971.531239907676
2007-12,2867.9406822242213
2008-01,2586.058688339051
2008-02,2725.325412981327
2008-03,2722.0190464008856
2008-04,2761.3167292111452
2008-05,2797.663236583535
2008-06,2587.296445889295
2008-07,2463.8512808241785
2008-08,2394.903971017776
2008-09,1926.9502061131282
2008-10,1390.1725866772945
2008-11,1254.655457238796
2008-12,1265.723129377609
2009-01,1229.9196570435479
2009-02,1159.6335069704926
2009-03,1234.3561594694734
2009-04,1514.0651665532841
2009-05,1697.9538856851616
2009-06,1688.5828667039493
2009-07,1858.6289585117302
2009-08,2028.3568989604676
2009-09,2116.867306070017
2009-10,2127.9226062228927
2009-11,2134.724449995587
2009-12,2185.139201366986
2010-01,2186.21683316315
2010-02,2123.283489486774
2010-03,2314.050042028136
2010-04,2370.64390276575
2010-05,2051.1462518593485
2010-06,2050.2567275417173
2010-07,2290.4474079447364
2010-08,2221.4445147990973
2010-09,2513.6577660744383
2010-10,2621.9426015829604
2010-11,2517.077256922507
2010-12,2834.573221789248
2011-01,2862.6814557392436
2011-02,2919.7147482749824
2011-03,2920.1690318951155
2011-04,3154.352268635409
2011-05,3099.1799834767394
2011-06,2970.302475627892
2011-07,2931.016309557109
2011-08,2625.0991004041434
2011-09,2295.83122033875
2011-10,2572.796790382474
2011-11,2444.150634156542
2011-12,2377.4108657260526
2012-01,2613.537183199277
2012-02,2843.024207058127
2012-03,2837.045849788971
2012-04,2872.859452046811
2012-05,2517.0518368071926
2012-06,2630.4519621220925
2012-07,2673.693677962314
2012-08,2798.0331728355
2012-09,2942.894355654543
2012-10,2977.7681044903497
2012-11,2982.463974211429
2012-12,3116.648724293992
2013-01,3240.39829518856
2013-02,3287.4773961822734
2013-03,3328.447471409959
2013-04,3410.493017925346
2013-05,3457.7199628501044
2013-06,3320.837600063965
2013-07,3615.8066328208074
2013-08,3639.451603450583
2013-09,3910.8449278936887
2013-10,4061.5038489221797
2013-11,4152.719534318237
2013-12,4330.819910203182
2014-01,4245.473793448054
2014-02,4645.383571861531
2014-03,4525.400559260877
2014-04,4481.0568677582205
2014-05,4528.559356495199
2014-06,4518.577559668771
2014-07,4351.506968814068
2014-08,4377.772529741883
2014-09,4118.917525100952
2014-10,4084.8773840235417
2014-11,4107.216535950847
2014-12,4121.719197008239
2015-01,4036.198149118815
2015-02,4393.068051780792
2015-03,4236.331747091979
2015-04,4514.862267316486
2015-05,4633.403376025279
2015-06,4587.552489268165
2015-07,4646.789285116744
2015-08,4468.0255952556945
2015-09,4338.3762515322
2015-10,4536.6288006123605
2015-11,4554.595550691687
2015-12,4548.575659075485
2016-01,4135.1070724473075
2016-02,4157.533551805303
2016-03,4478.21458477462
2016-04,4524.399723970675
2016-05,4615.252662672917
2016-06,4141.38161187285
2016-07,4383.8790938766415
2016-08,4447.403854221818
2016-09,4524.368756994658
2016-10,4236.2683266087715
2016-11,4240.494561454481
2016-12,4373.4996459946315
2017-01,4512.999417763967
2017-02,4600.018631843225
2017-03,4670.9956293780315
2017-04,5018.226725
2017-05,5157.695412
2017-06,5092.287959
2017-07,5300.491259
2017-08,5271.615033
2017-09,5463.736648
2017-10,5519.641779
2017-11,5515.88539
2017-12,5724.731783
2018-01,5986.346629
2018-02,5689.449383
2018-03,5654.79563
2018-04,5813.831084188871
2018-05,5823.615233888599
2018-06,5779.47159814201
2018-07,5848.283026984713
2018-08,5794.5886032769695
2018-09,5677.178456749774
2018-10,5131.545350359296
2018-11,4910.318971182742
2018-12,4651.833613288738
2019-01,5110.082708979446
2019-02,5251.0205305424
2019-03,5238.442756567346
2019-04,5457.685604707233
2019-05,5128.380036024092
2019-06,5331.525051345798
2019-07,5181.2220767690405
2019-08,5037.499733017011
2019-09,5204.214835244364
2019-10,5461.467344132091
2019-11,5679.183691700077
2019-12,6108.209472225537
2020-01,5925.292985832715
2020-02,5355.047212649244
2020-03,4194.882235998799
2020-04,4700.065348264641
2020-05,5005.790053940532
2020-06,5069.646611878111
2020-07,5421.303203453827
2020-08,5834.624294198818
2020-09,5668.790629950037
2020-10,5454.323017288946
2020-11,6346.284829079803
2020-12,6922.403402560945
2021-01,6854.023586516004
2021-02,7113.45473857711
2021-03,7235.501568020476
2021-04,7710.339258788903
2021-05,7966.593308892304
2021-06,7690.770634982938
2021-07,8036.692639008482
2021-08,8276.179740906466
2021-09,7706.377685572285
2021-10,7997.271007393596
2021-11,7554.720450860884
2021-12,7984.344795659146
2022-01,7201.335591627323
2022-02,6893.255448535709
2022-03,6888.425394999614
2022-04,6359.639387151003
2022-05,6269.461174801509
2022-06,5428.009981740031
2022-07,5972.325875487016
2022-08,5412.266600775759
2022-09,4647.799351974457
2022-10,4986.528902458248
2022-11,5536.29804448463
2022-12,5559.072068477546
2023-01,5999.504218857411
2023-02,6013.3724197543
2023-03,5901.804211489826
2023-04,6131.159464844569
2023-05,5780.362349672731
2023-06,5889.5094089121785
2023-07,6168.321551451144
