Date,ZHONG HUA SMALL CAP
2007-05,1000.0
2007-06,1028.703387995506
2007-07,1125.486425942274
2007-08,1080.7896262636664
2007-09,1188.6762726807744
2007-10,1275.3226670863494
2007-11,1143.4848463824972
2007-12,1139.7796652783875
2008-01,944.388564808182
2008-02,980.3080687482692
2008-03,855.4103227747286
2008-04,915.18550977111
2008-05,910.9428880541932
2008-06,799.2247178551619
2008-07,760.5584242133534
2008-08,674.3126668549924
2008-09,537.5918074109841
2008-10,363.71137945788536
2008-11,372.58789512335943
2008-12,454.63768346336207
2009-01,438.49356175529533
2009-02,437.04762030668354
2009-03,480.1294171942102
2009-04,575.9909894976112
2009-05,761.9869455721541
2009-06,787.6071420821605
2009-07,909.929853024558
2009-08,842.1734353268303
2009-09,884.1181848581843
2009-10,959.0006200379937
2009-11,1026.5055004703515
2009-12,1071.6731715737474
2010-01,1025.2780331334325
2010-02,1068.5543826101962
2010-03,1155.3708286109738
2010-04,1156.8272792846044
2010-05,1022.6124102337933
2010-06,1024.6011900038573
2010-07,1092.867410272851
2010-08,1089.7380666070173
2010-09,1234.321553473992
2010-10,1287.386114023245
2010-11,1316.6335550527099
2010-12,1334.3171107961173
2011-01,1318.017341694953
2011-02,1260.4116082064138
2011-03,1295.786372291424
2011-04,1338.3591603210646
2011-05,1299.9759581836868
2011-06,1232.4895795791383
2011-07,1218.2673718079761
2011-08,1072.789243527568
2011-09,854.5380290093506
2011-10,976.7402598147686
2011-11,903.471669610088
2011-12,879.8767585643606
2012-01,933.2806004067439
2012-02,1055.430772856361
2012-03,985.0217608825003
2012-04,992.9317909895548
2012-05,909.7584691836288
2012-06,894.1635997574792
2012-07,871.6275487245458
2012-08,887.4033901873552
2012-09,934.4418772417117
2012-10,977.2717844772689
2012-11,1018.3361704834941
2012-12,1084.4274980107664
2013-01,1169.8824931457243
2013-02,1180.891153985425
2013-03,1160.2201639960094
2013-04,1180.139863551281
2013-05,1233.9784986920758
2013-06,1123.899759495999
2013-07,1139.311695002015
2013-08,1176.1384727110355
2013-09,1220.6289759427452
2013-10,1261.7940887458594
2013-11,1302.6012989393403
2013-12,1316.0716736058182
2014-01,1297.4522015974578
2014-02,1321.6652163751558
2014-03,1287.0581009118625
2014-04,1252.3744185292646
2014-05,1272.3906798416544
2014-06,1287.970628068239
2014-07,1332.592108909411
2014-08,1344.782621500121
2014-09,1304.8880775450489
2014-10,1319.9769794870078
2014-11,1320.7718593141426
2014-12,1257.280427458176
2015-01,1254.1092110068948
2015-02,1261.4848767163176
2015-03,1320.5376537811253
2015-04,1628.7855900321135
2015-05,1727.7557905065007
2015-06,1538.1976557654566
2015-07,1315.9044445072552
2015-08,1133.3871866457357
2015-09,1144.6840832419841
2015-10,1246.141050535206
2015-11,1225.6271602843487
2015-12,1240.1418882733258
2016-01,1052.463699507617
2016-02,1058.5098769478013
2016-03,1132.3171536287552
2016-04,1151.151680563842
2016-05,1122.4690559087692
2016-06,1104.745945989762
2016-07,1117.2772626407193
2016-08,1190.0489925075808
2016-09,1212.698583485735
2016-10,1197.5494891178876
2016-11,1207.855653729325
2016-12,1159.5170658556247
2017-01,1200.7519215538055
2017-02,1238.1685473231298
2017-03,1258.1768236894789
2017-04,1257.601046
2017-05,1252.478172
2017-06,1257.784737
2017-07,1303.109856
2017-08,1324.458158
2017-09,1388.598867
2017-10,1416.668163
2017-11,1385.771313
2017-12,1416.203684
2018-01,1515.952063
2018-02,1445.494836
2018-03,1434.709429
2018-04,1457.2741902115586
2018-05,1500.8667110034266
2018-06,1382.574813514358
2018-07,1353.3831015950586
2018-08,1282.5179802841587
2018-09,1255.421496207301
2018-10,1126.9064862768141
2018-11,1159.3106689059705
2018-12,1118.0745736832353
2019-01,1187.402590557103
2019-02,1248.9604624783676
2019-03,1268.8452242996163
2019-04,1270.1815506163991
2019-05,1157.035910876607
2019-06,1189.5887739830291
2019-07,1164.2853537088486
2019-08,1083.857006713353
2019-09,1096.9616591245676
2019-10,1123.1595799514628
2019-11,1112.024482355063
2019-12,1172.8524046700043
2020-01,1107.151701466189
2020-02,1116.9899689001104
2020-03,984.1676036361926
2020-04,1039.7810779140345
2020-05,1006.9341768183145
2020-06,1119.0324433143037
2020-07,1209.397174407556
2020-08,1266.2161097243084
2020-09,1232.7960437168038
2020-10,1240.325214069167
2020-11,1375.062169613272
2020-12,1423.115925361437
2021-01,1548.7440379194709
2021-02,1698.7097900478425
2021-03,1636.8246163281617
2021-04,1684.9575682497725
2021-05,1700.5070444054877
2021-06,1709.3290990663606
2021-07,1553.6913503312605
2021-08,1591.2666822427966
2021-09,1483.1565241486526
2021-10,1479.0852616459458
2021-11,1418.7213788566157
2021-12,1378.6559097299557
2022-01,1313.5272863839632
2022-02,1274.0450353571623
2022-03,1199.5609131244717
2022-04,1141.5834473172451
2022-05,1132.61153597713
2022-06,1178.8966371676804
2022-07,1086.9838588129257
2022-08,1061.4697161783558
2022-09,911.325603915854
2022-10,814.9258140388594
2022-11,1017.2981135420877
2022-12,1105.1617252895921
2023-01,1221.61506505277
2023-02,1133.3647106858982
2023-03,1088.3840853723275
2023-04,1074.9671983751557
2023-05,951.3748264423568
2023-06,963.388580266737
2023-07,1032.3483991135327
