Date,AC PACIFIC ex JAPAN SMALL CAP
2005-06,532.4457932484199
2005-07,553.5734315519006
2005-08,547.5731619695182
2005-09,574.066408273339
2005-10,541.3500639082099
2005-11,579.3917868436773
2005-12,604.2989181477958
2006-01,634.3125120716717
2006-02,635.9496424877657
2006-03,654.7901621038001
2006-04,703.0192197959269
2006-05,670.097089375339
2006-06,650.7434956984746
2006-07,655.3693597807139
2006-08,671.9007073465754
2006-09,690.4726694346858
2006-10,723.733504866755
2006-11,783.8698476190415
2006-12,811.9365748431325
2007-01,808.8239087793685
2007-02,836.3225769173736
2007-03,876.7927466450211
2007-04,930.3650194219547
2007-05,1000.0
2007-06,1044.9620327747373
2007-07,1122.1291263448898
2007-08,1048.2919968962472
2007-09,1137.4866679759346
2007-10,1210.0079508513618
2007-11,1084.4755053561566
2007-12,1070.5474511970913
2008-01,933.6001072717941
2008-02,1015.0194441361961
2008-03,959.7696509506982
2008-04,1011.0840779557092
2008-05,1005.338336187282
2008-06,889.8564179033957
2008-07,852.6131849141079
2008-08,779.9424052693715
2008-09,623.6408521131741
2008-10,427.1724953991178
2008-11,395.0996184667083
2008-12,452.1726538450612
2009-01,417.2586255789461
2009-02,403.2134911139359
2009-03,470.8024037438571
2009-04,567.7923193689253
2009-05,694.1199543377327
2009-06,687.8903058091895
2009-07,780.6827046592663
2009-08,780.2398921686197
2009-09,846.9674945967433
2009-10,860.220430688248
2009-11,890.9545842280625
2009-12,944.604242678153
2010-01,887.6246504536012
2010-02,895.5743783780928
2010-03,974.6012388629625
2010-04,995.0775511023253
2010-05,870.3072157822745
2010-06,875.065162061654
2010-07,944.4643880374064
2010-08,942.8087347473137
2010-09,1070.362166787188
2010-10,1111.0641263180698
2010-11,1097.633583383646
2010-12,1179.1778978330585
2011-01,1165.123502113018
2011-02,1132.95250094324
2011-03,1175.2908723644146
2011-04,1222.6190032829945
2011-05,1195.3414621206696
2011-06,1159.9685094376382
2011-07,1190.507139600323
2011-08,1075.4808507217617
2011-09,888.8284878045785
2011-10,1003.9647973055044
2011-11,929.7972281551698
2011-12,919.105118738283
2012-01,1004.9396123570183
2012-02,1089.1777573262104
2012-03,1049.2181775080212
2012-04,1038.463729914069
2012-05,940.1123770896249
2012-06,954.2195347769199
2012-07,962.7192501441102
2012-08,983.0636703011589
2012-09,1037.1729713801417
2012-10,1036.2821122294981
2012-11,1055.8340207398935
2012-12,1092.0708901354158
2013-01,1136.8826103114925
2013-02,1164.6371137694302
2013-03,1172.0711350768158
2013-04,1186.5706935856185
2013-05,1167.9098551903264
2013-06,1063.8973167765555
2013-07,1090.234295640868
2013-08,1077.8314661513411
2013-09,1146.2714706156303
2013-10,1175.8659377332158
2013-11,1147.0520723829234
2013-12,1145.6950754972047
2014-01,1119.9822849593784
2014-02,1171.2660971158257
2014-03,1185.4573212486775
2014-04,1186.1575520677136
2014-05,1205.0523112048381
2014-06,1218.66844231415
2014-07,1241.159525333691
2014-08,1261.573912085007
2014-09,1190.5600416436776
2014-10,1173.3085728019282
2014-11,1143.049424798946
2014-12,1121.7578214895404
2015-01,1126.7104657860186
2015-02,1162.6676328234294
2015-03,1172.507391458727
2015-04,1286.18482433535
2015-05,1295.547548419366
2015-06,1218.063983067215
2015-07,1113.546539107842
2015-08,1005.1923290323732
2015-09,1003.2161675985815
2015-10,1075.3520994252156
2015-11,1059.12775512145
2015-12,1069.5695555956804
2016-01,983.3166735541373
2016-02,991.2462113208269
2016-03,1082.1311965506454
2016-04,1090.3158591467688
2016-05,1064.3699454750601
2016-06,1075.8029896887451
2016-07,1125.8214526486443
2016-08,1139.4100563951981
2016-09,1156.205361906796
2016-10,1109.4425279854363
2016-11,1085.2187201995657
2016-12,1076.90874369468
2017-01,1115.61914212171
2017-02,1161.5084298738893
2017-03,1185.1434265980215
2017-04,1183.708053
2017-05,1200.245561
2017-06,1217.715163
2017-07,1249.248235
2017-08,1268.739988
2017-09,1277.41537
2017-10,1326.048112
2017-11,1356.902308
2017-12,1392.154191
2018-01,1477.757176
2018-02,1417.113412
2018-03,1401.931581
2018-04,1398.5568164710035
2018-05,1416.4821373743014
2018-06,1341.6926956457505
2018-07,1337.3886620336425
2018-08,1323.0903520126362
2018-09,1312.0514160265911
2018-10,1147.7131602090453
2018-11,1203.1448567450777
2018-12,1159.6379049327206
2019-01,1241.7232390976553
2019-02,1279.62337388186
2019-03,1282.4423527594822
2019-04,1293.001071922942
2019-05,1214.703793671618
2019-06,1269.8502118700899
2019-07,1265.776563362196
2019-08,1208.9122639941295
2019-09,1228.2211571838807
2019-10,1262.7634091338132
2019-11,1252.3970001139598
2019-12,1311.734602311459
2020-01,1248.8894795854512
2020-02,1167.3563594890043
2020-03,948.1243782219542
2020-04,1104.232762696528
2020-05,1162.386396085494
2020-06,1243.1230377439028
2020-07,1339.0393533670197
2020-08,1422.3936634888241
2020-09,1381.5667323120845
2020-10,1384.600816585989
2020-11,1560.0656048115197
2020-12,1665.3477576174043
2021-01,1668.5923748374958
2021-02,1750.946990154382
2021-03,1762.6312242911713
2021-04,1879.935353229638
2021-05,1875.320568058783
2021-06,1906.4358255090983
2021-07,1863.8319548142813
2021-08,1889.3720910383754
2021-09,1831.7608440868585
2021-10,1883.673367732725
2021-11,1820.304725664131
2021-12,1895.0934663702837
2022-01,1728.3718784230568
2022-02,1753.9261732138004
2022-03,1803.525705225816
2022-04,1692.1633028480167
2022-05,1671.0136031465324
2022-06,1481.64439908763
2022-07,1527.4205824517273
2022-08,1541.6717569258874
2022-09,1323.7636235586922
2022-10,1313.8915558410765
2022-11,1497.8928835570641
2022-12,1495.475599387386
2023-01,1633.5392128870783
2023-02,1562.0762388785304
2023-03,1569.0823100176062
2023-04,1556.785612763534
2023-05,1530.8987475277113
2023-06,1570.4175188389595
2023-07,1659.9856798925905
