Date,ACWI FM ex USA SMALL CAP
2010-11,1000.0
2010-12,1098.4507459776034
2011-01,1094.3841295514471
2011-02,1106.7534136511545
2011-03,1116.7428960603233
2011-04,1170.6029849247288
2011-05,1137.1188571830805
2011-06,1112.7074381838327
2011-07,1112.598366957668
2011-08,1016.8362774976988
2011-09,890.833458395087
2011-10,965.0883807704836
2011-11,910.1239114031551
2011-12,893.5462743893028
2012-01,970.7510516543122
2012-02,1032.9427142017312
2012-03,1020.310604799201
2012-04,1012.339978372489
2012-05,900.3003519531546
2012-06,929.5584915674536
2012-07,934.4398444162327
2012-08,959.9278599448523
2012-09,1008.5662786276081
2012-10,1008.9217628796433
2012-11,1016.6104913152271
2012-12,1057.5582907178664
2013-01,1103.7940884962757
2013-02,1109.4026327323647
2013-03,1126.7463731994565
2013-04,1156.9087020913398
2013-05,1136.045795004287
2013-06,1078.8488306971715
2013-07,1132.0184707413216
2013-08,1121.8974360410987
2013-09,1210.6562242667858
2013-10,1248.2204582184784
2013-11,1245.8003793890166
2013-12,1267.9178072974428
2014-01,1244.5888415425518
2014-02,1310.682610740833
2014-03,1312.304772329795
2014-04,1311.0202596258816
2014-05,1332.0200619016382
2014-06,1360.8640505015458
2014-07,1335.6366258866303
2014-08,1345.1531911288425
2014-09,1270.021857374119
2014-10,1239.9497848838532
2014-11,1234.2479145604177
2014-12,1218.4445559584324
2015-01,1213.7841269516941
2015-02,1279.3032570184084
2015-03,1265.242179821436
2015-04,1340.181494824615
2015-05,1347.7376292970102
2015-06,1318.2869203540424
2015-07,1293.5052697376414
2015-08,1221.5138173451032
2015-09,1186.7956297304902
2015-10,1256.5828116433463
2015-11,1247.3011278616016
2015-12,1248.538063949739
2016-01,1153.3640293895876
2016-02,1157.2596586929856
2016-03,1256.8677913367287
2016-04,1291.9086524103473
2016-05,1283.8189879494987
2016-06,1246.6165022645912
2016-07,1315.4114371550154
2016-08,1312.204720051845
2016-09,1344.7602161742063
2016-10,1309.7412466714538
2016-11,1271.5518754042125
2016-12,1298.7757438721871
2017-01,1349.2509210380363
2017-02,1384.6007767712701
2017-03,1413.2475469424016
2017-04,1455.064721
2017-05,1494.360128
2017-06,1500.879598
2017-07,1553.725981
2017-08,1570.453515
2017-09,1603.878193
2017-10,1633.526004
2017-11,1657.928666
2017-12,1708.64865
2018-01,1792.403197
2018-02,1722.007403
2018-03,1702.515305
2018-04,1721.7556654276468
2018-05,1703.4735579917817
2018-06,1657.3566403948225
2018-07,1668.7142024333339
2018-08,1652.593370867
2018-09,1631.8804921184103
2018-10,1473.931159360291
2018-11,1477.5325421947484
2018-12,1397.848929
2019-01,1506.6356842528166
2019-02,1537.7837751930972
2019-03,1539.7122389131816
2019-04,1573.306831150803
2019-05,1492.8110247449304
2019-06,1558.3059401824848
2019-07,1547.9823956438963
2019-08,1503.4507309695618
2019-09,1539.5536384070324
2019-10,1601.353923
2019-11,1628.2237581656366
2019-12,1707.9379783340808
2020-01,1655.123023349055
2020-02,1503.521193293692
2020-03,1213.2245694884969
2020-04,1360.112669863169
2020-05,1442.2750578795633
2020-06,1489.0360599904645
2020-07,1562.941287376009
2020-08,1665.6642240637086
2020-09,1644.941562
2020-10,1601.6552060867723
2020-11,1822.2344801516315
2020-12,1949.7734791504
2021-01,1946.6991810264462
2021-02,2016.7714636693224
2021-03,2057.5789456679026
2021-04,2151.9646798295094
2021-05,2202.326828830578
2021-06,2189.2192480957265
2021-07,2206.6787669985047
2021-08,2258.203106294622
2021-09,2190.3359624493414
2021-10,2225.2129949820164
2021-11,2116.309417403876
2021-12,2205.507942371526
2022-01,2068.6380863836844
2022-02,2042.3336066870884
2022-03,2063.1400015359586
2022-04,1930.368496145418
2022-05,1911.6235645501688
2022-06,1701.3827660785523
2022-07,1798.672329123581
2022-08,1752.4273565579545
2022-09,1559.3692108828825
2022-10,1608.760249383156
2022-11,1761.3813792679484
2022-12,1764.3967334144231
2023-01,1890.781632502148
2023-02,1842.5217624996874
2023-03,1846.9575644071608
2023-04,1874.4333044314217
2023-05,1823.0326918524802
2023-06,1885.4432431337166
2023-07,1981.5821526911216
