Date,EASEA INDEX (EAFE ex JAPAN) SMALL CAP
2000-12,100.0
2001-01,104.69275840184456
2001-02,101.0003802884867
2001-03,91.35734377877485
2001-04,97.0014694263895
2001-05,97.02041295063357
2001-06,93.99217736204656
2001-07,92.25594363441317
2001-08,93.13558322051898
2001-09,78.52352159413098
2001-10,83.6459704800848
2001-11,90.00051720744062
2001-12,91.50942569851676
2002-01,90.86464719762645
2002-02,91.23275420387431
2002-03,97.00421721389834
2002-04,99.41950550719011
2002-05,101.48220789361464
2002-06,98.00198544017547
2002-07,88.3067484080592
2002-08,87.64423697110976
2002-09,79.06062866595623
2002-10,81.99922246391972
2002-11,85.19351891603986
2002-12,83.73642955377731
2003-01,82.238363542408
2003-02,79.37978907560338
2003-03,79.21352612374328
2003-04,89.0940823736586
2003-05,98.31962702891259
2003-06,101.00901119868514
2003-07,105.08376026029008
2003-08,109.06868922159485
2003-09,114.84814185357634
2003-10,124.34705691707998
2003-11,127.9866594935442
2003-12,135.16555492139753
2004-01,142.88711839212868
2004-02,148.85943854720435
2004-03,146.08769289691438
2004-04,141.73871986510906
2004-05,141.8176047346487
2004-06,145.777041314424
2004-07,142.11085143483726
2004-08,142.88189799025244
2004-09,150.15161461393063
2004-10,157.105134
2004-11,172.1840232958954
2004-12,180.8331487478686
2005-01,183.28462539210105
2005-02,192.36198233113112
2005-03,187.95244989162356
2005-04,182.2223085569866
2005-05,183.69888366778122
2005-06,189.81784304774774
2005-07,199.95412016061815
2005-08,205.2092226300331
2005-09,211.4831611105342
2005-10,199.129466323101
2005-11,204.4352462719766
2005-12,213.81393677625815
2006-01,233.6164065397146
2006-02,238.63206767805355
2006-03,250.50927914475886
2006-04,266.9302291212686
2006-05,254.93999622418457
2006-06,250.6412833183406
2006-07,249.176876083299
2006-08,256.3259515020431
2006-09,260.6423516094346
2006-10,275.68096209094125
2006-11,294.07677285690403
2006-12,307.32631781583297
2007-01,313.9518654033002
2007-02,316.18400439511964
2007-03,331.94520998196106
2007-04,351.73358874764153
2007-05,358.52549348902505
2007-06,356.44007203905926
2007-07,354.56467614230456
2007-08,337.62010886052286
2007-09,343.68795135427683
2007-10,368.72527770816384
2007-11,337.8566615198408
2007-12,328.899849043372
2008-01,291.62342039245857
2008-02,307.21690107651085
2008-03,305.81089126167615
2008-04,314.0423776819948
2008-05,317.80391385193485
2008-06,289.38955746058326
2008-07,274.8217814593722
2008-08,264.8399749625742
2008-09,212.2477319742926
2008-10,150.21800731052164
2008-11,136.76767263372378
2008-12,145.32603162922996
2009-01,134.9905331762861
2009-02,125.70363605365537
2009-03,136.0037733659068
2009-04,164.49702294765683
2009-05,189.35844431431525
2009-06,189.33701670770193
2009-07,208.2683098724299
2009-08,227.32410610492204
2009-09,243.8047431487097
2009-10,241.31126679427524
2009-11,244.55371932349178
2009-12,248.63676984521848
2010-01,243.5211253385301
2010-02,237.28551905973265
2010-03,257.056593358691
2010-04,260.497582999119
2010-05,222.86734307168456
2010-06,221.1472266614268
2010-07,246.67224972911512
2010-08,238.8365048778175
2010-09,272.4079973151249
2010-10,287.1560620730451
2010-11,271.89426693799277
2010-12,304.9141902667426
2011-01,306.9306698288359
2011-02,312.1186096490681
2011-03,318.1882569311981
2011-04,340.0477144872456
2011-05,330.278067811849
2011-06,319.19457600176275
2011-07,310.269633544393
2011-08,280.12677516777387
2011-09,239.78553557132236
2011-10,268.8888309706032
2011-11,251.49664078957204
2011-12,243.07726208777353
2012-01,267.5171120045001
2012-02,288.9237652651282
2012-03,286.29132160406016
2012-04,286.00254003109035
2012-05,248.50801225564513
2012-06,258.2702097011896
2012-07,261.3259053957776
2012-08,271.7895939938639
2012-09,286.5865117483271
2012-10,292.325099570131
2012-11,295.3705850199385
2012-12,308.66077854285004
2013-01,326.4354570396782
2013-02,327.47580741235487
2013-03,326.4085742428032
2013-04,334.3906547726377
2013-05,334.21581685380335
2013-06,317.5838531701962
2013-07,342.6108648520391
2013-08,344.12345599552935
2013-09,371.84320754789013
2013-10,388.11924213715895
2013-11,391.4322956558408
2013-12,402.83990687560777
2014-01,394.81349907172626
2014-02,427.9997990221592
2014-03,424.6249365020784
2014-04,422.71079339197416
2014-05,425.95735763687594
2014-06,423.9549404555995
2014-07,409.36366456342137
2014-08,409.51961619233606
2014-09,383.92740086192765
2014-10,377.3787582089566
2014-11,380.42534284932657
2014-12,375.9697886223425
2015-01,371.7457297758301
2015-02,400.37766745897505
2015-03,391.4113872358405
2015-04,413.91449226145767
2015-05,418.0129417118523
2015-06,407.961337210926
2015-07,413.6075501977193
2015-08,393.73804210075076
2015-09,380.85410151211585
2015-10,402.52988605975776
2015-11,400.4898095597513
2015-12,403.2480204229237
2016-01,368.92823791181365
2016-02,370.0290633824278
2016-03,402.60469478483583
2016-04,408.26019209836375
2016-05,411.2851205136937
2016-06,381.00331201919215
2016-07,405.75089597036936
2016-08,409.0545867883832
2016-09,416.7677881059763
2016-10,396.94161510523156
2016-11,389.49164795475286
2016-12,402.5840524906365
2017-01,416.353289051905
2017-02,424.08844618260787
2017-03,436.83725091856326
2017-04,460.573694
2017-05,477.563805
2017-06,475.509938
2017-07,494.691595
2017-08,496.580508
2017-09,513.447163
2017-10,518.358309
2017-11,522.213361
2017-12,538.754903
2018-01,568.386471
2018-02,542.411345
2018-03,535.598349
2018-04,545.8452327202211
2018-05,538.8162879065627
2018-06,531.0671408087063
2018-07,538.1489169639842
2018-08,533.4408565842837
2018-09,524.6152516122663
2018-10,473.72814239305256
2018-11,462.97256751124485
2018-12,437.7026124864563
2019-01,478.1478370522486
2019-02,491.2368646680063
2019-03,491.43654661817567
2019-04,510.8513132381645
2019-05,481.18322413773177
2019-06,505.4040758506742
2019-07,497.4985393310344
2019-08,481.9087236187518
2019-09,493.6534104455903
2019-10,514.1306565080055
2019-11,528.761609927196
2019-12,558.1165403860717
2020-01,543.0719455928765
2020-02,494.6849872544038
2020-03,386.5850862650234
2020-04,435.1146278215484
2020-05,465.08202783395615
2020-06,477.11707763208045
2020-07,506.2600895016656
2020-08,542.9684224605658
2020-09,527.476883
2020-10,506.90529640808035
2020-11,593.7816560881181
2020-12,640.5994305622879
2021-01,639.2165110087333
2021-02,661.7035922335389
2021-03,672.2186308475088
2021-04,713.0321060731379
2021-05,734.413175086912
2021-06,715.0123216602773
2021-07,733.1752598884718
2021-08,754.5374560110963
2021-09,714.26950007439
2021-10,740.492207851246
