Date,EASEA INDEX (EAFE ex JAPAN) SMALL CAP
2021-11,700.2228008231276
2021-12,737.6357340612973
2022-01,678.2774406581947
2022-02,662.4333500995901
2022-03,670.9837231132327
2022-04,626.6065447143169
2022-05,618.5538459456913
2022-06,535.7197439125401
2022-07,574.7028054364362
2022-08,543.0494698413878
2022-09,470.37793484210425
2022-10,500.0479753147891
2022-11,551.5794833428993
2022-12,553.3066903469247
2023-01,603.6603010629408
2023-02,592.8227298690141
2023-03,582.7325979251093
2023-04,597.932190982114
2023-05,566.3608326127471
2023-06,584.4374578563127
2023-07,611.3197218369011
