Date,ACWI ex JAPAN SMALL CAP
2007-05,1000.0
2007-06,992.5101652116115
2007-07,968.7654869377956
2007-08,953.5358250794005
2007-09,986.1307905979352
2007-10,1032.7040378790693
2007-11,954.4630281155246
2007-12,944.8163564581774
2008-01,862.1650691399402
2008-02,872.8440295590837
2008-03,857.7060900702523
2008-04,897.0585726485859
2008-05,923.9336983647042
2008-06,843.0089763402956
2008-07,828.9139640621322
2008-08,825.224956206889
2008-09,706.0567471556581
2008-10,531.4040792238967
2008-11,478.7383910534788
2008-12,509.7015846896547
2009-01,469.6220362013152
2009-02,426.17007335059094
2009-03,467.3588570398629
2009-04,555.7470698159453
2009-05,611.7744748322659
2009-06,613.3492815164185
2009-07,675.7181100155555
2009-08,712.5577419121377
2009-09,762.312877697784
2009-10,736.7024438396747
2009-11,761.6281544428314
2009-12,803.8454811853683
2010-01,779.3860442379975
2010-02,795.5492145534407
2010-03,860.793515084983
2010-04,893.3806978400995
2010-05,804.1607748871301
2010-06,769.0592797288388
2010-07,833.5243304476934
2010-08,798.7518420699829
2010-09,897.4209040579368
2010-10,937.2869588436187
2010-11,937.1285280300032
2010-12,1020.02172733974
2011-01,1023.3746229231866
2011-02,1054.4320822196428
2011-03,1078.407436674659
2011-04,1123.6006160974316
2011-05,1098.4921376186103
2011-06,1068.8890207188988
2011-07,1043.2210136617466
2011-08,948.7699447841028
2011-09,825.025590857481
2011-10,936.2160211340665
2011-11,907.4001982001735
2011-12,897.0048279551207
2012-01,971.4757375371601
2012-02,1024.1650468178411
2012-03,1026.7301955391572
2012-04,1018.7190192233991
2012-05,927.1228223804983
2012-06,959.1990026586914
2012-07,959.2020292757584
2012-08,993.3862852997319
2012-09,1032.0959616868502
2012-10,1026.6164341306167
2012-11,1037.9338500937417
2012-12,1072.8418094190977
2013-01,1133.296720999095
2013-02,1140.2275013611702
2013-03,1169.8386259542383
2013-04,1178.9018998709964
2013-05,1200.0150291965158
2013-06,1162.0355699110057
2013-07,1234.580920044856
2013-08,1208.1863784599386
2013-09,1285.7162479746173
2013-10,1330.714190122989
2013-11,1353.0889629681237
2013-12,1382.868217185799
2014-01,1353.7522259075179
2014-02,1433.5598015624648
2014-03,1429.9425535571497
2014-04,1409.4055852309064
2014-05,1425.1478180772467
2014-06,1473.2377221495528
2014-07,1414.8741916629347
2014-08,1462.8907663318246
2014-09,1379.6466074802938
2014-10,1403.6891788210412
2014-11,1408.9027190844024
2014-12,1410.5569154461693
2015-01,1382.9125398012939
2015-02,1465.59710594562
2015-03,1465.2511554986268
2015-04,1490.8079640866795
2015-05,1510.868799278847
2015-06,1486.2572918656701
2015-07,1466.4028801337977
2015-08,1378.2891203875163
2015-09,1324.8092550583224
2015-10,1399.685584865791
2015-11,1409.2586747488117
2015-12,1372.5230363947665
2016-01,1263.409236634642
2016-02,1273.2063190073545
2016-03,1385.9638265270112
2016-04,1413.8641772783446
2016-05,1424.9583644483182
2016-06,1403.1413676243324
2016-07,1478.600945706031
2016-08,1490.5124130788704
2016-09,1505.6525795884577
2016-10,1445.097405557526
2016-11,1505.9453077332826
2016-12,1538.4159661887022
2017-01,1575.2779547262444
2017-02,1612.6243744828128
2017-03,1629.8422655438533
2017-04,1661.456784
2017-05,1666.185186
2017-06,1691.737671
2017-07,1731.997699
2017-08,1731.281304
2017-09,1796.024989
2017-10,1822.354525
2017-11,1858.208276
2017-12,1891.191559
2018-01,1961.93811
2018-02,1876.24809
2018-03,1876.157136
2018-04,1892.7430039695946
2018-05,1938.7004932238458
2018-06,1925.0511362721813
2018-07,1953.4328946100427
2018-08,1993.9506010197981
2018-09,1954.8265538485782
2018-10,1758.7760465800088
2018-11,1774.1189121956393
2018-12,1622.881341
2019-01,1790.6028740054708
2019-02,1858.58602457881
2019-03,1847.734564922877
2019-04,1904.358341755253
2019-05,1777.8724700111761
2019-06,1884.519254909058
2019-07,1889.339219837156
2019-08,1816.0572120770962
2019-09,1849.7513046371241
2019-10,1897.002036
2019-11,1955.940980218596
2019-12,2033.7323610801955
2020-01,1975.862530946946
2020-02,1805.5436713377167
2020-03,1394.7451683609902
2020-04,1597.5072095407959
2020-05,1700.5024664466296
2020-06,1764.8559245339247
2020-07,1859.2177911770482
2020-08,1956.8554408321315
2020-09,1900.980569
2020-10,1905.4075723298158
2020-11,2216.6039621070045
2020-12,2388.5436372791396
2021-01,2439.2645962901784
2021-02,2575.650807782323
2021-03,2623.983399513238
2021-04,2746.331546807313
2021-05,2779.434680992591
2021-06,2790.703242266368
2021-07,2768.7942367658266
2021-08,2830.4882376988253
2021-09,2734.6381152574427
2021-10,2841.9856659979796
2021-11,2714.0770798610174
2021-12,2821.315246877576
2022-01,2613.436045198401
2022-02,2606.2474351166525
2022-03,2647.496246094865
2022-04,2449.910899023595
2022-05,2437.7163348269655
2022-06,2180.160691665176
2022-07,2369.303641677862
2022-08,2306.4227449882414
2022-09,2063.4165841792646
2022-10,2224.3551525270304
2022-11,2364.145309713946
2022-12,2275.34678225651
2023-01,2489.218788439472
2023-02,2438.3040850981683
2023-03,2372.2827889319788
2023-04,2370.2536275181214
2023-05,2314.791546243761
2023-06,2464.7639562500244
2023-07,2593.921468457813
