Date,EFM ASIA SMALL CAP
2010-11,1000.0
2010-12,1050.0346823919092
2011-01,1025.6892608653804
2011-02,967.7510489214559
2011-03,1015.6508694654626
2011-04,1054.9913661749285
2011-05,1026.1778393182494
2011-06,1004.9713842403659
2011-07,1038.0374165554772
2011-08,916.6899277038052
2011-09,775.6033772676786
2011-10,844.8450758976628
2011-11,769.460228672057
2011-12,761.0793295061361
2012-01,833.8732211348665
2012-02,909.3053284909081
2012-03,872.7118237700972
2012-04,853.6681489460016
2012-05,789.1685360405701
2012-06,803.4965839503963
2012-07,795.6511869033967
2012-08,812.319919806336
2012-09,867.3755618330168
2012-10,852.5470324484172
2012-11,874.9821978429575
2012-12,907.9472015381095
2013-01,935.7315854806701
2013-02,950.7493171386703
2013-03,955.6721341760514
2013-04,981.0876243253133
2013-05,999.5591641383758
2013-06,909.081532966283
2013-07,915.3832309532186
2013-08,888.2164485455568
2013-09,938.8535085436954
2013-10,973.15922514858
2013-11,963.7100657395935
2013-12,964.9651023230622
2014-01,956.9283208826055
2014-02,995.1943272585239
2014-03,1011.3407661380236
2014-04,1010.797681802907
2014-05,1043.809648980107
2014-06,1065.5384639856236
2014-07,1079.9180081672193
2014-08,1102.3821154830102
2014-09,1070.1470519462932
2014-10,1045.9724041385841
2014-11,1028.3346862021695
2014-12,1014.3199631075618
2015-01,1038.3575419770702
2015-02,1060.8016219977749
2015-03,1077.5154510932005
2015-04,1180.5445052131367
2015-05,1199.1293371701965
2015-06,1140.3361659736436
2015-07,1045.4003652103308
2015-08,943.540646739918
2015-09,952.3610821096449
2015-10,1009.4478222650002
2015-11,992.2066210168032
2015-12,999.9999339491728
2016-01,920.0905452344127
2016-02,904.684832293412
2016-03,983.1071540691627
2016-04,989.4689703003027
2016-05,967.3710299378432
2016-06,984.9132913655998
2016-07,1020.0553405670078
2016-08,1044.7818468649427
2016-09,1056.4373176214401
2016-10,1027.460774647307
2016-11,990.1114522454855
2016-12,980.854431257832
2017-01,1023.6397889370244
2017-02,1079.1940498580168
2017-03,1114.3770490571103
2017-04,1125.810963
2017-05,1138.258213
2017-06,1147.701517
2017-07,1180.904195
2017-08,1196.812639
2017-09,1199.667691
2017-10,1259.258875
2017-11,1292.839172
2017-12,1327.428715
2018-01,1398.80402
2018-02,1331.937269
2018-03,1318.872919
2018-04,1323.6382768334413
2018-05,1323.5176022880128
2018-06,1234.2743042846082
2018-07,1236.5408715661147
2018-08,1233.128055072667
2018-09,1177.7909387577884
2018-10,1030.265217804666
2018-11,1095.8645266956737
2018-12,1077.7045089148512
2019-01,1114.952597169074
2019-02,1138.6507201053764
2019-03,1163.5418527766185
2019-04,1158.808505200842
2019-05,1093.702380061611
2019-06,1125.1420067533352
2019-07,1091.2839905464646
2019-08,1044.8775180897323
2019-09,1065.0585343090495
2019-10,1105.017425
2019-11,1095.55704343868
2019-12,1143.2174438678296
2020-01,1092.8764828371106
2020-02,1041.6545743951417
2020-03,844.3898479195659
2020-04,969.9893364210526
2020-05,990.6403363644688
2020-06,1077.669280703395
2020-07,1179.9429611087808
2020-08,1246.7677407864717
2020-09,1229.2122296493437
2020-10,1234.764863318773
2020-11,1386.2756512244734
2020-12,1486.5513134835041
2021-01,1493.823638070825
2021-02,1603.9902417422234
2021-03,1622.1061735189812
2021-04,1719.132154935648
2021-05,1744.5560263453624
2021-06,1795.6809619245787
2021-07,1778.2971553411103
2021-08,1798.4805720847412
2021-09,1782.5177926105002
2021-10,1803.5478482611293
2021-11,1770.7173074191655
2021-12,1839.8658177697105
2022-01,1716.5279890483118
2022-02,1682.570543418607
2022-03,1702.8049896991674
2022-04,1618.6197335750742
2022-05,1581.7367882810868
2022-06,1429.3029376051672
2022-07,1462.0763852418402
2022-08,1496.1616404411366
2022-09,1330.100634731059
2022-10,1297.7824338086782
2022-11,1449.5065239831604
2022-12,1431.2527979213523
2023-01,1521.0493230511227
2023-02,1479.7854853690253
2023-03,1497.3033254567533
2023-04,1499.6252905439665
2023-05,1517.8400028842161
2023-06,1575.3326803348625
2023-07,1677.8257810578425
