Date,EFM EUROPE + CIS (E+C) SMALL CAP
2010-11,1000.0
2010-12,1080.4869787803207
2011-01,1090.1777331433443
2011-02,1086.7207012676922
2011-03,1153.6377217754484
2011-04,1237.6390891201115
2011-05,1118.1861345917628
2011-06,1088.6927575196007
2011-07,1030.5410328237913
2011-08,856.9817556940857
2011-09,737.4891091956985
2011-10,802.8186510718659
2011-11,719.6860846996427
2011-12,659.5136675942784
2012-01,760.7045763252968
2012-02,822.9299136300257
2012-03,825.1716237472832
2012-04,821.8809430455883
2012-05,683.9723547347265
2012-06,744.6205793793977
2012-07,756.1689624952451
2012-08,760.0108455960468
2012-09,797.5467708684056
2012-10,807.4681525822239
2012-11,827.8307726454744
2012-12,886.5513037772813
2013-01,925.0235236230434
2013-02,899.0400647411042
2013-03,896.446276021921
2013-04,907.8700088543959
2013-05,898.3916873987584
2013-06,816.8810949990805
2013-07,838.0321007114337
2013-08,773.2588864433984
2013-09,845.2065132813641
2013-10,896.5284228561501
2013-11,906.6920478933065
2013-12,853.0744660395624
2014-01,798.8040283856177
2014-02,849.7441462862131
2014-03,843.513936032924
2014-04,865.9222139037427
2014-05,879.6940492518312
2014-06,888.5689092461133
2014-07,853.7809460465461
2014-08,843.800971515607
2014-09,789.8477284909973
2014-10,774.6770611857631
2014-11,774.272506753964
2014-12,689.4876795093272
2015-01,685.2124621115848
2015-02,721.646297009032
2015-03,677.3777480376297
2015-04,730.8017900286517
2015-05,712.2781799689973
2015-06,684.8599953115054
2015-07,679.1731565056228
2015-08,627.7793947986677
2015-09,626.108402818584
2015-10,655.2941318893372
2015-11,622.489756434516
2015-12,612.458890758293
2016-01,577.1687847775811
2016-02,594.409585929887
2016-03,676.8011997225954
2016-04,696.3699397382034
2016-05,664.7856435046398
2016-06,658.4700718951638
2016-07,678.500658856123
2016-08,716.9400729114082
2016-09,739.3152651581895
2016-10,750.6908193746802
2016-11,725.0780644058383
2016-12,757.9376181796181
2017-01,807.9515366463927
2017-02,826.2162384918162
2017-03,838.9952228454757
2017-04,876.200504
2017-05,915.265421
2017-06,949.287386
2017-07,1003.498425
2017-08,1030.57667
2017-09,1002.190014
2017-10,990.745895
2017-11,954.656669
2017-12,1006.290244
2018-01,1078.390434
2018-02,1026.979071
2018-03,1008.503996
2018-04,960.1219434841516
2018-05,891.0058994133125
2018-06,856.166889755292
2018-07,853.5709886300303
2018-08,774.121911612709
2018-09,782.2568046208661
2018-10,729.2311510902177
2018-11,763.4653308087454
2018-12,734.310097
2019-01,796.6762273806079
2019-02,825.2406705777178
2019-03,785.6109007955341
2019-04,803.101793651292
2019-05,809.1729275362536
2019-06,878.546074869329
2019-07,888.9409562982968
2019-08,845.9284511733526
2019-09,852.6911649702839
2019-10,862.8367568912493
2019-11,889.8602295443311
2019-12,933.5245556140858
2020-01,945.9907790247443
2020-02,809.6717592713494
2020-03,644.0869579611548
2020-04,720.9448877486044
2020-05,773.3147753689412
2020-06,829.2729819026974
2020-07,855.1984986924123
2020-08,864.6482903316411
2020-09,840.8756975970866
2020-10,764.4866672283104
2020-11,965.9083196462777
2020-12,1088.7521059789906
2021-01,1124.145453570832
2021-02,1184.404726232205
2021-03,1139.6895807316832
2021-04,1211.3128838951152
2021-05,1248.0433738103447
2021-06,1196.4665126185637
2021-07,1210.9661719725318
2021-08,1269.3980335784422
2021-09,1203.3782654259928
2021-10,1261.9542734789331
2021-11,1130.2721830922835
2021-12,1153.4829644374718
2022-01,1152.0409415394397
2022-02,987.1103003245532
2022-03,952.1504614197302
2022-04,944.1255814841661
2022-05,933.4447444736844
2022-06,867.14312580748
2022-07,871.5072301493364
2022-08,889.7155197485937
2022-09,816.6446556084734
2022-10,921.9376809902318
2022-11,1086.400014086645
2022-12,1175.424459319374
2023-01,1178.972161569534
2023-02,1199.0026848182279
2023-03,1136.4474996347212
2023-04,1168.539173216588
2023-05,1153.4653455452653
2023-06,1173.6306847386259
2023-07,1352.2560610172002
