Date,FM ex GCC SMALL CAP
2010-11,1000.0
2010-12,1004.288775366881
2011-01,981.6599649527839
2011-02,856.9716773297209
2011-03,865.962605890956
2011-04,864.9275110146841
2011-05,836.1978356686006
2011-06,840.9789226959629
2011-07,828.7420228076331
2011-08,783.6689647422686
2011-09,715.6463050257623
2011-10,682.7732297455036
2011-11,662.7497014282532
2011-12,640.1086741499616
2012-01,590.8966070287307
2012-02,641.8685539522675
2012-03,653.4828814145257
2012-04,675.4917372772685
2012-05,628.3352100094498
2012-06,608.750138619702
2012-07,593.0260878036582
2012-08,605.5866438950626
2012-09,642.0597134061021
2012-10,637.6105292755419
2012-11,626.9712931386467
2012-12,655.0146994344076
2013-01,716.2707461603482
2013-02,700.5808711569294
2013-03,700.3484906898459
2013-04,677.2202625461745
2013-05,743.7452458987901
2013-06,731.6579763420626
2013-07,731.5868013050891
2013-08,708.4387978704209
2013-09,717.4919707805133
2013-10,747.5335830130408
2013-11,798.0352677895837
2013-12,825.5583158993066
2014-01,848.1793310597951
2014-02,850.7386414165454
2014-03,835.3344496793467
2014-04,857.1929927051448
2014-05,872.2877272763636
2014-06,902.7109667973641
2014-07,911.8193142297321
2014-08,910.8445815729507
2014-09,934.9663445842108
2014-10,912.849980154149
2014-11,879.9752045430221
2014-12,845.1371064987486
2015-01,825.1154996172102
2015-02,830.4307489137587
2015-03,814.1962375959168
2015-04,823.9882736569176
2015-05,839.6182493765816
2015-06,837.6816304589207
2015-07,839.9481750946337
2015-08,811.5668733463311
2015-09,793.5825023324342
2015-10,807.0328345602824
2015-11,776.4674578489285
2015-12,780.0865454357579
2016-01,759.201491428789
2016-02,752.7784163748054
2016-03,767.694863737889
2016-04,777.1149081676714
2016-05,806.3233041874839
2016-06,808.8820881067842
2016-07,823.7227196170968
2016-08,818.1376578548252
2016-09,853.9609611686047
2016-10,851.9265130374374
2016-11,860.646161822752
2016-12,885.7074944585385
2017-01,952.2724721218566
2017-02,967.9295129371328
2017-03,996.9294743267086
2017-04,995.013342
2017-05,1020.150391
2017-06,1051.978721
2017-07,1073.99849
2017-08,1083.567685
2017-09,1087.293138
2017-10,1092.686175
2017-11,1126.111407
2017-12,1139.791581
2018-01,1185.120476
2018-02,1141.146298
2018-03,1129.98874
2018-04,1108.3549091552077
2018-05,1023.7200064195388
2018-06,1012.0888645593847
2018-07,1002.7877953498407
2018-08,1003.7286392387213
2018-09,966.8088245618065
2018-10,924.8018411124995
2018-11,918.4134144478234
2018-12,917.0488421503896
2019-01,951.9991206090009
2019-02,941.7769752340603
2019-03,896.8495318449937
2019-04,873.5162203997648
2019-05,871.5016251552548
2019-06,891.143182067635
2019-07,883.6198864318613
2019-08,866.1507610326016
2019-09,860.4311288513522
2019-10,858.4717570967733
2019-11,869.3446395514104
2019-12,875.2178341524784
2020-01,879.7799604390838
2020-02,831.1161464558411
2020-03,672.714227596699
2020-04,715.2646956972592
2020-05,749.8604104222924
2020-06,752.0465522787044
2020-07,762.2205798058575
2020-08,825.009023559062
2020-09,834.7511718044203
2020-10,828.9100006033818
2020-11,887.8958746475296
2020-12,971.2042671303152
2021-01,1007.3926449444123
2021-02,1014.2369670215313
2021-03,1027.2438279434457
2021-04,1066.7141384532567
2021-05,1142.709329691994
2021-06,1176.0993347139079
2021-07,1177.996473895214
2021-08,1254.7612736060623
2021-09,1277.6470667360975
2021-10,1343.2191749194978
2021-11,1367.8110019675776
2021-12,1398.4663830741852
2022-01,1363.2241514026637
2022-02,1379.5935588395332
2022-03,1390.064439188599
2022-04,1318.1185253098286
2022-05,1245.4333655195376
2022-06,1155.3452554310259
2022-07,1143.8476748462115
2022-08,1175.156745195916
2022-09,1064.765849939742
2022-10,1014.8943569650434
2022-11,1035.5873395014412
2022-12,1041.32870812593
2023-01,1077.6785436471139
2023-02,1051.0964519477907
2023-03,1070.4291132814667
2023-04,1100.8030183807234
2023-05,1103.6042492526838
2023-06,1125.7094861208925
2023-07,1207.8523185194044
