Date,ACWI SMALL CAP
1994-05,294.4607918117287
1994-06,297.91020635172214
1994-07,299.88949218503063
1994-08,307.8908397849109
1994-09,303.8903007101914
1994-10,306.1971831394334
1994-11,289.18177362475103
1994-12,293.5345378786372
1995-01,285.66161437251225
1995-02,286.3000552785447
1995-03,295.31882326189213
1995-04,300.20211855951607
1995-05,298.8234239980528
1995-06,301.8484095082114
1995-07,317.7529811542652
1995-08,315.3621171116274
1995-09,318.29228784887135
1995-10,307.4819806094788
1995-11,313.51940552517635
1995-12,323.8284195569327
1996-01,327.8371490094472
1996-02,334.27589005863194
1996-03,340.8627693379064
1996-04,359.6001008361198
1996-05,362.4356526791886
1996-06,357.57174008684655
1996-07,336.76590481077545
1996-08,344.69390724259426
1996-09,349.969291697418
1996-10,345.6419092203777
1996-11,351.8138216916555
1996-12,349.32914777560785
1997-01,350.5217920519219
1997-02,350.2776212540251
1997-03,339.0298130958249
1997-04,333.1555619854598
1997-05,360.38993488757444
1997-06,372.91252453845755
1997-07,376.18157876658233
1997-08,369.4034085444412
1997-09,382.12185886900346
1997-10,363.9275310007457
1997-11,349.0142707419368
1997-12,344.1300189996649
1998-01,347.9853094629824
1998-02,375.135848264387
1998-03,390.31714127403353
1998-04,393.94094886417406
1998-05,382.6197102215579
1998-06,373.33890707895887
1998-07,358.4494258299703
1998-08,300.1644974901418
1998-09,305.19308446682476
1998-10,321.45632019889274
1998-11,338.84729254538746
1998-12,351.68047247728083
1999-01,353.60545150630423
1999-02,339.06223839734696
1999-03,351.87555038025795
1999-04,379.06559802259375
1999-05,377.06952974646777
1999-06,401.0898877434747
1999-07,406.0884358312582
1999-08,407.32648359015815
1999-09,409.7726017024552
1999-10,411.5875739754083
1999-11,428.34311800946875
1999-12,455.8972029536897
2000-01,455.0191590871974
2000-02,491.1031173301361
2000-03,488.8641772514023
2000-04,448.262007229141
2000-05,435.12889724680696
2000-06,466.62389898975005
2000-07,446.9156358656344
2000-08,468.5354817248728
2000-09,448.216403392743
2000-10,419.55628790942404
2000-11,391.5897773760369
2000-12,409.0408621587711
2001-01,426.99462262260937
2001-02,402.93368762083406
2001-03,375.10406640198084
2001-04,400.8195990040825
2001-05,408.59822705931856
2001-06,405.0989080865106
2001-07,389.0178783170986
2001-08,383.53716602011366
2001-09,334.34430110504314
2001-10,351.3963091009166
2001-11,371.2798384157674
2001-12,382.204286962587
2002-01,378.7835722828862
2002-02,376.9435101486845
2002-03,402.51095248822867
2002-04,409.1188342657355
2002-05,409.8092083424951
2002-06,386.7152121844538
2002-07,348.37819812104254
2002-08,347.94020010641145
2002-09,318.9682432635162
2002-10,327.03591361615565
2002-11,347.72477661360574
2002-12,337.4391272889825
2003-01,331.23709993184144
2003-02,325.03325494174345
2003-03,325.4724015016459
2003-04,355.34862935516946
2003-05,388.55217374860484
2003-06,399.689814528974
2003-07,416.0049233046839
2003-08,436.1085909110914
2003-09,442.69051329422746
2003-10,476.8415858545766
2003-11,487.99316417058384
2003-12,508.4336444291119
2004-01,526.9351535725544
2004-02,540.015646452395
2004-03,551.2773157470413
2004-04,528.5667385807618
2004-05,531.0319480395528
2004-06,551.0747417124702
2004-07,525.0737119221844
2004-08,526.6132082356789
2004-09,545.9997439556436
2004-10,559.6451164448853
2004-11,602.638153245452
2004-12,629.3544864051017
2005-01,623.3915960288427
2005-02,645.7235158439486
2005-03,630.5849713601441
2005-04,607.696552079773
2005-05,627.4700371213617
2005-06,645.8063694635263
2005-07,677.4279187435092
2005-08,681.0439154166887
2005-09,697.387568254649
2005-10,673.3428660124339
2005-11,702.7751081258162
2005-12,726.929129022082
2006-01,780.5934445090074
2006-02,778.3088644277888
2006-03,809.1737317590087
2006-04,832.6290210375378
2006-05,790.6804331729358
2006-06,780.062150338252
2006-07,765.0616997838117
2006-08,785.2481004512998
2006-09,791.4039915095144
2006-10,827.6118887455556
2006-11,863.5482811102239
2006-12,879.4424903768887
2007-01,897.169981502321
2007-02,906.5884490668935
2007-03,930.0763500827825
2007-04,965.6289173040603
2007-05,1000.0
2007-06,993.1548307447215
2007-07,971.1344339834482
2007-08,953.2293147958824
2007-09,982.938375045844
2007-10,1026.317850970051
2007-11,953.3437395776705
2007-12,939.4815893617925
2008-01,861.1103751510703
2008-02,871.3456480111568
2008-03,857.7856199603465
2008-04,894.3512303751688
2008-05,921.0908335465382
2008-06,842.7187392186861
2008-07,827.3036444797065
2008-08,820.4408065767725
2008-09,705.5761444097409
2008-10,540.9395909350606
2008-11,496.12328952679576
2008-12,529.0671056505779
2009-01,489.33223773005693
2009-02,441.4383362308262
2009-03,480.4596267591911
2009-04,562.9298130500073
2009-05,621.0617011313789
2009-06,626.97056690531
2009-07,684.9738191598601
2009-08,722.433804129119
2009-09,766.8471234094366
2009-10,740.823100538063
2009-11,760.4974103236326
2009-12,797.1667032409435
2010-01,776.6898806923399
2010-02,792.6669007894012
2010-03,854.9002677546208
2010-04,886.4141952951533
2010-05,800.3728798367877
2010-06,768.9662105504894
2010-07,828.1111270491857
2010-08,795.1102084500097
2010-09,887.2686505980192
2010-10,922.656647150052
2010-11,923.9998258041898
2010-12,1006.6896815349288
2011-01,1010.7285348940186
2011-02,1042.2560295491678
2011-03,1058.3653735690368
2011-04,1099.303369290023
2011-05,1075.358646482203
2011-06,1051.9291384934645
2011-07,1032.607704274537
2011-08,943.8084293185359
2011-09,832.6944185750876
2011-10,929.2360902769509
2011-11,900.9585786142582
2011-12,892.9537063158116
2012-01,963.4336102793019
2012-02,1011.7573516793082
2012-03,1016.5200343619001
2012-04,1007.9578233903561
2012-05,917.9715379157362
2012-06,950.442578671672
2012-07,949.0185179605926
2012-08,979.1077637872181
2012-09,1016.246702065914
2012-10,1009.3556583713643
2012-11,1020.1079261582764
2012-12,1054.1924866084312
2013-01,1111.8387653568027
2013-02,1121.3243619850223
2013-03,1155.9149816643023
2013-04,1171.101487574537
2013-05,1180.9443790192288
2013-06,1146.6671319642198
2013-07,1213.310120091012
2013-08,1188.2260664370608
2013-09,1269.8201120771753
2013-10,1309.590997634421
2013-11,1328.7922489661262
2013-12,1356.3541226013458
2014-01,1330.007265500889
2014-02,1398.5685411535796
2014-03,1395.646702597421
2014-04,1375.1092787166672
2014-05,1392.9743581918879
2014-06,1444.4956354004216
2014-07,1393.146410066844
2014-08,1435.0173053915767
2014-09,1356.4299358041899
2014-10,1374.5061183344694
2014-11,1377.7876005734067
2014-12,1380.5583518657754
2015-01,1360.1739601896777
2015-02,1438.4248351433296
2015-03,1440.73650521871
2015-04,1466.0379510346268
2015-05,1485.5395117872165
2015-06,1465.8242352733791
2015-07,1447.6433120327881
2015-08,1364.4515894672331
2015-09,1311.897007228954
2015-10,1387.4129156287336
2015-11,1397.7507637065185
2015-12,1366.2313054770264
2016-01,1259.9168156247233
2016-02,1267.194220732876
2016-03,1375.8509022552541
2016-04,1406.9436127355464
2016-05,1416.829263214363
2016-06,1396.5812063945914
2016-07,1471.6734483539394
2016-08,1476.5023705231235
2016-09,1498.2773238223592
2016-10,1446.7193260426382
2016-11,1492.956871495564
2016-12,1524.6014394818924
2017-01,1563.3530791631167
2017-02,1601.5830641002465
2017-03,1616.6040696492353
2017-04,1647.576051
2017-05,1658.120475
2017-06,1682.484952
2017-07,1723.047018
2017-08,1725.86361
2017-09,1786.33254
2017-10,1816.290428
2017-11,1855.10575
2017-12,1887.558228
2018-01,1959.226099
2018-02,1880.627386
2018-03,1878.692408
2018-04,1893.68693754672
2018-05,1933.8868471604908
2018-06,1915.1227137679573
2018-07,1938.4177996422638
2018-08,1972.90240546587
2018-09,1941.2185295579434
2018-10,1747.7243642970782
2018-11,1766.5337247070095
2018-12,1615.914677
2019-01,1774.145088270959
2019-02,1836.4099552337482
2019-03,1827.6550391258493
2019-04,1879.4293401807922
2019-05,1759.6433866326527
2019-06,1858.4803601015185
2019-07,1865.2259491771456
2019-08,1798.5938644071202
2019-09,1835.427358137539
2019-10,1888.06622
2019-11,1941.8916998611492
2019-12,2014.2833999357551
2020-01,1955.8295331583013
2020-02,1780.3169553973657
2020-03,1406.1139846094688
2020-04,1595.743727290908
2020-05,1700.8724680769749
2020-06,1755.525593049856
2020-07,1834.0145389903485
2020-08,1935.377860707797
2020-09,1894.495094
2020-10,1893.1103204637323
2020-11,2181.6058978776005
2020-12,2343.1554035670406
2021-01,2386.2880119532583
2021-02,2507.9983357735223
2021-03,2559.333262241414
2021-04,2664.8137431956043
2021-05,2692.480034792277
2021-06,2704.7939149613003
2021-07,2684.35494952832
2021-08,2745.5704442761876
2021-09,2663.78232331372
2021-10,2749.173811435746
2021-11,2621.7713312947517
2021-12,2720.309101081645
2022-01,2524.7346350702765
2022-02,2521.9273060000855
2022-03,2550.40500297077
2022-04,2359.8984443718928
2022-05,2350.791709973594
2022-06,2114.5516821125775
2022-07,2290.677313610549
2022-08,2231.4364578986388
2022-09,2003.1205647764507
2022-10,2143.7946223494137
2022-11,2283.999572692502
2022-12,2212.4453744812126
2023-01,2408.1509571798665
2023-02,2356.6417543366665
2023-03,2306.348290370306
2023-04,2306.2382907890774
2023-05,2253.7313653259666
2023-06,2389.9137497132715
2023-07,2512.357138756071
