Date,FM ASIA INDEX SMALL CAP
2010-11,1000.0
2010-12,993.7456305772963
2011-01,906.7917131528494
2011-02,699.3699322753351
2011-03,750.1206158435498
2011-04,712.1546567826516
2011-05,667.5510437296583
2011-06,699.8535218976513
2011-07,719.6227703684153
2011-08,709.2088068003372
2011-09,670.7174002444458
2011-10,603.9583975402776
2011-11,600.5873649504089
2011-12,567.3489961522108
2012-01,476.7970494978826
2012-02,543.2766630342256
2012-03,564.7502879409617
2012-04,592.005708642587
2012-05,549.2783522465268
2012-06,527.2759999363988
2012-07,491.896383857051
2012-08,506.4254232708967
2012-09,535.6459239277768
2012-10,515.0636317151531
2012-11,493.4530081089744
2012-12,516.6743778739453
2013-01,545.3522347471214
2013-02,535.0612992230556
2013-03,513.6932583157238
2013-04,491.41807849393837
2013-05,563.0910339602885
2013-06,566.1822529940133
2013-07,546.438928470174
2013-08,534.070964316075
2013-09,519.3546659972756
2013-10,533.6999000688008
2013-11,571.4235895579043
2013-12,586.6722704599814
2014-01,648.9055037023029
2014-02,645.7683250109508
2014-03,643.8856427068635
2014-04,659.4760004209961
2014-05,652.5896473797449
2014-06,657.0645720972095
2014-07,670.7848421547656
2014-08,673.020779688266
2014-09,726.553919141855
2014-10,741.939458602238
2014-11,720.8272511283236
2014-12,730.8586768929298
2015-01,736.5190879291209
2015-02,738.6682033898112
2015-03,684.6159645443812
2015-04,678.6613956736252
2015-05,724.5459413427338
2015-06,734.4454457372802
2015-07,771.9778777851094
2015-08,743.3543578569878
2015-09,733.303423127222
2015-10,728.2116520990509
2015-11,712.5545272227868
2015-12,721.2799914478057
2016-01,700.7300484370439
2016-02,694.017469093724
2016-03,695.2737143751498
2016-04,707.8740725072921
2016-05,731.9286295217627
2016-06,749.3387234316873
2016-07,770.7621511389207
2016-08,777.3225247625749
2016-09,790.8853924943254
2016-10,770.860461619742
2016-11,794.802025243406
2016-12,826.1744148568239
2017-01,890.4318228495141
2017-02,899.1968842728057
2017-03,924.2338917531265
2017-04,900.742092
2017-05,911.01595
2017-06,954.945546
2017-07,964.963147
2017-08,967.27327
2017-09,960.446925
2017-10,939.782614
2017-11,984.030882
2017-12,982.680589
2018-01,973.137895
2018-02,928.038697
2018-03,916.371233
2018-04,902.5151551305805
2018-05,839.4271443450727
2018-06,824.00115736108
2018-07,807.5115606911503
2018-08,849.0292229388797
2018-09,827.6333545039047
2018-10,785.1296871597117
2018-11,782.8874460107859
2018-12,782.9571853124577
2019-01,813.9823151338157
2019-02,814.8082487893823
2019-03,778.6428685606807
2019-04,751.2449740556854
2019-05,756.6512763113351
2019-06,759.7206833893785
2019-07,754.7296436711775
2019-08,741.7135508927166
2019-09,724.2981008290683
2019-10,704.0475297322523
2019-11,708.3150109753389
2019-12,675.098017694483
2020-01,677.9863582917842
2020-02,663.1057700290365
2020-03,546.7808766774564
2020-04,594.3770927323392
2020-05,617.6057986864862
2020-06,615.1090092486568
2020-07,632.4245599484021
2020-08,736.157549237982
2020-09,756.7764162326133
2020-10,733.5030905908548
2020-11,780.0000724032346
2020-12,902.3081448123145
2021-01,939.4658052603411
2021-02,966.5148440348847
2021-03,992.7421578473459
2021-04,1015.9095054164427
2021-05,1113.8334104731562
2021-06,1177.7713276459576
2021-07,1160.052635917563
2021-08,1303.4268915385323
2021-09,1364.650885970896
2021-10,1445.7774021541375
2021-11,1546.1272448443885
2021-12,1564.5624522130538
2022-01,1472.1032670259851
2022-02,1539.1353073840137
2022-03,1527.9494294270598
2022-04,1394.4122122491933
2022-05,1285.9003816796308
2022-06,1161.2607074974628
2022-07,1123.026998171467
2022-08,1216.0458402235845
2022-09,1081.527323176872
2022-10,973.0401038746916
2022-11,978.0096948189423
2022-12,970.0669656240859
2023-01,995.1598091183612
2023-02,938.2670131783213
2023-03,961.4365316550065
2023-04,990.0453601050541
2023-05,1024.787163364938
2023-06,1053.920558974524
2023-07,1159.5969944702954
