Date,EFM LATIN AMERICA & CARIBBEAN SMALL CAP
2010-11,1000.0
2010-12,1057.7702617678167
2011-01,998.2834015485791
2011-02,975.8184344120953
2011-03,1010.0338085571827
2011-04,1060.1860532575313
2011-05,1039.7468777239428
2011-06,994.5009387249298
2011-07,955.9340766719763
2011-08,891.8752477250895
2011-09,708.6374396655889
2011-10,823.5108759804965
2011-11,766.6877284242272
2011-12,745.0987897994016
2012-01,852.2906544385007
2012-02,924.602311109104
2012-03,923.1463489110226
2012-04,898.3760928360465
2012-05,784.7555767065851
2012-06,812.6221131023766
2012-07,822.2523586217777
2012-08,868.2043650997103
2012-09,909.0017526638693
2012-10,919.7743189635132
2012-11,895.9189911327604
2012-12,969.1190520656207
2013-01,1024.2502370943425
2013-02,1018.9931708659068
2013-03,1004.6022500760379
2013-04,978.9944130683292
2013-05,889.991320813115
2013-06,787.5739682438972
2013-07,757.8389531214532
2013-08,729.8243219946806
2013-09,793.1952936322455
2013-10,788.4093658418091
2013-11,742.5985207687787
2013-12,739.0455338529333
2014-01,674.4754800220244
2014-02,678.9944136019958
2014-03,719.8253364962626
2014-04,725.9389083589131
2014-05,746.1142871283116
2014-06,771.5456869650174
2014-07,742.0894240757948
2014-08,781.1614804278362
2014-09,694.7533601863264
2014-10,695.9294327704856
2014-11,667.1232763143569
2014-12,609.3614462016021
2015-01,554.315422507667
2015-02,572.0310758423338
2015-03,536.7849821974717
2015-04,571.7281814968452
2015-05,541.4825259584492
2015-06,531.6990913890696
2015-07,496.5614226843541
2015-08,446.5771362903719
2015-09,427.08353912636693
2015-10,458.816818937949
2015-11,443.35143252918067
2015-12,431.6706639783476
2016-01,403.45501341867123
2016-02,421.66679810299274
2016-03,484.31376468240984
2016-04,508.59244869114013
2016-05,477.3338774212253
2016-06,520.5106776826092
2016-07,555.7085516529199
2016-08,554.5827577170937
2016-09,553.8968607453396
2016-10,601.8471558404018
2016-11,532.1767488936921
2016-12,537.9617815347715
2017-01,587.3745648181454
2017-02,618.6465365423222
2017-03,633.0426088944537
2017-04,643.305757
2017-05,629.153854
2017-06,636.703721
2017-07,695.592461
2017-08,737.662226
2017-09,755.893938
2017-10,729.05125
2017-11,708.0572
2017-12,745.301405
2018-01,807.380531
2018-02,788.480674
2018-03,772.633049
2018-04,764.933789433649
2018-05,659.1798278095279
2018-06,633.7894846652812
2018-07,682.4496423388141
2018-08,626.3187858289408
2018-09,639.0274203288324
2018-10,644.4720449185436
2018-11,645.4022435659082
2018-12,649.9487739419053
2019-01,744.5970792620088
2019-02,724.1755953138793
2019-03,701.6146266805274
2019-04,712.9770940397407
2019-05,704.3423398502888
2019-06,758.4798812476455
2019-07,791.6248503998081
2019-08,719.5633142944945
2019-09,737.0446921292223
2019-10,771.4911705187334
2019-11,756.5538600834168
2019-12,868.5023086609989
2020-01,843.7582582171709
2020-02,741.100135762993
2020-03,429.1966837679715
2020-04,467.7460708559664
2020-05,494.75697709412583
2020-06,543.1345605109404
2020-07,605.2345011586409
2020-08,588.7137155529009
2020-09,551.70593935163
2020-10,538.617475026407
2020-11,660.4607425035399
2020-12,726.9717832194304
2021-01,679.8874254263916
2021-02,672.4618811634537
2021-03,698.7398427112151
2021-04,740.5298289150371
2021-05,801.7139237143801
2021-06,830.8159261108002
2021-07,781.6243051218138
2021-08,768.9510118767702
2021-09,708.8374003963066
2021-10,638.0452907491443
2021-11,605.9214156534515
2021-12,651.7944508506291
2022-01,697.607831818124
2022-02,691.3848090937855
2022-03,789.7896976111713
2022-04,703.1865450458002
2022-05,732.447309449748
2022-06,586.6394277077644
2022-07,617.4797917325046
2022-08,653.2881271126666
2022-09,615.5089964734667
2022-10,680.9141206248207
2022-11,649.7898158878169
2022-12,639.1673542372388
2023-01,706.2643343671843
2023-02,653.3346971312786
2023-03,673.9914328678897
2023-04,689.8497888927213
2023-05,731.3976247619092
2023-06,807.000533655258
2023-07,847.5400859721182
