Date,EMU SMALL CAP
2018-12,377.6624882914825
2019-01,410.83845496588435
2019-02,420.52331681219783
2019-03,421.34663967915986
2019-04,441.40976271798024
2019-05,410.7867038149608
2019-06,439.25735493886003
2019-07,431.5034209709109
2019-08,419.6372002158607
2019-09,425.3852439716073
2019-10,445.8073939206598
2019-11,456.94228197041883
2019-12,475.4696056480096
2020-01,461.5253197742436
2020-02,425.8641606659041
2020-03,336.7556713217978
2020-04,370.1066071832638
2020-05,396.83537871380224
2020-06,412.4782671257549
2020-07,435.9399758962128
2020-08,460.99443806063067
2020-09,451.495862
2020-10,419.6332368594187
2020-11,509.54273706790264
2020-12,546.5381310847165
2021-01,551.0129343211531
2021-02,571.6290063721989
2021-03,582.8944337261992
2021-04,616.075207439471
2021-05,642.1957938691878
2021-06,618.8092440222551
2021-07,633.2567504610452
2021-08,652.5189528080729
2021-09,619.7866004468198
2021-10,636.8572039675089
2021-11,596.4424587307697
2021-12,626.5763936752516
2022-01,593.707602664554
2022-02,576.3732979892983
2022-03,573.5253728471519
2022-04,539.5996782881573
2022-05,548.9259226586825
2022-06,468.323598310533
2022-07,480.65679120160405
2022-08,450.4770921407468
2022-09,397.20066421164415
2022-10,432.9447656950526
2022-11,477.8858331317654
2022-12,487.422790254037
2023-01,543.2093065744496
2023-02,545.861486989294
2023-03,536.9646282601263
2023-04,549.3098479611925
2023-05,515.4502965484427
2023-06,541.6578119424778
2023-07,563.6103344791347
