Date,EMU SMALL CAP
2000-12,100.0
2001-01,104.85120521219098
2001-02,101.25126413123475
2001-03,92.06932426150638
2001-04,96.21710408321093
2001-05,94.34636816192344
2001-06,89.69898107292319
2001-07,89.00378161393635
2001-08,88.6584733150255
2001-09,75.02902705863495
2001-10,80.76008970635648
2001-11,86.82573751513063
2001-12,87.14203358672763
2002-01,87.30786366222279
2002-02,87.6896942089814
2002-03,92.78549679586382
2002-04,95.7454090190395
2002-05,96.95362147104599
2002-06,94.85431803092234
2002-07,85.30011523133813
2002-08,84.22024991167574
2002-09,73.17460528984529
2002-10,77.512571177431
2002-11,81.55855283041215
2002-12,80.14325636471642
2003-01,80.59507632800762
2003-02,76.71373599290122
2003-03,75.98659151381848
2003-04,87.45795181070535
2003-05,96.1455845731727
2003-06,97.85083507476553
2003-07,101.14560306244019
2003-08,102.72378277634003
2003-09,108.36392397647626
2003-10,116.98060268666467
2003-11,123.24264082176397
2003-12,128.944449729028
2004-01,135.20088891917263
2004-02,139.767428399884
2004-03,134.89790716403752
2004-04,132.62320818231615
2004-05,131.6391930767691
2004-06,136.80810144295197
2004-07,131.68854123201717
2004-08,131.74336632951528
2004-09,138.01887146801346
2004-10,144.72121963406204
2004-11,159.1093608679185
2004-12,167.82629376039222
2005-01,170.7326492060698
2005-02,182.377823001532
2005-03,176.858713918063
2005-04,171.27218813807258
2005-05,173.2763729664817
2005-06,178.9882425995715
2005-07,190.75006031389046
2005-08,194.75913342999817
2005-09,201.74710168982784
2005-10,187.5118350904991
2005-11,188.915123972602
2005-12,196.90032777368148
2006-01,220.1773356151174
2006-02,226.05780096748893
2006-03,237.2103165621051
2006-04,250.61437537309016
2006-05,236.4688782821453
2006-06,231.8482254838659
2006-07,229.18915347745428
2006-08,234.19616499478494
2006-09,236.31312435602453
2006-10,249.32419601877928
2006-11,266.12124562507995
2006-12,278.4770326681918
2007-01,288.42227776032064
2007-02,291.8973093124003
2007-03,308.6425271802751
2007-04,326.6982341651042
2007-05,334.20097804045986
2007-06,330.6899172360166
2007-07,331.58562828
2007-08,316.92490385
2007-09,321.95319627
2007-10,342.7621886
2007-11,316.3661321990073
2007-12,308.6672250391568
2008-01,272.120884129478
2008-02,285.71460946017453
2008-03,292.1431752294716
2008-04,298.23216613267016
2008-05,301.61126066063906
2008-06,272.80827682454105
2008-07,257.7013352843929
2008-08,251.09161160538045
2008-09,199.9138355881854
2008-10,143.58178017474043
2008-11,133.21081575297123
2008-12,146.88818148200735
2009-01,132.18019530485867
2009-02,121.0456986512151
2009-03,130.48760337208805
2009-04,156.91080350649926
2009-05,180.34215312919986
2009-06,179.20376174687945
2009-07,193.1281858564341
2009-08,214.808982456178
2009-09,237.18416900082428
2009-10,226.44967360047303
2009-11,230.6554370391824
2009-12,229.69490169620397
2010-01,224.07985001330655
2010-02,214.84461780492
2010-03,230.96703013184307
2010-04,228.64366164107943
2010-05,193.67883910335803
2010-06,190.16756631557868
2010-07,213.7449482406796
2010-08,202.26894087559572
2010-09,232.04201885441552
2010-10,249.3391652744272
2010-11,225.67695216284187
2010-12,254.85560961629923
2011-01,262.18038075224
2011-02,267.5862512428168
2011-03,277.51495299649054
2011-04,297.8717871158126
2011-05,284.53775085043696
2011-06,278.66420821527794
2011-07,257.35143139754007
2011-08,231.01676480837654
2011-09,197.37201637853516
2011-10,215.73275478198585
2011-11,197.7717588779834
2011-12,189.29146601856564
2012-01,208.4251092362636
2012-02,224.1994520405591
2012-03,222.81340523818304
2012-04,216.66767037755142
2012-05,185.44450560219863
2012-06,195.4840406368439
2012-07,193.11092807867269
2012-08,202.51469297114812
2012-09,213.9646987965865
2012-10,220.16460978377103
2012-11,224.77113657656437
2012-12,238.12213347700555
2013-01,259.27368701740414
2013-02,254.2191484486986
2013-03,246.26616784499157
2013-04,257.6819122692962
2013-05,264.58835233704417
2013-06,253.0280368671842
2013-07,274.98181091644864
2013-08,275.1468834138346
2013-09,300.36711947820334
2013-10,320.7797322261936
2013-11,326.01741167057116
2013-12,333.1862197776073
2014-01,332.04239974353715
2014-02,360.752920997494
2014-03,362.62982384934327
2014-04,361.9099646783119
2014-05,363.1115855963274
2014-06,358.06288757084263
2014-07,335.6224471613317
2014-08,331.7622035338232
2014-09,314.3667560110756
2014-10,300.51103810157144
2014-11,311.77315427738915
2014-12,303.5755789774964
2015-01,306.08790514492256
2015-02,329.3635393104057
2015-03,327.12934459202376
2015-04,341.99543585818657
2015-05,340.2239098983233
2015-06,333.27464251796175
2015-07,348.0440574366612
2015-08,334.28397359595175
2015-09,319.7101002203697
2015-10,339.605090384162
2015-11,333.7534851508914
2015-12,338.82548451848805
2016-01,312.41434391055225
2016-02,309.09497981792214
2016-03,337.2604460208487
2016-04,342.69649776377724
2016-05,343.6527670919335
2016-06,317.46503354127776
2016-07,338.89791355293187
2016-08,341.2683873634728
2016-09,348.4857741025477
2016-10,337.38111298095515
2016-11,321.25763530856455
2016-12,339.69991141249324
2017-01,352.02882533506266
2017-02,355.59843675034136
2017-03,375.49173642609503
2017-04,397.64857
2017-05,422.282316
2017-06,418.825941
2017-07,439.624219
2017-08,444.860973
2017-09,463.945044
2017-10,464.262857
2017-11,469.411112
2017-12,480.290771
2018-01,515.397275
2018-02,490.350198
2018-03,484.262158
2018-04,492.2365398862715
2018-05,471.4910503380597
2018-06,464.221885380793
2018-07,473.7070681932873
2018-08,467.41018401482836
2018-09,457.67258679669703
2018-10,411.03643052737294
2018-11,401.2198481679212
