Date,FM EMEA SMALL CAP
2010-11,1000.0
2010-12,1015.1515035344486
2011-01,1032.5358082656214
2011-02,955.13703910531
2011-03,940.7291053805353
2011-04,985.0587792892666
2011-05,960.3639716393807
2011-06,937.9150384161651
2011-07,905.9334029976022
2011-08,840.1916224775267
2011-09,798.5763327741257
2011-10,817.130347751814
2011-11,785.2658277161967
2011-12,772.6161380744301
2012-01,779.7696429176495
2012-02,841.0276912539326
2012-03,845.0849739730551
2012-04,870.5395919894725
2012-05,826.8896300730321
2012-06,798.5828004249446
2012-07,801.2297237755124
2012-08,814.5182219261252
2012-09,852.0527911110786
2012-10,860.9306116228003
2012-11,851.7119551519245
2012-12,877.0996134780326
2013-01,952.4351903218434
2013-02,949.1613021784044
2013-03,968.2389869578531
2013-04,992.2855384913237
2013-05,1083.9518970895208
2013-06,1055.6334219618857
2013-07,1106.428959596764
2013-08,1057.1067863180638
2013-09,1085.2032441833749
2013-10,1128.7754884821045
2013-11,1155.4222595599015
2013-12,1206.3337953088007
2014-01,1236.729992590083
2014-02,1262.7480002793884
2014-03,1261.2859711697201
2014-04,1321.1694915386606
2014-05,1340.8159095992921
2014-06,1359.9750317995467
2014-07,1372.2025636945182
2014-08,1399.5261512635357
2014-09,1395.754651142321
2014-10,1314.3658019899492
2014-11,1254.427427781211
2014-12,1170.254127991142
2015-01,1130.761207039242
2015-02,1119.1071644490069
2015-03,1091.5180769417814
2015-04,1131.174129640602
2015-05,1115.7291883853175
2015-06,1102.6302538760683
2015-07,1080.638479722065
2015-08,1024.2406637099145
2015-09,1007.867672580646
2015-10,995.805314278788
2015-11,974.649069091596
2015-12,969.1997655198242
2016-01,923.3861427571125
2016-02,928.9866216649425
2016-03,979.2887263512954
2016-04,1008.4595559381575
2016-05,1012.0880948499363
2016-06,971.1701603679334
2016-07,965.814777447351
2016-08,961.0892861898699
2016-09,981.0014089050454
2016-10,978.4214687252779
2016-11,989.5282900392
2016-12,1033.3353862449399
2017-01,1117.3374142044322
2017-02,1123.0761129228197
2017-03,1101.8065978328275
2017-04,1106.528437
2017-05,1129.995608
2017-06,1150.714902
2017-07,1188.908434
2017-08,1179.436479
2017-09,1159.187248
2017-10,1148.230151
2017-11,1153.108816
2017-12,1176.711936
2018-01,1246.095243
2018-02,1217.811744
2018-03,1219.456934
2018-04,1201.5545992052025
2018-05,1150.9471704428713
2018-06,1163.1148860010796
2018-07,1154.2075052498442
2018-08,1128.0101290878874
2018-09,1085.5876536980102
2018-10,1037.8823252898912
2018-11,1030.3732726655612
2018-12,1026.445969784048
2019-01,1032.1894886898272
2019-02,1023.7945922353312
2019-03,1020.848337279214
2019-04,1033.5900121218328
2019-05,1029.2129980590805
2019-06,1051.2622296064424
2019-07,1054.2394477993369
2019-08,1027.653236591437
2019-09,1026.8058308776588
2019-10,1043.7083602103703
2019-11,1064.5980993744115
2019-12,1093.402785871294
2020-01,1100.6005304539335
2020-02,1038.2411120926406
2020-03,809.6706517178728
2020-04,857.0662935071329
2020-05,883.3565321129174
2020-06,900.7586212994335
2020-07,894.7867101364346
2020-08,909.5529408974547
2020-09,919.4588066930587
2020-10,931.1309098716762
2020-11,983.3300511728188
2020-12,1020.2452704260013
2021-01,1045.0123709961608
2021-02,1032.7887246589444
2021-03,1038.6731743110226
2021-04,1085.8694879860432
2021-05,1135.8887980337572
2021-06,1154.3009932603288
2021-07,1167.1618527168632
2021-08,1188.5627755063879
2021-09,1177.877783064766
2021-10,1231.905055318535
2021-11,1203.9251160953029
2021-12,1256.3740911138698
2022-01,1273.7902330970187
2022-02,1239.6928949169373
2022-03,1278.6788832382379
2022-04,1275.6842348066962
2022-05,1237.2330493166162
2022-06,1183.9708033004256
2022-07,1216.2459094098792
2022-08,1193.9610058292915
2022-09,1112.6647660505423
2022-10,1114.829489384715
2022-11,1157.5162031911843
2022-12,1178.33652100805
2023-01,1221.8124806907826
2023-02,1227.48884283261
2023-03,1245.1830647393547
2023-04,1285.3924698439662
2023-05,1265.514558789933
2023-06,1286.1145032583986
2023-07,1351.965944605337
