Date,EM EASTERN EUROPE SMALL CAP
1996-09,184.02536375420428
1996-10,163.53613239967856
1996-11,164.54159874930033
1996-12,171.5959898921329
1997-01,182.57417209685863
1997-02,184.68679956271572
1997-03,177.31062703511535
1997-04,169.15837088200405
1997-05,156.35626777076655
1997-06,154.32978882818483
1997-07,153.36289187073328
1997-08,158.6487432052929
1997-09,162.8143808479905
1997-10,150.13404106824365
1997-11,137.6741598005072
1997-12,137.160304374213
1998-01,121.45754745428566
1998-02,134.1259201101373
1998-03,131.07309431165177
1998-04,127.81694379436432
1998-05,108.92282284947657
1998-06,104.65064944519492
1998-07,104.79778299326796
1998-08,73.50294722255646
1998-09,65.83312632055515
1998-10,70.76181471573398
1998-11,70.57636134435509
1998-12,69.0530827400164
1999-01,66.9957708142012
1999-02,59.99932750827311
1999-03,65.2676078447139
1999-04,68.32607246352572
1999-05,76.70031558386356
1999-06,85.63644424177299
1999-07,88.13685774472766
1999-08,87.56543671813951
1999-09,79.92796908629953
1999-10,80.12954220074366
1999-11,81.43726961179524
1999-12,93.12814299170638
2000-01,106.2087515706994
2000-02,112.69138457536266
2000-03,121.52870437671929
2000-04,110.11399243924438
2000-05,108.55275819495357
2000-06,106.9758999959571
2000-07,108.11441808934164
2000-08,112.25505657338479
2000-09,103.6596438335029
2000-10,101.09943738080581
2000-11,91.70653360757107
2000-12,97.21385911876048
2001-01,100.1054060451102
2001-02,94.66784365864106
2001-03,93.23977629392219
2001-04,99.69069264475198
2001-05,100.46825034484404
2001-06,98.77642961702374
2001-07,93.17446300659584
2001-08,94.92350298740938
2001-09,89.79011327278057
2001-10,97.89675171796965
2001-11,109.3601718245248
2001-12,108.0408911487464
2002-01,120.50308770232918
2002-02,121.07450425738801
2002-03,131.6063387450763
2002-04,139.10721473372305
2002-05,138.81518291676977
2002-06,124.49535165840356
2002-07,113.49621318150982
2002-08,115.16909863539124
2002-09,116.3424807450602
2002-10,128.93110013844964
2002-11,135.87046293374507
2002-12,138.45077354506986
2003-01,135.54730627923345
2003-02,142.34810659635892
2003-03,143.63932869952103
2003-04,160.5520862029756
2003-05,176.23118947008248
2003-06,179.45728675214116
2003-07,187.28562428945287
2003-08,219.75388548333243
2003-09,217.38704621156532
2003-10,218.08307520218608
2003-11,216.73898535742768
2003-12,240.8052231260831
2004-01,245.40455124454252
2004-02,262.5837401036565
2004-03,272.3103234908946
2004-04,265.02496355908795
2004-05,260.92603955348005
2004-06,268.1607957138064
2004-07,256.6746482175636
2004-08,268.01623254615066
2004-09,288.8886687268003
2004-10,285.9320968157427
2004-11,291.6298872854426
2004-12,309.27348845051216
2005-01,317.03164350074593
2005-02,351.14461258060453
2005-03,317.9485820545647
2005-04,293.51144079502666
2005-05,294.6718994460342
2005-06,302.677581835686
2005-07,327.14536041445285
2005-08,367.92881336449176
