Date,EM EASTERN EUROPE SMALL CAP
2005-09,409.5539315440792
2005-10,390.9842218290201
2005-11,414.88746302639476
2005-12,443.8224091355411
2006-01,506.55649690448575
2006-02,562.0186438998069
2006-03,565.2034722866251
2006-04,599.7110332271844
2006-05,529.7455303001947
2006-06,517.8072091707365
2006-07,587.8700731611885
2006-08,591.771380946514
2006-09,617.0758360811566
2006-10,666.5751695003273
2006-11,742.5327703621308
2006-12,787.7755825687484
2007-01,815.8502465934112
2007-02,824.2173481979472
2007-03,914.6414399267243
2007-04,988.4393233753613
2007-05,1000.0
2007-06,1043.6089039601025
2007-07,1005.207988395836
2007-08,938.5324132693077
2007-09,978.830732585798
2007-10,1034.433568943593
2007-11,957.8479800199407
2007-12,982.5797253627258
2008-01,872.3521133867989
2008-02,898.3137504925892
2008-03,915.7572958523178
2008-04,879.3896768136633
2008-05,876.2068282331999
2008-06,806.0375366407692
2008-07,747.4329898791841
2008-08,664.2973970720816
2008-09,523.5311041096184
2008-10,321.7305514998366
2008-11,281.6137590250357
2008-12,260.1526528358766
2009-01,212.91734259307015
2009-02,189.59006681545824
2009-03,228.90102178951983
2009-04,295.7432095441358
2009-05,348.7894464423315
2009-06,355.6657448273923
2009-07,412.6072956443442
2009-08,493.23734918680486
2009-09,502.41627959629557
2009-10,489.29873914748396
2009-11,497.41201643384426
2009-12,507.58605304838784
2010-01,518.5689595118391
2010-02,518.2633308431841
2010-03,611.1716385772055
2010-04,610.5138650414402
2010-05,509.9065943279617
2010-06,481.65303387913616
2010-07,549.8365828067391
2010-08,550.600211442558
2010-09,610.1195922361737
2010-10,634.9225986484486
2010-11,608.0338663236988
2010-12,658.403598202887
2011-01,690.4207451276808
2011-02,703.5533624986524
2011-03,718.161353178576
2011-04,762.637094085976
2011-05,711.5799162998363
2011-06,687.9125766907192
2011-07,659.6819208608358
2011-08,551.1508341547615
2011-09,428.89560004641567
2011-10,485.5031701473113
2011-11,435.1335658747878
2011-12,395.82747076901177
2012-01,457.6249279645987
2012-02,491.5148325744556
2012-03,474.27685764015405
2012-04,455.4159165795662
2012-05,365.98280404273686
2012-06,390.7104695740531
2012-07,386.5008285735589
2012-08,385.467744846825
2012-09,426.4747640766971
2012-10,420.63175270423136
2012-11,428.47300277139254
2012-12,462.56435960324643
2013-01,474.27910185415277
2013-02,451.3317467626637
2013-03,416.46697966454207
2013-04,406.4750448511938
2013-05,422.62694813350686
2013-06,400.11893809204525
2013-07,424.79060217867124
2013-08,423.9621482364231
2013-09,456.65019083547764
2013-10,483.5642665834944
2013-11,479.87032797364304
2013-12,488.72896801024405
2014-01,453.7690033536133
2014-02,474.09865063109584
2014-03,450.3131834923365
2014-04,451.4019814047599
2014-05,458.7724743941975
2014-06,464.03713603770615
2014-07,427.713979162065
2014-08,426.1638380707733
2014-09,418.9996632541958
2014-10,401.8777401449632
2014-11,388.41760877736436
2014-12,325.8799441454053
2015-01,330.2145768502849
2015-02,357.75805056351595
2015-03,351.5304669702956
2015-04,386.39023875279986
2015-05,372.6714019125483
2015-06,349.39303677843145
2015-07,356.9592572537192
2015-08,338.3475086322715
2015-09,337.3520892774697
2015-10,352.6003595411844
2015-11,334.7114092725065
2015-12,326.89904964296807
2016-01,302.33727188876463
2016-02,316.6247138267456
2016-03,361.1705162065497
2016-04,369.36039258094763
2016-05,354.9957076521702
2016-06,366.5982613293925
2016-07,389.9922940429992
2016-08,427.4544933809583
2016-09,458.5650182853345
2016-10,468.7151741002436
2016-11,477.7263953949538
2016-12,512.2577517435726
2017-01,569.257431464031
2017-02,571.2391074959016
2017-03,583.6801452836694
2017-04,604.012223
2017-05,609.878536
2017-06,623.004315
2017-07,654.209808
2017-08,677.487104
2017-09,678.163839
2017-10,665.990622
2017-11,642.599596
2017-12,644.326293
2018-01,672.390465
2018-02,635.06755
2018-03,623.27256
2018-04,589.6762627649185
2018-05,566.8668969063884
2018-06,529.8106235186358
2018-07,540.6637897338811
2018-08,507.9406272552888
2018-09,498.4353455972885
2018-10,466.56832042046716
2018-11,485.1281200975957
2018-12,469.686201
2019-01,512.3806631051262
2019-02,509.24344724703946
2019-03,495.8689039130727
2019-04,497.80911391175965
2019-05,485.6782786393443
2019-06,533.8297121252045
2019-07,525.9568791119607
2019-08,497.0337085201255
2019-09,480.7890155110506
2019-10,500.4264469270753
2019-11,510.2745049532298
2019-12,539.5964069148539
2020-01,536.8194423705812
2020-02,470.37229692424165
2020-03,363.6079438261342
2020-04,419.1959438726939
2020-05,444.7194797392281
2020-06,474.9779952418417
2020-07,506.87016770301125
2020-08,526.5380569655135
2020-09,503.0075399701363
2020-10,453.9559124214436
2020-11,558.9738016879837
2020-12,597.5970838247338
2021-01,635.7482975271594
2021-02,690.9168112512343
2021-03,660.6257625223031
2021-04,699.2578408268818
2021-05,770.5342884162562
2021-06,754.7024513738393
2021-07,753.7989631261993
2021-08,798.3848785800197
2021-09,776.0939966007013
2021-10,826.6956571186723
2021-11,731.0820172218833
2021-12,733.8742427543647
2022-01,675.9720993287316
2022-02,503.05999239332556
2022-03,392.9734556069837
2022-04,345.14138813133803
2022-05,361.59475131273996
2022-06,330.74036103532444
2022-07,322.58502479969894
2022-08,306.69084272134427
2022-09,260.0222543529386
2022-10,288.41914700962343
2022-11,337.26127729950997
2022-12,355.00972342453593
2023-01,391.5624080475043
2023-02,372.2115433798468
2023-03,378.6748118366842
2023-04,421.6934441610535
2023-05,402.8733466806507
2023-06,446.07702850417763
2023-07,505.64479023486956
