Date,AC PACIFIC SMALL CAP
1994-05,810.7455421792878
1994-06,867.205086994719
1994-07,848.9716827987788
1994-08,849.4310939240996
1994-09,827.033265306366
1994-10,834.5402864365913
1994-11,768.0323413987635
1994-12,780.0055288245065
1995-01,737.3176862955613
1995-02,703.3843775345069
1995-03,732.8613936827142
1995-04,740.8630706857194
1995-05,700.2368344334132
1995-06,674.9560917525108
1995-07,718.1164887026806
1995-08,706.1315022234052
1995-09,696.5993900499478
1995-10,669.2632653624472
1995-11,691.3630709642413
1995-12,728.6171526052578
1996-01,747.9725529368304
1996-02,742.5297610541894
1996-03,759.0219284553948
1996-04,830.3494528707778
1996-05,802.214955916337
1996-06,801.0393688007513
1996-07,757.72390010529
1996-08,747.0851673668012
1996-09,746.7494135350514
1996-10,715.7267600613898
1996-11,708.0971614246583
1996-12,657.4684496190142
1997-01,624.1856839803048
1997-02,636.2942862762524
1997-03,604.0128136496114
1997-04,587.6761398443157
1997-05,640.5700755917946
1997-06,653.4683983206189
1997-07,610.0428815404616
1997-08,544.3788124914425
1997-09,496.9624548520385
1997-10,443.335817736644
1997-11,381.767366665258
1997-12,335.92852248400106
1998-01,367.2154456713271
1998-02,404.7285960871473
1998-03,382.2960223394274
1998-04,361.62859415895304
1998-05,334.82424964796763
1998-06,320.89596156445197
1998-07,317.15298561504164
1998-08,282.01412470015106
1998-09,281.81459170283057
1998-10,322.72760447499013
1998-11,351.57514414551144
1998-12,360.89868172902885
1999-01,361.8834216816394
1999-02,358.16227132362104
1999-03,399.8117877268345
1999-04,453.36738453842435
1999-05,435.3967607057724
1999-06,495.3778223593379
1999-07,514.4236559599132
1999-08,526.3661881212647
1999-09,533.2615648805292
1999-10,530.256731179534
1999-11,533.6673425705847
1999-12,518.9897024616065
2000-01,513.3365067221574
2000-02,502.0361960494012
2000-03,531.1409417726879
2000-04,476.36894210815876
2000-05,467.37601475485155
2000-06,502.68354950765615
2000-07,459.0762696262562
2000-08,481.22210175459793
2000-09,444.6620036836987
2000-10,403.99940134110614
2000-11,400.74942858030795
2000-12,379.35526640931937
2001-01,393.45443004334146
2001-02,395.32909139323766
2001-03,375.59085383474763
2001-04,401.4401908077258
2001-05,411.32893473003145
2001-06,404.3160026801274
2001-07,379.3309484971408
2001-08,384.5743564767761
2001-09,347.47572339196273
2001-10,360.0691304939026
2001-11,362.0340328916978
2001-12,350.0328342797894
2002-01,350.6324886365504
2002-02,361.1923219531552
2002-03,383.70212560523316
2002-04,395.12788804028327
2002-05,416.16331405238
2002-06,398.0830748727866
2002-07,383.7833141359421
2002-08,380.97578077531506
2002-09,357.52395843743
2002-10,344.7218008600614
2002-11,350.4505609136141
2002-12,345.4545896261968
2003-01,349.27738872812955
2003-02,353.90935405997425
2003-03,348.1487363286404
2003-04,361.43244599021176
2003-05,384.9528007052461
2003-06,411.9266691826198
2003-07,423.71190737360365
2003-08,455.96771935121797
2003-09,484.36007601295535
2003-10,518.64755898552
2003-11,497.1405318224869
2003-12,527.416874644619
2004-01,547.4221567339188
2004-02,556.9641133961175
2004-03,617.7743153848807
2004-04,595.2562499778212
2004-05,570.553002084997
2004-06,601.5801931286132
2004-07,569.9419108243428
2004-08,580.0149658555018
2004-09,580.519452021272
2004-10,595.1810677069143
2004-11,629.804191578203
2004-12,657.8036727079576
2005-01,672.5713761543167
2005-02,695.0930209813355
2005-03,683.8557818148123
2005-04,671.7077051467459
2005-05,665.3991379053701
2005-06,684.5732563664086
2005-07,703.029144682465
2005-08,714.0277472151405
2005-09,752.2178945799542
2005-10,744.6946101289129
2005-11,778.2640527818901
2005-12,846.4067578898765
2006-01,883.3741067292632
2006-02,854.6383775590757
2006-03,885.2051303084199
2006-04,916.4305760645129
2006-05,861.5969226573993
2006-06,835.0605642582054
2006-07,812.1633067408362
2006-08,830.5775656334113
2006-09,832.3968568308162
2006-10,847.2335937091558
2006-11,877.3711216107218
2006-12,894.7544649379856
2007-01,901.5096444820833
2007-02,934.6379992317097
2007-03,951.3745888307936
2007-04,971.6267147275997
2007-05,1000.0
2007-06,1022.3015995394786
2007-07,1058.1588413862337
2007-08,999.6209854639426
2007-09,1045.834501173004
2007-10,1089.0427924619885
2007-11,1014.0290801842382
2007-12,980.5987656420745
2008-01,892.9962195610415
2008-02,936.3841393371084
2008-03,909.7956032885298
2008-04,940.7338357837788
2008-05,950.9860592204175
2008-06,865.417384769335
2008-07,833.0011995447464
2008-08,778.5679810242477
2008-09,662.5063696669725
2008-10,527.2866827425175
2008-11,524.5277528092113
2008-12,578.916439612628
2009-01,542.8099902789517
2009-02,492.4408904123443
2009-03,537.2149319822015
2009-04,602.381863369554
2009-05,705.5190212415347
2009-06,724.4595099937643
2009-07,781.5430039076527
2009-08,802.5428806890034
2009-09,834.828947548024
2009-10,826.8349811309461
2009-11,828.8071006954674
2009-12,849.9766051579408
2010-01,827.9580592586999
2010-02,839.0400452709681
2010-03,897.0423284685762
2010-04,918.2672378352877
2010-05,826.1632056638178
2010-06,830.297364648103
2010-07,872.1428098423185
2010-08,863.5930347016804
2010-09,946.8988724681808
2010-10,965.7785468285875
2010-11,965.7010761912891
2010-12,1047.3403057331766
2011-01,1044.6063047785467
2011-02,1043.9062672506668
2011-03,1040.0582989809827
2011-04,1066.1052208929007
2011-05,1045.349371493753
2011-06,1041.134709195231
2011-07,1074.851547287747
2011-08,995.2205766823745
2011-09,895.5287505458583
2011-10,941.7600186256295
2011-11,891.0907642286734
2011-12,891.3342079137285
2012-01,953.9948483813401
2012-02,1004.0776205782687
2012-03,993.5726251401707
2012-04,981.6143285872196
2012-05,893.5588847611068
2012-06,917.5324717153705
2012-07,915.9299527674274
2012-08,924.7403097797205
2012-09,964.9490468322858
2012-10,955.8007020987246
2012-11,969.1395828157166
2012-12,1001.1598300509912
2013-01,1040.7841783394604
2013-02,1070.182807596568
2013-03,1109.3325136108956
2013-04,1148.051389222954
2013-05,1098.2862549296692
2013-06,1040.1634487587928
2013-07,1061.9915449396547
2013-08,1048.8966281624455
2013-09,1138.789045554914
2013-10,1152.819943898711
2013-11,1133.8053099963074
2013-12,1137.0816910691733
2014-01,1121.4240592777257
2014-02,1138.6107804808235
2014-03,1147.7191582666674
2014-04,1138.974284606022
2014-05,1165.2711804253006
2014-06,1208.3084561859644
2014-07,1223.5774932395705
2014-08,1230.8440560025829
2014-09,1173.9199573140047
2014-10,1150.5264122606277
2014-11,1128.2227119233146
2014-12,1121.8955351358984
2015-01,1141.6829122079791
2015-02,1180.3011962406074
2015-03,1196.1954890092873
2015-04,1268.6206549123265
2015-05,1280.450316289976
2015-06,1245.9510976360102
