Date,FAR EAST SMALL CAP
2009-02,107.21533140909285
2009-03,110.97943154095832
2009-04,118.2130832980956
2009-05,135.99787022448527
2009-06,143.35746868913674
2009-07,149.41527036462298
2009-08,156.30798416366764
2009-09,157.00689910163516
2009-10,152.83159620288788
2009-11,148.712676806744
2009-12,147.55692211778836
2010-01,149.50268472408393
2010-02,152.33801089921755
2010-03,159.9948929188883
2010-04,164.80400839371111
2010-05,152.58888505505874
2010-06,153.9072059465658
2010-07,157.42045661099826
2010-08,154.48384793794463
2010-09,162.76627599246734
2010-10,162.77867711331945
2010-11,165.58918698765032
2010-12,180.49695586980005
2011-01,182.1523476228274
2011-02,186.34895064322797
2011-03,177.79012341920523
2011-04,179.5519537837847
2011-05,177.07619186204542
2011-06,181.2629530432554
2011-07,187.5852111574391
2011-08,178.19884222340576
2011-09,172.27525784146738
2011-10,170.1373486386077
2011-11,164.22843021613394
2011-12,165.83918210259122
2012-01,173.97259864864296
2012-02,178.21250143131252
2012-03,181.50661482703052
2012-04,179.58135764596437
2012-05,164.56719396719282
2012-06,170.79526098488083
2012-07,169.63964670635147
2012-08,169.6674620529928
2012-09,175.4016427016292
2012-10,172.68938703537864
2012-11,174.7159506835518
2012-12,179.9062006615155
2013-01,187.2665384520068
2013-02,192.91025538643478
2013-03,206.01570814697158
2013-04,217.7620318863145
2013-05,203.20365855200313
2013-06,200.40216105168562
2013-07,203.47109674780137
2013-08,201.08352696143058
2013-09,222.6156815202116
2013-10,221.48797439775674
2013-11,220.2748696907057
2013-12,221.97922880979954
2014-01,219.62973995693977
2014-02,216.52915764328674
2014-03,216.6969372735781
2014-04,214.02889671759928
2014-05,220.37669430781423
2014-06,233.5790937180204
2014-07,235.2556764199456
2014-08,233.73216316305326
2014-09,225.009410275771
2014-10,220.05837380425402
2014-11,217.85448447223698
2014-12,218.42365971262424
2015-01,225.0662300558759
2015-02,231.9622853177057
2015-03,235.62990245515678
2015-04,242.71678305698504
2015-05,245.26940713826053
2015-06,245.9824169231678
2015-07,242.20594264469045
2015-08,231.2502399021883
2015-09,223.63547624224415
2015-10,238.520225495548
2015-11,240.34138683567778
2015-12,241.72180202576308
2016-01,224.84105981699528
2016-02,223.62002135797138
2016-03,238.08920986008462
2016-04,247.58983161844498
2016-05,246.95717774786021
2016-06,245.34069254387737
2016-07,257.72160164074506
2016-08,250.1175230122645
2016-09,262.6206568215915
2016-10,265.23095679919965
2016-11,254.00540356573364
2016-12,256.9994603559488
2017-01,266.7163557259061
2017-02,275.0002964573058
2017-03,274.6552692907803
2017-04,279.112268
2017-05,288.854714
2017-06,291.279556
2017-07,298.504929
2017-08,303.624803
2017-09,308.670311
2017-10,318.925446
2017-11,329.445026
2017-12,334.120907
2018-01,349.041026
2018-02,343.964086
2018-03,340.355859896199
2018-04,340.3517023365819
2018-05,338.9077294606349
2018-06,327.27852690670403
2018-07,324.94833008088887
2018-08,321.73949622838
2018-09,325.6133958770012
2018-10,295.18208687130647
2018-11,303.39997611889646
2018-12,279.4059386517243
2019-01,295.1881056636453
2019-02,298.9649663293804
2019-03,300.32469623738206
2019-04,302.80966821251525
2019-05,289.8003239643206
2019-06,297.68647097235765
2019-07,300.39811705530184
2019-08,295.95606284406705
2019-09,306.44203589125493
2019-10,322.3857226098492
2019-11,324.8443221956216
2019-12,331.14731308605116
2020-01,319.70542283649075
2020-02,284.6722939714845
2020-03,262.7201575753716
2020-04,279.63801472149123
2020-05,298.90254121105227
2020-06,297.9292409880411
2020-07,291.69625979202414
2020-08,313.7261849308793
2020-09,325.47924885114014
2020-10,317.62766723564766
2020-11,339.50710823988953
2020-12,352.95529786178787
2021-01,352.0358711152967
2021-02,356.10864542433126
2021-03,368.564160456437
2021-04,366.487500050829
2021-05,363.9140548956643
2021-06,366.757024907742
2021-07,363.6954689278331
2021-08,372.8739356336659
2021-09,374.1270257760029
2021-10,363.00903774358994
2021-11,342.21388174552436
2021-12,347.8812538361929
2022-01,330.3310460578046
2022-02,335.0624173988755
2022-03,325.2428657808558
2022-04,302.74002239786216
2022-05,304.66075789074733
2022-06,290.4673519037096
2022-07,303.04226261860566
2022-08,297.6069842914871
2022-09,274.187775706244
2022-10,271.590068178422
2022-11,298.0483272529183
2022-12,307.44108216832285
2023-01,321.1418069966412
2023-02,310.92174252910286
2023-03,319.78637576685105
2023-04,321.68601926689763
2023-05,314.64011719936127
2023-06,321.9787203355673
2023-07,334.8958546178154
