Date,FAR EAST SMALL CAP
2000-12,100.0
2001-01,99.66225776992367
2001-02,101.64487878985581
2001-03,96.50865441518833
2001-04,108.64680781173259
2001-05,108.28239186436534
2001-06,106.10468531390495
2001-07,97.47428464525872
2001-08,98.03123465161612
2001-09,88.87491351331197
2001-10,91.09572062585505
2001-11,88.66594226234514
2001-12,79.853362332056
2002-01,75.81644032142532
2002-02,79.04614912983094
2002-03,84.20953924877688
2002-04,89.44552964244176
2002-05,97.53638096706884
2002-06,93.5218701791516
2002-07,90.15220770771063
2002-08,87.88376847962857
2002-09,83.75800034334596
2002-10,76.39205731575477
2002-11,77.28830323355422
2002-12,75.52613064970112
2003-01,75.31905808331197
2003-02,78.63601879766887
2003-03,77.17520523330816
2003-04,79.23131549851057
2003-05,83.52144899164458
2003-06,92.19283346600442
2003-07,93.9518904789257
2003-08,105.41820674417207
2003-09,113.32158987081634
2003-10,121.5170766386705
2003-11,113.91190694969532
2003-12,121.91680101816455
2004-01,127.57512951862422
2004-02,127.66783613676171
2004-03,147.32296923644026
2004-04,142.11649947369472
2004-05,135.87945893648595
2004-06,148.2480922838187
2004-07,138.2046472001511
2004-08,139.8688101269883
2004-09,137.0206980788652
2004-10,139.76024493578018
2004-11,146.92421617083087
2004-12,153.52946853882344
2005-01,158.11685613777306
2005-02,162.1512332785071
2005-03,161.28124614525373
2005-04,160.62933458661118
2005-05,158.6409895370383
2005-06,161.18041282090968
2005-07,165.9152414556625
2005-08,170.10760785010393
2005-09,179.8043190594528
2005-10,181.347178764408
2005-11,189.21943940718324
2005-12,212.45929777422703
2006-01,220.12018455924328
2006-02,208.35651741196378
2006-03,217.81073492265546
2006-04,219.81664332411654
2006-05,202.27262801160808
2006-06,196.2196032048042
2006-07,184.90959229806256
2006-08,189.98754205660595
2006-09,187.28356458046412
2006-10,187.43337200086592
2006-11,187.96882570816769
2006-12,190.2514835589173
2007-01,195.62144358163945
2007-02,202.70731713788706
2007-03,202.60767224682172
2007-04,201.3616982624766
2007-05,199.19238531946695
2007-06,201.4237372709212
2007-07,202.02143052877665
2007-08,189.88738293372273
2007-09,190.81279621436394
2007-10,198.02744981322434
2007-11,188.5670146979044
2007-12,179.52875121855718
2008-01,166.59475705282364
2008-02,169.1950591738745
2008-03,166.95949328265536
2008-04,170.37937531772877
2008-05,174.98995809596116
2008-06,163.40635016357962
2008-07,157.3455714939978
2008-08,148.90214150966077
2008-09,132.66215017194494
2008-10,114.96210895464371
2008-11,118.76593306416018
2008-12,128.8830269721611
2009-01,122.38097487298081
