Date,WORLD ex EUROPE SMALL CAP
2019-07,4712.717789688349
2019-08,4543.974793488408
2019-09,4632.190840869958
2019-10,4733.770675582592
2019-11,4885.393379481549
2019-12,5017.907674704009
2020-01,4881.538702455232
2020-02,4428.091132349824
2020-03,3515.3234412530783
2020-04,4010.34953120682
2020-05,4296.90674589966
2020-06,4410.55354529545
2020-07,4553.697718417041
2020-08,4798.685263913201
2020-09,4699.621549570789
2020-10,4763.035236054087
2020-11,5460.485414521478
2020-12,5847.682788715977
2021-01,6006.409058960642
2021-02,6325.639503451834
2021-03,6464.222133124222
2021-04,6676.042901956702
2021-05,6682.795779117092
2021-06,6763.479077852524
2021-07,6642.378866457456
2021-08,6793.560596874065
2021-09,6638.248323298707
2021-10,6881.689106866634
2021-11,6565.132867000896
2021-12,6779.051109121546
2022-01,6276.004482460011
2022-02,6353.467735400818
2022-03,6430.253185285215
2022-04,5915.719177982512
2022-05,5902.875483358499
2022-06,5369.370534373424
2022-07,5882.676261751334
2022-08,5755.67982765866
2022-09,5200.380941041311
2022-10,5619.28009587092
2022-11,5913.779904683038
2022-12,5654.815980830575
2023-01,6177.885472026051
2023-02,6019.290081453782
2023-03,5853.184024628151
2023-04,5800.769983536724
2023-05,5683.944926613005
2023-06,6081.672206312803
2023-07,6386.27370865446
