Date,WORLD ex EUROPE SMALL CAP
2000-12,1000.0
2001-01,1028.6082095231277
2001-02,1003.8007082190645
2001-03,966.6038028951263
2001-04,1051.3876814448693
2001-05,1069.0567008116939
2001-06,1089.0173265085234
2001-07,1044.1288722715651
2001-08,1037.1478807023195
2001-09,918.0653740638195
2001-10,980.1578266981913
2001-11,1035.8942443093258
2001-12,1065.2172836037312
2002-01,1042.0766235087826
2002-02,1028.9833189959638
2002-03,1112.328300922292
2002-04,1124.4164592864925
2002-05,1117.1900548085305
2002-06,1052.4696409085832
2002-07,937.4983182599836
2002-08,936.473018266018
2002-09,875.6188066280259
2002-10,878.0994812127296
2002-11,931.0436968353818
2002-12,882.1429562973675
2003-01,870.5194880657415
2003-02,861.6879252949677
2003-03,864.0614052368898
2003-04,941.8510047268892
2003-05,1037.5465365770833
2003-06,1074.8566126296635
2003-07,1116.3835797481129
2003-08,1195.9998830725754
2003-09,1207.8293726539239
2003-10,1316.3083007417074
2003-11,1331.4012608191595
2003-12,1381.5596473545154
2004-01,1432.0071381099153
2004-02,1449.2654685243585
2004-03,1516.843234293598
2004-04,1435.8188270232529
2004-05,1443.128100170957
2004-06,1511.2540854260035
2004-07,1428.6072344337103
2004-08,1427.101608802053
2004-09,1473.5574222040177
2004-10,1510.5757668334832
2004-11,1619.498594963563
2004-12,1679.2338276700739
2005-01,1641.7790842067686
2005-02,1681.676382731187
2005-03,1641.4587679139709
2005-04,1573.4614647972198
2005-05,1636.0255187991208
2005-06,1685.4992803333214
2005-07,1769.703985307288
2005-08,1772.4216287578172
2005-09,1817.402178248829
2005-10,1772.9852158548479
2005-11,1855.7717453217122
2005-12,1924.3285502235515
2006-01,2039.0307465127457
2006-02,2000.8452848444706
2006-03,2090.1373062266603
2006-04,2115.7110363948245
2006-05,1987.1461724278643
2006-06,1957.7362162035433
2006-07,1889.8323508575636
2006-08,1942.7181462686872
2006-09,1938.8098033786357
2006-10,2015.5673417503422
2006-11,2058.8663488631414
2006-12,2068.8700427985345
2007-01,2104.2622015780184
2007-02,2123.889297968819
2007-03,2154.4751904672116
2007-04,2201.741404863693
2007-05,2269.426510223245
2007-06,2258.83282380577
2007-07,2159.5247815948906
2007-08,2110.676612367985
2007-09,2175.5406120037946
2007-10,2259.999363878056
2007-11,2097.354389017165
2007-12,2068.369393756736
2008-01,1926.831850965742
2008-02,1911.737234907037
2008-03,1877.6545207753168
2008-04,1970.0211227610291
2008-05,2058.5606054122472
2008-06,1895.1267070056733
2008-07,1882.76173255257
2008-08,1897.6914907288117
2008-09,1684.6633534676514
2008-10,1328.5317308059373
2008-11,1216.4233330931972
2008-12,1292.1470377781918
2009-01,1188.971367167928
2009-02,1054.0013380352957
2009-03,1144.112914171918
2009-04,1317.329010192199
2009-05,1413.8889609005676
2009-06,1437.676795575142
2009-07,1562.7599011970592
2009-08,1638.1688712042312
2009-09,1728.4284740723726
2009-10,1647.5218207197665
2009-11,1694.4154180481844
2009-12,1791.9299749096335
2010-01,1740.719756625467
2010-02,1814.5110977167453
2010-03,1950.970692095863
2010-04,2043.4454097324856
2010-05,1875.1366948649381
2010-06,1768.112738581543
2010-07,1884.2962599289162
2010-08,1794.2395420734686
2010-09,1988.6985866514772
2010-10,2057.1352719331185
2010-11,2111.192744439798
2010-12,2289.4853032267206
2011-01,2304.206939118532
2011-02,2411.23316488735
2011-03,2436.7871249883274
2011-04,2501.7184455241754
2011-05,2456.891077286641
2011-06,2411.4612040704897
2011-07,2367.040225799828
2011-08,2185.7491666847177
2011-09,1953.1946834413443
2011-10,2188.598996984777
2011-11,2158.4014550859465
2011-12,2153.973615933294
2012-01,2303.9404751231245
2012-02,2387.363469870446
2012-03,2418.306164299572
2012-04,2398.959263828077
2012-05,2211.2991826761436
2012-06,2284.3614041323185
2012-07,2277.3193964461216
2012-08,2343.9335205087236
2012-09,2415.0150108461135
2012-10,2385.924005750075
2012-11,2409.6001216181717
2012-12,2472.9584603279495
2013-01,2616.1019604529797
2013-02,2643.2496187752095
2013-03,2763.2393346875215
2013-04,2781.861472915447
2013-05,2803.7695629048803
2013-06,2757.699843785253
2013-07,2918.5140952760903
2013-08,2844.420458330638
2013-09,3031.466543185614
2013-10,3108.3786839892687
2013-11,3163.25596475703
2013-12,3228.2462484056427
2014-01,3163.516970060516
2014-02,3295.574614792023
2014-03,3289.5481089259956
2014-04,3225.1661199605433
2014-05,3264.352930405879
2014-06,3436.022198594365
2014-07,3304.092651556015
2014-08,3434.1535457382956
2014-09,3241.8748763532813
2014-10,3330.3913454262906
2014-11,3333.597635035476
2014-12,3364.2876355697153
2015-01,3296.0036330590474
2015-02,3480.672149823688
2015-03,3511.6494858798515
2015-04,3501.260511756257
2015-05,3552.396730260295
2015-06,3524.8151475896193
2015-07,3481.1149955956244
2015-08,3282.939515374863
2015-09,3135.750880902221
2015-10,3320.211160473775
2015-11,3372.4107654007207
2015-12,3258.455687299665
2016-01,3012.6066976818565
2016-02,3040.3743119960636
2016-03,3296.815606317307
2016-04,3384.3465028412757
2016-05,3424.284720501313
2016-06,3429.7659332522103
2016-07,3612.2629854437587
2016-08,3608.359269307455
2016-09,3658.406020930897
2016-10,3536.081631333127
2016-11,3742.860246682779
2016-12,3814.292489884984
2017-01,3891.4048286394163
2017-02,3980.2604307069714
2017-03,3982.702179992877
2017-04,4012.154411
2017-05,3995.699453
2017-06,4090.203378
2017-07,4155.80701
2017-08,4149.650524
2017-09,4313.45663
2017-10,4387.533074
2017-11,4506.453399
2017-12,4552.261544
2018-01,4682.684258
2018-02,4508.742637
2018-03,4524.004066
2018-04,4546.6237995601105
2018-05,4729.759594150736
2018-06,4724.282896497413
2018-07,4777.182693063165
2018-08,4926.885358013365
2018-09,4864.694475425236
2018-10,4381.874294443643
2018-11,4458.920189451363
2018-12,4002.2409325797375
2019-01,4424.3717840304025
2019-02,4604.431286916532
2019-03,4568.316964806914
2019-04,4694.581214571867
2019-05,4385.580893954547
2019-06,4648.357076696041
