Date,NORDIC COUNTRIES SMALL CAP
2000-12,100.0
2001-01,107.1354541786934
2001-02,98.57245194893937
2001-03,89.41384022797808
2001-04,95.67355376599606
2001-05,95.94166020081113
2001-06,88.80773065950494
2001-07,89.9551255065582
2001-08,88.08709101395735
2001-09,76.98503326512487
2001-10,81.4477992065908
2001-11,87.27102340032256
2001-12,89.8604067769817
2002-01,91.45022160991888
2002-02,94.48148315000147
2002-03,99.96912600025334
2002-04,103.31209984835323
2002-05,106.8507935535687
2002-06,104.8725262826587
2002-07,93.06334861311592
2002-08,88.67205019622303
2002-09,79.46793728779518
2002-10,84.48191603099954
2002-11,91.33828395164892
2002-12,89.23169151511449
2003-01,86.60843891797481
2003-02,82.42897496807151
2003-03,82.0979299491869
2003-04,92.58707685633225
2003-05,100.09551139771547
2003-06,101.54725000099594
2003-07,105.38268606647975
2003-08,111.38142795021857
2003-09,117.42738122169713
2003-10,129.15325101662955
2003-11,137.1002074902835
2003-12,145.04741134682786
2004-01,151.4375567629082
2004-02,159.2139470852578
2004-03,155.55965182357377
2004-04,152.7173041499334
2004-05,156.16207069477147
2004-06,161.5349400926464
2004-07,156.50354074289325
2004-08,159.06374729324193
2004-09,172.42271465210266
2004-10,178.8459827865792
2004-11,206.2215312347783
2004-12,214.4650714275271
2005-01,211.72660944877342
2005-02,229.66559321720035
2005-03,226.85322356124578
2005-04,221.6772300861366
2005-05,230.07500498868055
2005-06,238.29057473842505
2005-07,255.00081181206474
2005-08,263.95036279944026
2005-09,274.67340838635994
2005-10,252.4584710359911
2005-11,257.4385349564563
2005-12,281.6307070813002
2006-01,308.73329325534314
2006-02,318.39957972523683
2006-03,349.6348247663816
2006-04,382.9792557338881
2006-05,368.38024657125493
2006-06,355.3634067200609
2006-07,349.8021833942986
2006-08,356.8361342026326
2006-09,359.2022734973397
2006-10,378.69855027586675
2006-11,412.1575383483988
2006-12,433.106287936219
2007-01,437.20210704355037
2007-02,433.36247768158876
2007-03,452.13475174724846
2007-04,481.0714747367102
2007-05,487.9816726109162
2007-06,482.2937037216636
2007-07,472.5501687512139
2007-08,448.77117592613905
2007-09,466.04159931001044
2007-10,487.86524473770544
