Date,NORDIC COUNTRIES SMALL CAP
2007-11,447.89216421335993
2007-12,439.5874948236558
2008-01,378.6889036514269
2008-02,413.077149808773
2008-03,421.45504247671926
2008-04,424.2804539582723
2008-05,435.4516898664297
2008-06,392.08432684014053
2008-07,369.0005733044812
2008-08,354.4550319490927
2008-09,258.7269012568709
2008-10,180.9055375243616
2008-11,160.50693815061854
2008-12,165.48406466075969
2009-01,161.8687881627622
2009-02,151.6814961070654
2009-03,162.36239344218703
2009-04,204.14173392098738
2009-05,234.78928853663902
2009-06,228.7985183054234
2009-07,258.9007745520502
2009-08,280.4613941791165
2009-09,302.927378150126
2009-10,311.5977590492768
2009-11,322.6411124416046
2009-12,331.6402179941054
2010-01,334.50855928579335
2010-02,332.13481227171496
2010-03,357.9716058316285
2010-04,360.3151101306806
2010-05,298.34038888188206
2010-06,287.0515791744446
2010-07,327.86105258692106
2010-08,308.3810235475105
2010-09,371.2109651726665
2010-10,386.063429375398
2010-11,365.46076376896025
2010-12,424.44928027762205
2011-01,433.08385855057224
2011-02,437.49564004407483
2011-03,450.3074563593398
2011-04,476.05458098687154
2011-05,453.6994558053156
2011-06,430.3225765628573
2011-07,409.03075799169613
2011-08,362.4318395343012
2011-09,304.3912945046614
2011-10,354.05744595060406
2011-11,335.03666459853446
2011-12,328.1940305236787
2012-01,364.86248916840157
2012-02,397.8862263105499
2012-03,388.19575710547474
2012-04,387.0373065196244
2012-05,331.3475207699614
2012-06,347.6381723502601
2012-07,357.1211503485979
2012-08,369.43205379025517
2012-09,390.1025051244256
2012-10,387.21324476724544
2012-11,389.6788866222794
2012-12,406.7222839828433
2013-01,436.1455327430461
2013-02,452.6539406193489
2013-03,444.43219949901413
2013-04,452.36728060782025
2013-05,460.9653264130445
2013-06,434.38789600492635
2013-07,478.39090841691313
2013-08,471.9807335711188
2013-09,509.00055758489896
2013-10,525.8534121429002
2013-11,537.494177672881
2013-12,551.7782604263494
2014-01,536.6905834891035
2014-02,589.968341569313
2014-03,585.2717914321628
2014-04,597.8803122132781
2014-05,619.1205345377872
2014-06,616.3847198032789
2014-07,579.4017432485666
2014-08,573.6840650925235
2014-09,539.7192202303004
2014-10,530.556567205249
2014-11,533.4505593997944
2014-12,523.8900779773002
2015-01,520.5839245786532
2015-02,555.9647879660616
2015-03,539.1066486899871
2015-04,574.6669819952924
2015-05,565.7163463566968
2015-06,550.7787919998268
2015-07,567.4194439668048
2015-08,546.7151588683734
2015-09,540.1401236233054
2015-10,567.0611658242295
2015-11,588.6272527944399
2015-12,591.4428083533982
2016-01,543.9798874412286
2016-02,557.2906296360545
2016-03,605.1439004883746
2016-04,612.2237061636318
2016-05,619.0713011531429
2016-06,587.1795469743888
2016-07,624.2737461615179
2016-08,635.9957047897486
2016-09,659.2333629640749
2016-10,624.3293835487459
2016-11,605.9777383224294
2016-12,635.7964893301785
2017-01,656.8656449405097
2017-02,656.12835717321
2017-03,658.3732443651604
2017-04,701.788977
2017-05,722.605619
2017-06,724.857622
2017-07,753.354921
2017-08,763.416166
2017-09,775.375378
2017-10,767.621164
2017-11,750.424256
2017-12,773.474073
2018-01,813.644364
2018-02,786.699064
2018-03,773.216746
2018-04,797.8843598580531
2018-05,801.5882821331387
2018-06,799.8436451339039
2018-07,831.4404465346933
2018-08,821.0710123203252
2018-09,818.2869309855005
2018-10,737.6807042629819
2018-11,705.7417612854142
2018-12,675.1266283869817
2019-01,729.4221258628547
2019-02,741.2216301700772
2019-03,744.7781467083937
2019-04,763.6878921469433
2019-05,720.2373150547415
2019-06,765.5211524208378
2019-07,740.740425710177
2019-08,714.3681911348042
2019-09,725.0042840671207
2019-10,755.3615896748279
2019-11,784.9739438871484
2019-12,840.4079096621595
2020-01,819.9523760477759
2020-02,759.3126453669956
2020-03,603.4096547716038
2020-04,686.733246594865
2020-05,769.4609112969705
2020-06,789.9307854838511
2020-07,886.9738962450543
2020-08,949.2231016381927
2020-09,953.064596
2020-10,894.4723084283556
2020-11,1040.2806554271162
2020-12,1140.1413437099102
2021-01,1115.2512394999426
2021-02,1144.1587793447045
2021-03,1167.753345637476
2021-04,1270.042275699419
2021-05,1304.9828524176296
2021-06,1269.312860871625
2021-07,1343.9563895144495
2021-08,1359.1759245002302
2021-09,1246.9347836794532
2021-10,1329.8405734626624
2021-11,1268.3406629421588
2021-12,1318.1380326337096
2022-01,1157.9174879501286
2022-02,1088.1070893966896
2022-03,1127.4188647951323
2022-04,1027.521466219818
2022-05,1022.5648969723484
2022-06,850.8115554339876
2022-07,956.908321397322
2022-08,864.8232989999866
2022-09,729.2826046148167
2022-10,792.7476545529875
2022-11,879.4324656322236
2022-12,891.6873557526992
2023-01,952.5374972876162
2023-02,971.4423230648412
2023-03,955.7287305705876
2023-04,979.7261105260491
2023-05,910.4282811270488
2023-06,926.0587868707905
2023-07,951.6331418894376
