Date,EM LATIN AMERICA SMALL CAP
2007-10,1173.62193001931
2007-11,1078.0329653529227
2007-12,1068.210270488299
2008-01,946.623148229407
2008-02,1031.171798358829
2008-03,953.428260467527
2008-04,1019.3858269748079
2008-05,1081.5890745889662
2008-06,999.5350291002092
2008-07,958.9270985079137
2008-08,857.8030928240676
2008-09,619.272390656036
2008-10,414.80192263228594
2008-11,399.7927249656246
2008-12,417.7867520304301
2009-01,416.09343597494757
2009-02,400.1072939419206
2009-03,421.2007641176221
2009-04,539.7724571334711
2009-05,667.6897033818702
2009-06,690.8824605320871
2009-07,805.9786885739941
2009-08,865.2802082590856
2009-09,958.5658590706431
2009-10,990.1480275347826
2009-11,1089.8622735466454
2009-12,1150.404142876669
2010-01,1104.6341580909511
2010-02,1150.8427903183454
2010-03,1173.1279373650384
2010-04,1206.9496088363142
2010-05,1105.9731794733639
2010-06,1143.6105948561608
2010-07,1247.1577969560951
2010-08,1283.7795415291487
2010-09,1407.7497324814374
2010-10,1523.409328854158
2010-11,1548.3649899800253
2010-12,1638.7978541401505
2011-01,1545.8510469191299
2011-02,1511.5759176200338
2011-03,1564.4858669734335
2011-04,1643.9538224108771
2011-05,1611.8326767369826
2011-06,1542.141277671289
2011-07,1482.7513466199512
2011-08,1383.4324998945729
2011-09,1099.6073053188297
2011-10,1278.8192914487772
2011-11,1190.0796372844068
2011-12,1155.9561782235617
2012-01,1322.5828924123666
2012-02,1435.655881783891
2012-03,1433.7662976573438
2012-04,1397.517600494414
2012-05,1221.8455697664613
2012-06,1265.474382290712
2012-07,1279.5760349059321
2012-08,1351.995109880981
2012-09,1414.059505035905
2012-10,1432.9290183720686
2012-11,1393.6499512548087
2012-12,1506.3872956639489
2013-01,1592.2460042850423
2013-02,1588.1335853036976
2013-03,1563.9921493696515
2013-04,1523.830586379544
2013-05,1384.1879582810225
2013-06,1223.9245459613953
2013-07,1176.3016483088677
2013-08,1128.5928841987463
2013-09,1221.3436915203913
2013-10,1211.8200321741583
2013-11,1130.563337277706
2013-12,1127.2586071606256
2014-01,1030.3810096185057
2014-02,1035.5661319221485
2014-03,1098.2633527378566
2014-04,1103.007686569384
2014-05,1131.4257683402118
2014-06,1168.3250895821832
2014-07,1121.6322643526091
2014-08,1186.8708850071453
2014-09,1051.4712238735556
2014-10,1052.3796355746472
2014-11,1005.708030325497
2014-12,919.727699854452
2015-01,833.630346471204
2015-02,855.4990404182347
2015-03,792.1961743576958
2015-04,849.9357509182571
2015-05,804.6830090831902
2015-06,790.7535137184336
2015-07,736.9745168207961
2015-08,659.748950065
2015-09,631.0705798263829
2015-10,665.1623591180121
2015-11,646.0202678228131
2015-12,629.289777287634
2016-01,585.4728231554911
2016-02,612.6089768059422
2016-03,711.1156503837572
2016-04,750.2238299738149
2016-05,697.0037878884125
2016-06,757.8812258687766
2016-07,810.106927063474
2016-08,811.9285604443403
2016-09,801.181463558418
2016-10,871.053959286353
2016-11,760.4707206897024
2016-12,769.2627097485837
2017-01,837.573100724947
2017-02,880.982947199228
2017-03,894.7569907742285
2017-04,908.700205
2017-05,886.02886
2017-06,899.389477
2017-07,986.349953
2017-08,1045.582157
2017-09,1066.402123
2017-10,1020.920312
2017-11,988.541508
2017-12,1041.01528
2018-01,1129.265748
2018-02,1103.586112
2018-03,1083.358269904359
2018-04,1073.6794423949398
2018-05,926.7490861791533
2018-06,892.1106909345909
2018-07,961.1684668007395
2018-08,881.8457294119625
2018-09,902.1059195979269
2018-10,909.6187704805202
2018-11,910.025743505646
2018-12,916.7780591984872
2019-01,1050.3676063198805
2019-02,1023.6402101134744
2019-03,994.70234032303
2019-04,1013.2361014642167
2019-05,999.7452159736198
2019-06,1076.588172806352
2019-07,1123.6342219626638
2019-08,1021.3499038109095
2019-09,1046.1630136725303
2019-10,1095.05642817942
2019-11,1073.854373720512
2019-12,1232.7542716379023
2020-01,1197.6325067582204
2020-02,1051.919320147554
2020-03,609.2028081117161
2020-04,663.919901120962
2020-05,702.2592465825049
2020-06,770.9265051653206
2020-07,859.0713106983525
2020-08,835.6216677633909
2020-09,783.0927409649435
2020-10,764.5149431338995
2020-11,937.4595708624404
2020-12,1031.8655024713107
2021-01,965.0338514579893
2021-02,954.4940160216439
2021-03,991.7930180218608
2021-04,1051.109825232052
2021-05,1137.9546769590143
2021-06,1179.2621293510683
2021-07,1109.4394238749505
2021-08,1091.4509208764566
2021-09,1006.1255157541909
2021-10,905.6430245788432
2021-11,860.0463187890429
2021-12,925.1586155882324
2022-01,990.1862390299311
2022-02,981.3532655658131
2022-03,1121.029401668301
2022-04,998.1046780404897
2022-05,1039.6374776089435
2022-06,832.6774185930681
2022-07,876.452305673082
2022-08,927.2787432771386
2022-09,873.6549541290792
2022-10,966.4911450989072
2022-11,922.3132318870748
2022-12,907.2356842001274
2023-01,1002.4732996265236
2023-02,927.3448448738764
2023-03,956.6650654000168
2023-04,979.174454190135
2023-05,1038.1475526313086
2023-06,1145.4585038597702
2023-07,1203.00044219491
