Date,NORTH AMERICA SMALL CAP
2000-12,100.0
2001-01,104.72597190104145
2001-02,100.33215791919474
2001-03,97.97084998217068
2001-04,104.78083554764342
2001-05,107.86448055165461
2001-06,111.90073509808916
2001-07,109.40506920165231
2001-08,107.23456229656728
2001-09,93.57308050368579
2001-10,101.10236640848312
2001-11,109.53631993945244
2001-12,116.78159877610962
2002-01,114.63259621082975
2002-02,111.52703557563157
2002-03,121.22083153707406
2002-04,121.3130927881161
2002-05,116.63041453018424
2002-06,109.09697109829666
2002-07,94.2007617907816
2002-08,94.45707104937016
2002-09,87.50788148327878
2002-10,90.47380898422193
2002-11,97.69859356553918
2002-12,91.13207675186732
2003-01,89.23385654801419
2003-02,86.95814486863584
2003-03,87.72187108224594
2003-04,97.402272180847
2003-05,109.0341236062267
2003-06,110.71492206340527
2003-07,115.9744539126352
2003-08,122.90579463562997
2003-09,121.07934716728676
2003-10,132.62715500690138
2003-11,137.4934733065729
2003-12,140.98197377789904
2004-01,146.05130561214068
2004-02,148.03393835811895
2004-03,150.44834101013802
2004-04,141.47007588557912
2004-05,144.84968141871633
2004-06,149.994321901583
2004-07,141.37872359674952
2004-08,140.05439762654711
2004-09,146.87945029707063
2004-10,150.02510436521376
2004-11,161.98610327614003
2004-12,167.33245381497065
2005-01,160.257296672435
2005-02,164.21928030516312
2005-03,159.3453907521753
2005-04,150.51196675515803
2005-05,159.93958765174042
2005-06,165.06091321755875
2005-07,174.6923726963346
2005-08,173.1836609581019
2005-09,174.77928154227806
2005-10,168.81344674649165
2005-11,177.16428397697257
2005-12,177.566263088721
2006-01,192.40323219080975
2006-02,191.70243004255374
2006-03,200.30025390057642
2006-04,201.85389976069598
2006-05,190.82819831393664
2006-06,189.14227761172788
2006-07,183.66035021524084
2006-08,188.775827127271
2006-09,189.26909878644145
2006-10,199.04803968322022
2006-11,204.2165965033938
2006-12,204.1119673699298
2007-01,207.1848891031926
2007-02,206.66950109159094
2007-03,210.07869897742765
2007-04,215.78739908935657
2007-05,225.9922825716947
2007-06,222.83121093899314
2007-07,207.92213830817482
2007-08,207.83098611870193
2007-09,214.4485721067769
2007-10,221.69174495066596
2007-11,203.9373545009934
2007-12,203.2060473286299
2008-01,190.24432536530176
2008-02,186.41676118912997
2008-03,183.4525481266892
2008-04,193.58517836053588
2008-05,203.69315411682112
2008-06,187.47058592529638
2008-07,187.85369284135865
2008-08,192.5881456007745
2008-09,171.72134258989357
2008-10,133.96757474437152
2008-11,119.53230596239366
2008-12,126.13458444874531
2009-01,115.46350485237973
2009-02,102.497954270353
2009-03,112.16367102026521
2009-04,131.59632271472609
2009-05,138.28569854907045
2009-06,139.01219550137117
2009-07,152.45033765973184
2009-08,159.4976353970832
2009-09,169.98465420499
2009-10,160.51075076526456
2009-11,167.27019130177715
2009-12,179.66813449241658
2010-01,173.5669774932158
2010-02,182.18270974940816
2010-03,196.74571310043584
2010-04,207.12400253460098
2010-05,190.92352707209335
2010-06,177.1627461459225
2010-07,189.9259852311535
2010-08,179.06990254004808
2010-09,199.81854578507273
2010-10,207.8438886544248
2010-11,214.5109507993089
2010-12,231.66771709095906
2011-01,233.9245086256586
2011-02,246.04843651924597
2011-03,250.9035635647019
2011-04,258.18757179254993
2011-05,253.6688956016203
2011-06,247.38184451368073
2011-07,239.63064864668232
2011-08,219.80967155065335
2011-09,193.91125162203352
2011-10,222.69667418175356
2011-11,221.4241239609901
2011-12,220.98682570541385
2012-01,236.76800821464803
2012-02,245.51496635535753
2012-03,249.13288539657543
2012-04,247.01237630705845
2012-05,229.10746962916403
2012-06,236.81470620141303
2012-07,235.76747585397214
2012-08,244.34371825617828
2012-09,251.2263983870842
2012-10,247.66745894439518
2012-11,250.14021011080033
2012-12,256.5443066073962
2013-01,272.44349342302104
2013-02,274.1762000242073
2013-03,286.1954667944215
2013-04,285.6553033399603
2013-05,294.4480736630005
2013-06,290.656221453391
2013-07,309.95486032205173
2013-08,300.73085166756425
2013-09,317.92906479665754
2013-10,327.78787451334
2013-11,336.41151117848017
2013-12,344.38795570626604
2014-01,337.31469383187726
2014-02,354.51912019466727
2014-03,353.0701895883286
2014-04,345.38031273011296
2014-05,348.65682730465574
2014-06,367.4257279722374
2014-07,349.03476019991524
2014-08,366.52783969934075
2014-09,345.59601938590424
2014-10,358.6736862760954
2014-11,360.55841914956676
2014-12,364.75060064693946
2015-01,354.2564199873769
2015-02,375.4472404165333
2015-03,378.78970526535454
2015-04,374.6628484633267
2015-05,380.9262179403005
2015-06,378.2645005979995
2015-07,373.7179525807714
2015-08,351.8531978825336
2015-09,334.92463487104
2015-10,353.6406345519725
2015-11,360.00416940058403
2015-12,343.7904760408315
2016-01,317.28303521406525
2016-02,321.09849317622724
2016-03,348.9027474105368
2016-04,357.2201028274537
2016-05,363.0285280758239
2016-06,364.11396822299025
2016-07,382.79870806294053
2016-08,385.0884121382846
2016-09,387.35218718074486
2016-10,371.0164591378452
2016-11,403.1064049556003
2016-12,411.5822715272268
2017-01,418.0543415541681
2017-02,426.6485231853287
2017-03,426.52658719924904
2017-04,429.142242
2017-05,423.534086
2017-06,434.728826
2017-07,440.595025
2017-08,437.650675
2017-09,458.25092
2017-10,464.151038
2017-11,476.223265
2017-12,479.568314
2018-01,491.236961
2018-02,469.982356
2018-03,474.23402
2018-04,477.1084436958471
2018-05,502.1984682939548
2018-06,505.9767364496896
2018-07,513.9738059884883
2018-08,535.2899209097094
2018-09,525.2760798211062
2018-10,472.28553678459286
2018-11,479.3070832118306
2018-12,426.5341621972317
2019-01,476.7355034906955
2019-02,499.1900711672884
2019-03,493.60162329799056
2019-04,509.32748654070497
2019-05,471.98075206362626
2019-06,504.22191860232317
2019-07,511.1917230864784
2019-08,490.78616520629447
2019-09,498.56871067864006
2019-10,506.70056285339393
2019-11,526.518524114436
2019-12,541.5866179800187
2020-01,527.0036804384654
2020-02,480.72927238384466
2020-03,369.6396518496248
2020-04,427.3018763697846
2020-05,457.3147071507328
2020-06,472.6970634954015
2020-07,492.845308837195
2020-08,515.4640154749658
2020-09,499.52031805897263
2020-10,510.97332151113756
2020-11,594.8634425169968
2020-12,640.6943467643052
2021-01,663.830549016196
2021-02,706.4465563329153
2021-03,721.054786060213
2021-04,748.4727626988681
2021-05,749.7154507272743
2021-06,759.6669998984347
2021-07,743.9557969979439
2021-08,759.9935333106118
2021-09,738.4735181545843
2021-10,774.1739752096364
2021-11,739.9235073193988
2021-12,764.4635235101224
2022-01,705.6270471344264
2022-02,713.2804353676436
2022-03,723.8035469639941
2022-04,663.4790373338843
2022-05,664.0445909367643
2022-06,601.5950546943179
2022-07,664.9408455921504
2022-08,647.5799923033054
2022-09,585.502734073032
2022-10,644.4066075232491
2022-11,671.8867499216178
2022-12,632.4700543841726
2023-01,697.6745331174142
2023-02,683.9610816004096
2023-03,657.1401856082138
2023-04,648.2024220139447
2023-05,635.7061025555694
2023-06,688.4151150983236
2023-07,724.0442855578667
