Date,EUROPE SMALL CAP
2000-12,100.0
2001-01,105.36729451446008
2001-02,101.28667618052846
2001-03,92.02369691696026
2001-04,97.5273442494195
2001-05,97.29008150611945
2001-06,92.72338977582214
2001-07,91.23921195411309
2001-08,91.97358969778927
2001-09,76.52953173795349
2001-10,81.46408449258453
2001-11,88.11055975909248
2001-12,89.63001711853231
2002-01,88.09856711856685
2002-02,88.3957414779031
2002-03,94.3587589783097
2002-04,97.24401296235082
2002-05,97.9983995179282
2002-06,94.61339023879727
2002-07,84.44501482392404
2002-08,83.11812678115963
2002-09,74.06596895069636
2002-10,77.12203003308142
2002-11,80.49448300143861
2002-12,78.47617779936952
2003-01,76.01203410736284
2003-02,72.98766929998573
2003-03,72.83995457489132
2003-04,83.27554084900461
2003-05,92.57435202889445
2003-06,94.50495457273111
2003-07,98.75037314585208
2003-08,102.22470467282035
2003-09,106.95467379812811
2003-10,115.80366760010627
2003-11,120.21958710947035
2003-12,126.66097098840665
2004-01,134.45550704688276
2004-02,140.4966068776019
2004-03,137.10604773226217
2004-04,134.0445965445699
2004-05,134.300310664828
2004-06,139.0405641046186
2004-07,133.2105000570628
2004-08,132.88663737614579
2004-09,139.3025080187715
2004-10,145.01254731526143
2004-11,159.71015222896364
2004-12,168.10259001307375
2005-01,170.61632095819718
2005-02,179.9453327826259
2005-03,176.1042361406237
2005-04,170.02003390382174
2005-05,171.17009965738745
2005-06,175.786020193113
2005-07,185.7875870475557
2005-08,192.13478920467904
2005-09,196.92599898903785
2005-10,185.44149565270095
2005-11,189.77207551363654
2005-12,199.91978234699317
2006-01,220.4125491571482
2006-02,225.82946094573714
2006-03,237.51357582655828
2006-04,253.15005840148456
2006-05,242.189526215883
2006-06,237.82748764734717
2006-07,235.48094541038387
2006-08,242.01293881865692
2006-09,246.1082238158518
2006-10,259.5986724302828
2006-11,277.30662160536946
2006-12,290.3606910316815
2007-01,296.33722333045887
2007-02,297.5106604789879
2007-03,312.20202796477884
2007-04,330.0153389444904
2007-05,334.64388724336675
2007-06,329.44947599211247
2007-07,327.21131048544675
2007-08,313.26510019768875
2007-09,312.1031371012967
2007-10,335.32780839865393
2007-11,306.8868824812578
2007-12,297.74431000531786
2008-01,265.5918588352091
2008-02,279.40264149914685
2008-03,282.2363288057188
2008-04,287.1894674186786
2008-05,290.7120071128369
2008-06,266.10221151313846
2008-07,252.46548870230234
2008-08,245.66949126980776
2008-09,196.72168638577057
2008-10,141.6157892837545
2008-11,129.4011461494632
2008-12,136.25977008810142
2009-01,127.57956990851048
2009-02,118.64874390124591
2009-03,127.02420961917734
2009-04,154.40471230102634
2009-05,175.09726829863794
2009-06,174.07125170655036
2009-07,189.84144427380994
2009-08,208.90190952211145
2009-09,223.55396642239216
2009-10,219.6166356051289
2009-11,221.80606938319622
2009-12,224.32354956029715
2010-01,222.0016986073555
2010-02,214.42964816563605
2010-03,232.34346244803876
2010-04,234.6529455862632
2010-05,201.30256333015276
2010-06,199.7215293152903
2010-07,223.685232001614
2010-08,214.73853022033313
2010-09,244.40439674442555
2010-10,258.21252229464966
2010-11,241.68819300784264
2010-12,272.49055038692086
2011-01,277.39731912095954
2011-02,283.00490204973613
2011-03,287.5249038024491
2011-04,309.7208323222186
2011-05,300.60728075054186
2011-06,290.74349935476977
2011-07,279.1225457743758
2011-08,250.22200948791286
2011-09,216.77065375098053
2011-10,240.49378693879007
2011-11,225.26534022177654
2011-12,217.66066330227886
2012-01,239.44424748721593
2012-02,259.2745549696649
2012-03,258.29565496674417
2012-04,257.32067498035167
2012-05,223.37243997551747
2012-06,234.222561148931
2012-07,235.45382166095973
2012-08,246.6087511295738
2012-09,259.83584782137365
2012-10,264.6719525954897
2012-11,267.12839367178697
2012-12,280.7069431744006
2013-01,297.48967808858043
2013-02,297.5643146985122
2013-03,295.90621754611107
2013-04,305.78414913258473
2013-05,311.6239185841468
2013-06,298.7678404706122
2013-07,325.05155905511253
2013-08,326.39547459525863
2013-09,352.9810447836127
2013-10,370.810998852774
2013-11,378.26223126881064
2013-12,391.41091483738614
2014-01,386.13688605529313
2014-02,421.35507368519546
2014-03,415.5679278598472
2014-04,412.7760671271408
2014-05,415.9601485242764
2014-06,413.0533409741446
2014-07,393.4987370714186
2014-08,393.1495373882501
2014-09,370.94119773031315
2014-10,362.55505220725547
2014-11,369.0863166695094
2014-12,365.9533706026066
2015-01,362.5531596432574
2015-02,392.8107728875253
2015-03,383.2695823075938
2015-04,405.3551762613977
2015-05,410.9216256630333
2015-06,405.1073907310053
2015-07,415.4244084576832
2015-08,399.264548242461
2015-09,385.3025794859468
2015-10,405.4866895508532
2015-11,403.591738578556
2015-12,405.8275222178472
2016-01,371.1471668837003
2016-02,370.6290996752765
2016-03,401.4292364002024
2016-04,406.57315216060283
2016-05,411.6841684887303
2016-06,374.1503826181085
2016-07,397.5357463003257
2016-08,401.9761998397871
2016-09,409.62280879647057
2016-10,389.3237534772054
2016-11,381.1127250623972
2016-12,397.41621008034656
2017-01,410.8668766805039
2017-02,417.11990835551615
2017-03,431.02565265901444
2017-04,460.080459
2017-05,479.902182
2017-06,474.775985
2017-07,496.026792
2017-08,497.14908
2017-09,516.703823
2017-10,519.757806
2017-11,522.156183
2017-12,538.560407
2018-01,569.594712
2018-02,541.597519
2018-03,536.779218
2018-04,549.0935796291487
2018-05,539.3509739745061
2018-06,533.4567185691902
2018-07,541.7497414415749
2018-08,535.8233679095632
2018-09,524.8361062954017
2018-10,473.09613646696846
2018-11,456.57482789777134
2018-12,431.37480768722503
2019-01,471.94426182701375
2019-02,484.16857406521325
2019-03,483.89023282569354
2019-04,505.29976504293813
2019-05,472.9177792509945
2019-06,497.3908804129706
2019-07,485.55052350852577
2019-08,472.1181337820637
2019-09,483.8927354635867
2019-10,507.53640712986726
2019-11,524.6240114864388
2019-12,556.747408290821
2020-01,540.203137915093
2020-02,492.3558548423087
2020-03,387.14765574816505
2020-04,430.41284229558875
2020-05,459.64600002575276
2020-06,470.242489810644
2020-07,500.5727424655888
2020-08,535.1124368431529
2020-09,521.489327
2020-10,495.31237083036234
2020-11,585.5973820685203
2020-12,634.685094861777
2021-01,632.7543664109542
2021-02,656.6026708441748
2021-03,668.5054223790879
2021-04,710.1757585044817
2021-05,736.2565589074886
2021-06,710.2662486329891
2021-07,736.3839670382122
2021-08,758.5040742636307
2021-09,711.5847999431184
2021-10,735.6912365136678
2021-11,692.7128492856853
2021-12,730.4318999380721
2022-01,671.4245007890797
2022-02,646.2697466056139
2022-03,644.7458135771963
2022-04,599.6833346893334
2022-05,598.6182405241537
2022-06,515.2916905136985
2022-07,552.0122116291824
2022-08,506.6918251072244
2022-09,439.64141796650387
2022-10,474.66425403437523
2022-11,525.7725383085343
2022-12,531.2527202620942
2023-01,580.8815600259868
2023-02,582.8382677230214
2023-03,572.5589719483675
2023-04,591.1119405813864
2023-05,556.249118559895
2023-06,573.9839900496936
2023-07,599.5339825442823
