Date,AC FAR EAST SMALL CAP
1994-05,990.28816855486
1994-06,1064.5833932181872
1994-07,1040.1688075054913
1994-08,1039.8906551282732
1994-09,1012.6177940624632
1994-10,1022.9396351944271
1994-11,939.4259945765065
1994-12,954.0845167400256
1995-01,902.4599769725246
1995-02,859.1730853692836
1995-03,897.1804330021529
1995-04,904.3536136150494
1995-05,853.0879794276691
1995-06,821.5615489459055
1995-07,873.4994639480575
1995-08,856.0697473222768
1995-09,842.1179075349334
1995-10,806.8628424107164
1995-11,835.8643825854838
1995-12,881.531613122935
1996-01,903.5543086749606
1996-02,894.1635124566383
1996-03,914.6146883051699
1996-04,1003.6336075599382
1996-05,966.3698312529864
1996-06,965.9479168698315
1996-07,912.4647282665445
1996-08,892.3966657777743
1996-09,890.6896143766171
1996-10,848.2224086316044
1996-11,834.3466524972589
1996-12,770.1431773147476
1997-01,731.3548975464041
1997-02,743.7513403418652
1997-03,702.5178997022496
1997-04,681.1939307621824
1997-05,748.0131113304199
1997-06,764.4559661534196
1997-07,709.1389168853104
1997-08,627.6867114162732
1997-09,564.7124499809152
1997-10,506.2222927807951
1997-11,429.19944080740714
1997-12,370.30959928114055
1998-01,406.2507322104904
1998-02,453.2823966545461
1998-03,427.3588393673125
1998-04,401.91049072047565
1998-05,371.58932366856504
1998-06,358.98079872838434
1998-07,353.3564996648842
1998-08,315.53096682544856
1998-09,311.6466287762915
1998-10,359.30416249601154
1998-11,393.3594056515749
1998-12,404.26465944804545
1999-01,401.9045047350957
1999-02,396.83280542292994
1999-03,447.23631002095715
1999-04,510.808849637044
1999-05,491.26003260463324
1999-06,566.5947302705272
1999-07,589.4176076492828
1999-08,606.0284265899259
1999-09,613.1207859024186
1999-10,611.3154282657987
1999-11,612.0918838636352
1999-12,589.4183624343916
2000-01,587.0329639238249
2000-02,573.7912253965958
2000-03,609.4004695362481
2000-04,547.0245496616047
2000-05,538.43467947805
2000-06,575.9702246237638
2000-07,520.8843416539828
2000-08,548.2833596827163
2000-09,507.7565511867683
2000-10,457.75108714157716
2000-11,452.5403497515075
2000-12,421.93042367139947
2001-01,438.593841193669
2001-02,443.94940278471523
2001-03,425.0842148422535
2001-04,454.386971518944
2001-05,467.174024908424
2001-06,456.53515580642124
2001-07,425.188574371061
2001-08,429.2094234856383
2001-09,389.25953279570524
2001-10,400.2917445646888
2001-11,399.7284342322738
2001-12,384.5971989901823
2002-01,384.21848117873105
2002-02,396.425102377818
2002-03,421.65560407429143
2002-04,436.82313779364347
2002-05,458.24290242401423
2002-06,437.72010278573396
2002-07,424.795274051129
2002-08,416.6185022787873
2002-09,389.81364526127555
2002-10,372.2948769984093
2002-11,378.6648076739795
2002-12,370.4547811283449
2003-01,371.6771875860691
2003-02,378.36182394127627
2003-03,370.5274267186831
2003-04,381.35962452276544
2003-05,406.1583282499309
2003-06,435.6056419406699
2003-07,449.86594814628205
2003-08,488.407653683256
2003-09,518.2429291081481
2003-10,553.5560496766519
2003-11,526.5375293026389
2003-12,557.8510386458566
2004-01,581.6274266601605
2004-02,589.3887902451204
2004-03,663.9795980532523
2004-04,641.939339191279
2004-05,611.128180586662
2004-06,649.5289289531473
2004-07,605.5550027532943
2004-08,614.6688325795288
2004-09,608.8571786123979
2004-10,617.5702689241473
2004-11,651.7601259287841
2004-12,681.4210669391248
2005-01,698.4704601415099
2005-02,724.2325102819166
2005-03,714.1209374677557
2005-04,703.8376908788396
2005-05,697.1671379154177
2005-06,712.7055165784917
2005-07,730.8205193705508
2005-08,740.6623727686483
2005-09,779.454792441662
2005-10,778.2186370566909
2005-11,814.405912163749
2005-12,895.2634842685284
2006-01,933.8900398061662
2006-02,899.7668371853899
2006-03,934.7220879676584
2006-04,962.5954599304883
2006-05,901.960157634818
2006-06,869.7172657420828
2006-07,838.8571567235538
2006-08,857.0771769124829
2006-09,858.6793271047704
2006-10,865.6640000368632
2006-11,893.2120829179378
2006-12,907.2085767884774
2007-01,915.9162011869538
2007-02,952.594345359362
2007-03,962.2202193007442
2007-04,973.3610134646651
2007-05,1000.0
2007-06,1022.6437308479822
2007-07,1066.6877855005264
2007-08,1011.8161698250714
2007-09,1043.408483098219
