Date,AC ASIA ex JAPAN SMALL CAP
2017-02,1253.455847379859
2017-03,1289.128244794228
2017-04,1303.251011
2017-05,1319.352306
2017-06,1328.105306
2017-07,1363.573767
2017-08,1380.772278
2017-09,1388.051524
2017-10,1454.004228
2017-11,1490.16278
2017-12,1526.191169
2018-01,1611.665137
2018-02,1537.48978
2018-03,1519.156096
2018-04,1522.0807553990714
2018-05,1519.3893639159646
2018-06,1416.3904197542518
2018-07,1420.3527270844556
2018-08,1407.6153958340544
2018-09,1351.96810874239
2018-10,1189.094782753918
2018-11,1260.946175769813
2018-12,1238.1916783737254
2019-01,1287.446016809215
2019-02,1316.0525259287858
2019-03,1343.6434415101505
2019-04,1340.5221613945716
2019-05,1262.654234613465
2019-06,1303.4137908758794
2019-07,1265.5553712585292
2019-08,1208.565202728075
2019-09,1234.39155981657
2019-10,1281.428058
2019-11,1272.0402569458963
2019-12,1327.7130829679293
2020-01,1268.7928476647592
2020-02,1211.7863779265522
2020-03,983.2897194973702
2020-04,1122.2127442626636
2020-05,1142.8130008631974
2020-06,1240.9978033297266
2020-07,1345.5599052732914
2020-08,1418.1598816485061
2020-09,1400.444951472743
2020-10,1403.0935069448624
2020-11,1574.9428148213499
2020-12,1675.55225861861
2021-01,1689.6528376605204
2021-02,1812.7882797077932
2021-03,1834.9435347020194
2021-04,1940.1295365264882
2021-05,1961.814345073311
2021-06,2009.6611595536913
2021-07,1984.1344638000717
2021-08,2002.5053973546696
2021-09,1972.6639499164246
2021-10,1996.4992295751854
2021-11,1952.6746307963763
2021-12,2022.8035633681013
2022-01,1895.420470471954
2022-02,1860.5783884320645
2022-03,1882.8389819411907
2022-04,1796.6170597009545
2022-05,1761.9787406131693
2022-06,1606.5147426477274
2022-07,1638.8477449016475
2022-08,1668.7818985796507
2022-09,1482.945076286485
2022-10,1440.3137000295335
2022-11,1617.6663022501602
2022-12,1611.1557577800884
2023-01,1717.0406116319689
2023-02,1667.6756345820097
2023-03,1685.2497648527776
2023-04,1686.2429755526507
2023-05,1692.3638364396563
2023-06,1755.2193247424782
2023-07,1862.809280978353
