Date,AC ASIA ex JAPAN SMALL CAP
1994-05,731.7864217702397
1994-06,714.3955720626523
1994-07,736.4914574017702
1994-08,799.2336595453311
1994-09,822.5771893573144
1994-10,814.0848515931374
1994-11,744.2093154606792
1994-12,722.2987940708259
1995-01,642.5706467109524
1995-02,676.8594375157916
1995-03,666.7057457028587
1995-04,640.2391461962515
1995-05,684.9863437256279
1995-06,693.4537423796992
1995-07,727.0759431193648
1995-08,708.982425261363
1995-09,700.241626836295
1995-10,665.8489563383114
1995-11,647.5129796929883
1995-12,668.4318449645718
1996-01,712.9436216133889
1996-02,727.543320809607
1996-03,737.5867912131355
1996-04,785.0809148791942
1996-05,762.6288742657783
1996-06,763.2857784444246
1996-07,719.6933533478452
1996-08,739.19461959995
1996-09,751.2253995944387
1996-10,749.9646688315622
1996-11,768.1884498921286
1996-12,759.2301688996511
1997-01,795.3191361571077
1997-02,844.9920277355852
1997-03,815.5697514195662
1997-04,777.9280557347112
1997-05,778.0636284660744
1997-06,786.3507986997148
1997-07,779.5402930300053
1997-08,677.7231034124806
1997-09,641.5383428725794
1997-10,481.94488435754334
1997-11,421.49367544832444
1997-12,368.88345793762295
1998-01,314.3934878455521
1998-02,409.57115828483126
1998-03,414.7587991815059
1998-04,375.9864127531504
1998-05,324.64242524068436
1998-06,276.99784382194514
1998-07,270.22453852418676
1998-08,230.20754040348373
1998-09,245.33175569047225
1998-10,292.18293346250647
1998-11,335.821484871995
1998-12,339.4702509788297
1999-01,334.3070532555782
1999-02,319.41253736737497
1999-03,350.2128646692746
1999-04,426.10819256003253
1999-05,438.87337757264856
1999-06,498.17272783569086
1999-07,481.63685514515265
1999-08,477.84110132072357
1999-09,443.8151848751008
1999-10,446.2274945977505
1999-11,462.7440091738111
1999-12,481.77374196876104
2000-01,483.7988164425278
2000-02,470.32999302981125
2000-03,465.01953512288
2000-04,420.0282146964589
2000-05,377.26474318605693
2000-06,376.1898921954556
2000-07,363.48643040877
2000-08,360.3188624079233
2000-09,317.9428833465085
2000-10,288.9188465704459
2000-11,280.8582655413585
2000-12,270.89117536333356
2001-01,303.11887747843815
2001-02,306.1553132318851
2001-03,280.104220768687
2001-04,282.60288475013806
2001-05,293.20993608940773
2001-06,287.96118377610753
2001-07,270.4226544495319
2001-08,272.54441547621764
2001-09,239.33471350310612
2001-10,247.7978997905555
2001-11,272.7073608184309
2001-12,289.7711079941958
2002-01,312.577681366273
2002-02,317.490555455695
2002-03,345.989831725631
2002-04,350.5557768634003
2002-05,343.29173598294943
2002-06,324.5747803878981
2002-07,315.84782996293876
2002-08,310.1241713977868
2002-09,269.99142901177726
2002-10,280.49311689682247
2002-11,291.17913782429923
2002-12,279.22735570785767
2003-01,293.7952183460935
2003-02,282.60527766867585
2003-03,267.261830614666
2003-04,272.20946404597004
2003-05,304.83808141612565
2003-06,323.55478652125095
2003-07,346.9884821888193
2003-08,367.2833135784288
2003-09,372.0285878960388
2003-10,396.6916418511848
2003-11,397.9091809991014
2003-12,420.6495272015653
2004-01,444.53665361451954
2004-02,463.21474402780746
2004-03,454.1607377002369
2004-04,431.29259719242043
2004-05,409.0065742679502
2004-06,398.8659690842269
2004-07,386.59632956684356
2004-08,401.16364363431455
2004-09,420.0557939612872
2004-10,424.62923818548273
2004-11,462.0391899475096
2004-12,484.58188102470683
2005-01,488.27249743401654
2005-02,525.4379705134527
2005-03,504.62192305676916
2005-04,492.41048959644877
2005-05,503.20949546308606
2005-06,523.4127660144168
2005-07,548.2373025541377
2005-08,535.6831576962813
2005-09,559.7301155235958
2005-10,524.9796330111587
2005-11,571.6769262462525
2005-12,606.2597474954099
2006-01,639.0186556428569
2006-02,643.9546309819023
2006-03,670.9512386510735
2006-04,718.3170522797249
2006-05,674.7454005557721
2006-06,641.3970038287381
2006-07,639.2087291226409
2006-08,658.773926463308
2006-09,688.4366895099071
2006-10,714.0067983327127
2006-11,781.8720506800529
2006-12,805.4619104234279
2007-01,806.9248423300805
2007-02,829.4534601633619
2007-03,861.6565771504879
2007-04,916.0359915711236
2007-05,1000.0
2007-06,1056.0708451102867
2007-07,1163.4531134039057
2007-08,1094.9175265978965
2007-09,1177.7185103991415
2007-10,1251.3477774196892
2007-11,1133.36973205854
2007-12,1152.8356295176386
2008-01,980.3566341496063
2008-02,1048.6064431987857
2008-03,977.560828050682
2008-04,1027.260422539956
2008-05,999.2607180875503
2008-06,872.040110305532
2008-07,843.5867615470494
2008-08,773.9298175110092
2008-09,617.5097769381009
2008-10,428.2541389482091
2008-11,403.6228113498118
2008-12,468.2320875309238
2009-01,441.7424946729873
2009-02,426.6015026816966
2009-03,488.9250552041032
2009-04,595.0079205314945
2009-05,760.3119134804436
2009-06,741.5292753810684
2009-07,838.1810677395187
2009-08,821.8121003487381
2009-09,889.4929527039933
2009-10,895.5434074641813
2009-11,934.2963420993048
2009-12,997.0463186608039
2010-01,949.4306514171652
2010-02,953.7341718381422
2010-03,1039.7497832642284
2010-04,1068.8972351436514
2010-05,957.473727177225
2010-06,977.0949756306753
2010-07,1038.4275924521423
2010-08,1037.9579815735133
2010-09,1165.113029588765
2010-10,1206.372956379353
2010-11,1179.9238660611104
2010-12,1239.4837261529271
2011-01,1217.0097011561695
2011-02,1153.288577813226
2011-03,1205.5258523160887
2011-04,1255.959777470044
2011-05,1226.4533029392137
2011-06,1197.5753643287135
2011-07,1231.1568438766683
2011-08,1091.0972137577294
2011-09,912.9656110614009
2011-10,1004.8958580104331
2011-11,917.0070579867875
2011-12,906.2452146855201
2012-01,997.134724830811
2012-02,1087.2936544474849
2012-03,1045.8334204931987
2012-04,1027.740589871294
2012-05,947.9050716407423
2012-06,965.3872026885542
2012-07,965.6659692841613
2012-08,987.281022192459
2012-09,1053.5116902553618
2012-10,1041.868968239507
2012-11,1071.9305439691298
2012-12,1109.2454793045843
2013-01,1148.0440220239316
2013-02,1166.6858135439174
2013-03,1174.9980588400783
2013-04,1205.1659581394717
2013-05,1219.8238445771417
2013-06,1113.255635182557
2013-07,1122.6944953546356
2013-08,1095.0228337898072
2013-09,1162.8541738420738
2013-10,1194.6600855946417
2013-11,1183.4034087419218
2013-12,1185.6479195337859
2014-01,1163.8987854302854
2014-02,1208.2028619473358
2014-03,1222.5163506195495
2014-04,1225.5016446248776
2014-05,1262.3650120407183
2014-06,1285.5701268898672
2014-07,1303.5440960909539
2014-08,1325.3443312045056
2014-09,1277.4201682852345
2014-10,1253.3606503948558
2014-11,1235.5648082180205
2014-12,1212.4919271647047
2015-01,1239.3741523194976
2015-02,1262.0205275613787
2015-03,1279.7515040464687
2015-04,1405.1955751878666
2015-05,1423.2772602856846
2015-06,1349.6864131328557
2015-07,1234.6743461385709
2015-08,1109.584507719939
2015-09,1116.4669449042153
2015-10,1185.8869984790692
2015-11,1164.097431166204
2015-12,1169.7760011673768
2016-01,1069.4704424667177
2016-02,1058.7109441119117
2016-03,1151.428257831384
2016-04,1160.1381732921413
2016-05,1132.93106337111
2016-06,1148.4159976638707
2016-07,1188.182954937433
2016-08,1215.4735183523046
2016-09,1230.9636741196753
2016-10,1199.5613043638077
2016-11,1159.4035574158318
2016-12,1143.0497201919854
2017-01,1191.0665122417436
