Date,EM FAR EAST SMALL CAP
1994-05,1293.2583894930674
1994-06,1273.2999442425967
1994-07,1306.8006801450992
1994-08,1475.6502557311273
1994-09,1558.6367172449525
1994-10,1529.6442158571047
1994-11,1405.8933222096716
1994-12,1374.232712609748
1995-01,1186.3355616031972
1995-02,1279.1967229918416
1995-03,1250.282673013019
1995-04,1188.6525821590938
1995-05,1284.3345909477541
1995-06,1308.5663707331776
1995-07,1358.5026393979006
1995-08,1309.2259055512095
1995-09,1270.5465060261745
1995-10,1186.1375179435904
1995-11,1147.895440927067
1995-12,1187.5387478349537
1996-01,1281.740556581786
1996-02,1285.8279578832796
1996-03,1343.73592266165
1996-04,1500.7945086413933
1996-05,1422.7406032174913
1996-06,1419.330260750077
1996-07,1337.3046244906163
1996-08,1395.995921493981
1996-09,1442.1713749077614
1996-10,1418.104894978154
1996-11,1425.1041634959697
1996-12,1389.0052988487462
1997-01,1477.2446547239122
1997-02,1601.546065295861
1997-03,1570.9961378511127
1997-04,1455.0504273720587
1997-05,1409.4802980384445
1997-06,1399.3316287144733
1997-07,1317.0952054258078
1997-08,1054.3732709952121
1997-09,977.6531137653702
1997-10,743.8776676140543
1997-11,597.5190036423692
1997-12,492.089823590024
1998-01,459.1768118879448
1998-02,608.4817759231887
1998-03,616.4763669403101
1998-04,530.779490233874
1998-05,457.04082344808444
1998-06,393.36434616426584
1998-07,395.88407475243775
1998-08,329.14009955293284
1998-09,344.46127098485954
1998-10,404.7984179446482
1998-11,480.95547635601065
1998-12,503.6127123340943
1999-01,493.94686811502424
1999-02,461.9964215463927
1999-03,510.7029976565036
1999-04,655.3613123829701
1999-05,641.7768494258122
1999-06,723.3011311595549
1999-07,686.1139819428969
1999-08,652.724827828992
1999-09,580.1841580310958
1999-10,601.4144370522492
1999-11,605.4687431279639
1999-12,611.1874064024289
2000-01,632.8688086094829
2000-02,601.202545534311
2000-03,607.5052402188903
2000-04,536.6586367271525
2000-05,487.9853863808145
2000-06,465.47938679606966
2000-07,445.616741659635
2000-08,430.10577478352894
2000-09,374.4550862311138
2000-10,328.500289542592
2000-11,310.63292744740767
2000-12,288.13329179701196
2001-01,342.4376063097906
2001-02,345.7622904997589
2001-03,328.57867500467256
2001-04,322.8384667200709
2001-05,331.838857411039
2001-06,325.87785797613134
2001-07,304.05642114982345
2001-08,311.5819259529629
2001-09,269.62048568617473
2001-10,277.46253988827215
2001-11,309.05785802471223
2001-12,336.36287820326663
2002-01,365.94675564606024
2002-02,370.16259974378374
2002-03,412.23212335717824
2002-04,412.5980330157101
2002-05,398.5647470518945
2002-06,371.020928058357
2002-07,367.5027456259818
2002-08,363.91392634459606
2002-09,313.26281192478297
2002-10,325.3475321374126
2002-11,337.64169232081497
2002-12,321.19060861577856
2003-01,342.4222987245414
2003-02,323.3766159921849
2003-03,303.85286129489896
2003-04,310.81199948858773
2003-05,347.1119168847278
2003-06,369.1748352093131
2003-07,395.0307632640354
2003-08,412.6793803414333
2003-09,405.32398536544844
2003-10,434.23520799137026
2003-11,435.3081863597002
2003-12,456.39152429361593
2004-01,479.3454697284772
2004-02,504.9071411026209
2004-03,492.6915865796967
2004-04,465.10063629884866
2004-05,435.85797722529134
2004-06,419.97811819787916
2004-07,395.69000925768086
2004-08,412.7596018152928
2004-09,431.01517272605696
2004-10,434.0701102975253
2004-11,471.38904917821566
2004-12,490.25042216003624
2005-01,496.62019486060757
2005-02,539.4046623302293
2005-03,513.8826341743107
2005-04,492.0857385799546
2005-05,502.7384067562172
2005-06,526.9322520587318
2005-07,545.9866541995157
2005-08,526.350073574867
2005-09,552.8404655567524
2005-10,522.1779192148227
2005-11,575.5893953738919
2005-12,614.0275640433161
2006-01,640.3603003359408
2006-02,637.5623131055529
2006-03,651.9688503016368
2006-04,709.9368958432634
2006-05,674.2789645899213
2006-06,638.3813401502671
2006-07,633.6272830356284
2006-08,646.2062010888935
2006-09,675.1276140566649
2006-10,697.787691143989
2006-11,770.3472526476328
2006-12,795.8495664915863
2007-01,774.7691009516607
2007-02,814.5838065627136
2007-03,849.8519638861387
2007-04,898.6496530836436
2007-05,1000.0
2007-06,1059.3537434338027
2007-07,1198.5568463820002
2007-08,1127.3409547626645
2007-09,1199.291945648174
2007-10,1264.862244215037
2007-11,1112.5262986351156
2007-12,1099.1631672713322
2008-01,956.7742401469669
2008-02,1057.1117164640502
2008-03,1010.2337233750387
2008-04,1050.9186276685837
2008-05,1028.5983121405352
2008-06,908.0550701560744
2008-07,873.0892543564067
2008-08,795.8275702986487
2008-09,632.9202405839555
2008-10,453.4431297017687
2008-11,430.66914835679347
2008-12,501.2433413599856
2009-01,473.4367949815904
2009-02,465.87940574885835
2009-03,550.7220290331345
2009-04,672.6781168467859
2009-05,815.8586605126401
2009-06,790.1229190276466
2009-07,891.9227200264306
2009-08,860.7088654312371
2009-09,935.3765874318146
2009-10,944.1930885484845
2009-11,982.960754306229
2009-12,1056.4972007820434
2010-01,995.3787211149985
2010-02,1001.8795637741287
2010-03,1094.3816160994165
2010-04,1112.095898060827
2010-05,992.5369159407413
2010-06,1005.3248712689779
2010-07,1070.2836913267677
2010-08,1068.8336909432196
2010-09,1202.5467083795836
2010-10,1243.022052032115
2010-11,1229.006648369854
2010-12,1296.6917803906833
2011-01,1297.9336461667756
2011-02,1231.005715000714
2011-03,1283.409301740689
2011-04,1334.9180673684505
2011-05,1305.6670571708914
2011-06,1272.6879469623088
2011-07,1316.708746614002
2011-08,1164.404480090224
2011-09,969.4996518809036
2011-10,1070.8059455015286
2011-11,987.0341493629884
2011-12,990.773972916794
2012-01,1075.9023476379598
2012-02,1170.8297878421845
2012-03,1123.3805926969549
2012-04,1099.3403632587547
2012-05,1023.3592186754368
2012-06,1039.435579125177
2012-07,1031.6255376290646
2012-08,1057.1921801181102
2012-09,1116.7588950510767
2012-10,1098.88210471105
2012-11,1126.8958888981115
2012-12,1172.713603763566
2013-01,1211.316745966051
2013-02,1251.3847631151666
2013-03,1262.6993878545622
2013-04,1295.7149446594535
2013-05,1324.393659556099
2013-06,1203.6941715298663
2013-07,1222.588064351638
2013-08,1193.6744083612214
2013-09,1259.2554973805577
2013-10,1298.5492054399429
2013-11,1281.8848901042036
2013-12,1275.3050497373908
2014-01,1266.7353321732455
2014-02,1318.321587921139
2014-03,1328.9755170637454
2014-04,1324.623742228782
2014-05,1352.4394222583674
2014-06,1372.7312849611153
2014-07,1395.1677003478242
2014-08,1425.6156649511674
2014-09,1376.0794668121077
2014-10,1335.5478262586198
2014-11,1305.7551241810004
2014-12,1286.343680248816
2015-01,1309.901672883024
2015-02,1339.6364210381182
2015-03,1371.142961987714
2015-04,1533.734922646939
2015-05,1554.5184772519376
2015-06,1471.1905107900998
2015-07,1314.9761656971452
2015-08,1184.048625502819
2015-09,1193.7674703708042
2015-10,1273.5494492289183
2015-11,1249.6950120309766
2015-12,1257.4051667439974
2016-01,1160.1309739114322
2016-02,1159.943249498288
2016-03,1252.0246468004586
2016-04,1254.5703475892897
2016-05,1219.9226430609108
2016-06,1235.6399267830232
2016-07,1274.8439399969225
2016-08,1304.2333658235634
2016-09,1319.0372844570625
2016-10,1266.854266288721
2016-11,1235.1482218380254
2016-12,1222.7666227471732
2017-01,1269.320100182019
2017-02,1330.62308786266
2017-03,1361.8735409928995
2017-04,1362.405455
2017-05,1387.315891
2017-06,1395.133506
2017-07,1432.316843
2017-08,1458.034589
2017-09,1468.539873
2017-10,1534.172343
2017-11,1573.471344
2017-12,1603.275969
2018-01,1718.333315
2018-02,1638.26613
2018-03,1637.726515
2018-04,1627.2120738818378
2018-05,1655.2624299126794
2018-06,1542.3437988569167
2018-07,1531.9362331606712
2018-08,1521.4653860505787
2018-09,1501.5498969563846
2018-10,1280.0565464808456
2018-11,1360.9983447621905
2018-12,1326.534455905818
2019-01,1407.050678471566
2019-02,1450.5746833238406
2019-03,1449.6075177729003
2019-04,1455.943875612604
2019-05,1343.753291251274
2019-06,1404.7100801060558
2019-07,1383.6325971029037
2019-08,1326.3914065513595
2019-09,1345.9257566037952
2019-10,1398.0085371046591
2019-11,1377.3002963912334
2019-12,1454.1220013748914
2020-01,1352.8360160273535
2020-02,1297.1059326045324
2020-03,1104.796578153133
2020-04,1268.6848703644444
2020-05,1307.2525175020414
2020-06,1415.209324016989
2020-07,1555.9183210279032
2020-08,1628.823880623496
2020-09,1591.740172805778
2020-10,1603.301077443551
2020-11,1799.0514654218707
2020-12,1928.0737857389518
2021-01,1933.7393205800884
2021-02,2056.0926672622545
2021-03,2069.4663606181994
2021-04,2226.339699814227
2021-05,2214.1022947548827
2021-06,2275.5403245815037
2021-07,2211.43373044508
2021-08,2224.123020297418
2021-09,2158.5369905331536
2021-10,2200.3008189827046
2021-11,2155.4376711353448
2021-12,2231.515309588926
2022-01,2041.055503742859
2022-02,2052.325735040146
2022-03,2052.6572136596064
2022-04,1917.5584589279479
2022-05,1927.1863392546388
2022-06,1723.6405299089918
2022-07,1724.2064833825864
2022-08,1740.9004523269043
2022-09,1483.783013330469
2022-10,1437.8450088347615
2022-11,1676.3396003204507
2022-12,1675.840354539519
2023-01,1830.7149235599743
2023-02,1783.9355063713285
2023-03,1818.5730526261973
2023-04,1782.9746845596062
2023-05,1781.4024583867417
2023-06,1821.424183505521
2023-07,1939.3277638161032
