Date,EM ASIA SMALL CAP
1994-05,1073.263583938
1994-06,1067.9123951526421
1994-07,1099.1978689896691
1994-08,1235.1326875337047
1994-09,1282.835346920724
1994-10,1257.9540410852578
1994-11,1162.6349481791838
1994-12,1129.3491171265914
1995-01,986.8543022834241
1995-02,1042.128712689813
1995-03,1012.7210957209704
1995-04,957.4872889873286
1995-05,1019.1433955689897
1995-06,1029.3608133189502
1995-07,1069.8173361916179
1995-08,1027.1485963667428
1995-09,994.9361268010638
1995-10,930.0547762364275
1995-11,886.5306308065248
1995-12,917.6724081769602
1996-01,967.448916111969
1996-02,990.2753361011344
1996-03,1023.6214911547108
1996-04,1129.2969844473398
1996-05,1074.8537286213245
1996-06,1074.5941469438244
1996-07,1002.5088405903382
1996-08,1032.5930317088128
1996-09,1049.0428742829795
1996-10,1029.0424031277266
1996-11,1026.2892153347843
1996-12,1006.8115260592415
1997-01,1070.070894262466
1997-02,1155.6131529427826
1997-03,1125.8888983006127
1997-04,1052.0678752311728
1997-05,1018.9004557237014
1997-06,1019.0959510116032
1997-07,983.3153268190932
1997-08,798.2076127673234
1997-09,743.1162417809379
1997-10,587.3221852211933
1997-11,478.51370462966383
1997-12,407.7527808010312
1998-01,379.78165282151673
1998-02,484.7006331176848
1998-03,497.5868817097694
1998-04,446.1471840011745
1998-05,390.24292587000656
1998-06,329.1566522778981
1998-07,331.59401631633546
1998-08,285.40687446478285
1998-09,299.8752741798926
1998-10,338.5242167661731
1998-11,394.0424064702576
1998-12,415.66777240424886
1999-01,413.7998565775332
1999-02,390.310478618412
1999-03,436.1133366512372
1999-04,517.1251427509072
1999-05,518.9650559588977
1999-06,576.0081883309782
1999-07,564.7530785928125
1999-08,567.9097551567652
1999-09,521.3972678995848
1999-10,525.8585977597756
1999-11,538.7255804692278
1999-12,557.0898185181853
2000-01,584.635081429725
2000-02,561.8787524512562
2000-03,555.8766172383309
2000-04,490.15344338368953
2000-05,449.13258543687596
2000-06,433.0287303651392
2000-07,413.35119650678246
2000-08,401.30777482645533
2000-09,350.94731202422537
2000-10,311.2957807913803
2000-11,300.61068676999685
2000-12,283.11873144026356
2001-01,328.96856523714786
2001-02,330.47807855015924
2001-03,306.03159602291726
2001-04,301.0014973405115
2001-05,310.4622596693566
2001-06,301.15601798524426
2001-07,281.16433791454864
2001-08,287.1411729090228
2001-09,248.85783512421736
2001-10,257.41737962097966
2001-11,287.4538095606134
2001-12,309.2469285227925
2002-01,334.5866592779076
2002-02,340.83766198248117
2002-03,377.19680198354604
2002-04,380.16972821249124
2002-05,367.49049984722393
2002-06,343.8278471898437
2002-07,339.5997187316937
2002-08,336.420497133473
2002-09,290.8512937877647
2002-10,301.34871448213113
2002-11,313.02032140980987
2002-12,299.4705300748203
2003-01,317.72415411390995
2003-02,301.2582365353901
2003-03,283.3744832081433
2003-04,290.06720570726196
2003-05,323.90885150245185
2003-06,345.4693452812214
2003-07,370.21326965954813
2003-08,388.1790329687767
2003-09,383.00375157245475
2003-10,411.1665502204755
2003-11,413.75616272488867
2003-12,439.32054444072213
2004-01,457.3578151175456
2004-02,479.1123214431505
2004-03,469.5849035098632
2004-04,447.1272774278433
2004-05,415.4752703456629
2004-06,401.7122505099248
2004-07,383.25612398138014
2004-08,399.902051235627
2004-09,418.2948964749407
2004-10,421.2719282549941
2004-11,459.51157863760506
2004-12,483.7961272190764
2005-01,488.68219389385655
2005-02,530.2178664690405
2005-03,506.5991370530462
2005-04,486.92617837481026
2005-05,499.4278446376037
2005-06,522.0914666305238
2005-07,545.0568046068208
2005-08,531.6831869017258
2005-09,559.898390304494
2005-10,525.399080053049
2005-11,578.1356641374207
2005-12,618.0020799382196
2006-01,647.585580132673
2006-02,646.6620319778888
2006-03,666.8428568916321
2006-04,721.4643784101535
2006-05,675.6754003743241
2006-06,635.5978599468115
2006-07,629.7640165661438
2006-08,648.3014577120722
2006-09,681.0679114319581
2006-10,706.4482862372346
2006-11,777.3832410576483
2006-12,800.8478301799319
2007-01,787.9393444251947
2007-02,813.2715264958163
2007-03,845.2038264767684
2007-04,902.3013172864652
2007-05,1000.0
2007-06,1058.71334496235
2007-07,1184.3782849267718
2007-08,1117.0579272330474
2007-09,1200.3967604921527
2007-10,1275.1087817298142
2007-11,1152.1494564698505
2007-12,1175.392173287938
2008-01,1002.7473389624793
2008-02,1080.345734851837
2008-03,1010.451966906337
2008-04,1059.7332175420192
2008-05,1019.9304512661391
2008-06,882.6090005033819
2008-07,860.0581834492859
2008-08,794.8718530260378
2008-09,632.2936811649255
2008-10,444.7989884560859
2008-11,419.16017214301917
2008-12,485.74323459068864
2009-01,455.6668728040956
2009-02,441.32771146873336
2009-03,516.0255723710322
2009-04,630.1568949479042
2009-05,794.162839992453
2009-06,772.1723327485706
2009-07,867.3450849901942
2009-08,849.83347110028
2009-09,923.6134419301499
2009-10,924.1062369436867
2009-11,967.8720280355564
2009-12,1035.4916125583377
2010-01,982.6325300586234
2010-02,984.31036608046
2010-03,1075.8329438650455
2010-04,1102.0972104908046
2010-05,986.2297276243675
2010-06,1004.471631004951
2010-07,1064.7303614170826
2010-08,1065.7258718782493
2010-09,1198.215399677221
2010-10,1240.3946582228855
2010-11,1205.6128164201218
2010-12,1267.6453811663782
2011-01,1240.1946877505804
2011-02,1174.8676046152527
2011-03,1232.522085508298
2011-04,1282.3160535246452
2011-05,1248.066181749543
2011-06,1220.5489812097755
2011-07,1260.8377710856187
2011-08,1110.7192708780165
2011-09,937.1459610125311
2011-10,1025.5360607181292
2011-11,932.1510660283153
2011-12,923.0849063082762
2012-01,1017.2636582312282
2012-02,1108.3237994075025
2012-03,1062.03556446395
2012-04,1037.3211484580459
2012-05,958.8719703666881
2012-06,977.6325817002812
2012-07,969.3670064843019
2012-08,989.4936723112457
2012-09,1056.7755350915515
2012-10,1039.1965457728418
2012-11,1068.0367690512262
2012-12,1108.0632983115397
2013-01,1141.3888683694163
2013-02,1160.5693279260192
2013-03,1167.6730870275683
2013-04,1200.3479386261777
2013-05,1220.1355854608898
2013-06,1107.1603963179086
2013-07,1115.948914194929
2013-08,1082.6480114204091
2013-09,1146.5198743308351
2013-10,1188.6350886816294
2013-11,1175.0440074587411
2013-12,1175.9160171684407
2014-01,1163.0804956055156
2014-02,1210.9072842133169
2014-03,1231.1112539171322
2014-04,1229.7337972188025
2014-05,1271.1737147981057
2014-06,1298.0029091412296
2014-07,1315.3220799499427
2014-08,1343.1590449808562
2014-09,1300.939858046244
2014-10,1270.2801363387068
2014-11,1249.2064263621473
2014-12,1231.370508761134
2015-01,1261.026414912737
2015-02,1288.8435012778973
2015-03,1311.7964067902356
2015-04,1440.0873872260777
2015-05,1461.3547315737037
2015-06,1387.9372261500519
2015-07,1268.5516385403753
2015-08,1143.1534613916658
2015-09,1154.494873931445
2015-10,1225.5882890838707
2015-11,1204.7781637405515
2015-12,1214.1176075374183
2016-01,1115.6289105091196
2016-02,1096.7518798594779
2016-03,1194.1914279737234
2016-04,1201.5949150063582
2016-05,1173.1679335313402
2016-06,1194.2890571492464
2016-07,1237.0987043195998
2016-08,1267.53611146745
2016-09,1281.49351002862
2016-10,1246.2823038140139
2016-11,1199.0378873705115
2016-12,1186.332376649539
2017-01,1236.9896716429498
2017-02,1305.6515748414304
2017-03,1348.3817984672617
2017-04,1363.484684
2017-05,1378.548295
2017-06,1388.97808
2017-07,1429.656107
2017-08,1449.2147
2017-09,1452.932128
2017-10,1527.050783
2017-11,1567.226491
2017-12,1610.004961
2018-01,1698.485956
2018-02,1617.249828
2018-03,1601.467302
2018-04,1607.779557627442
2018-05,1609.5606715137358
2018-06,1499.54226676573
2018-07,1502.9489936434738
2018-08,1497.218385624342
2018-09,1429.4247731234727
2018-10,1248.1577514901749
2018-11,1329.5238303783474
2018-12,1306.988861154839
2019-01,1351.9996403633563
2019-02,1381.3630521250484
2019-03,1413.6125030596224
2019-04,1408.7816712895326
2019-05,1327.819737695639
2019-06,1366.6413203281945
2019-07,1324.8861229822453
2019-08,1267.8782759786648
2019-09,1293.4919456010477
2019-10,1343.700894
2019-11,1331.8650667338215
2019-12,1391.8120558101025
2020-01,1329.5034989683493
2020-02,1266.661434249998
2020-03,1026.4948551941086
2020-04,1180.2453995635278
2020-05,1205.0392942941116
2020-06,1312.6405049759237
2020-07,1438.4662493727567
2020-08,1517.8700800792153
2020-09,1495.538797072147
2020-10,1503.1233696894742
2020-11,1688.9169884149098
2020-12,1809.4643203444994
2021-01,1817.5122763961488
2021-02,1952.5827564834838
2021-03,1974.2543384215578
2021-04,2093.2469740526208
2021-05,2122.119869084331
2021-06,2183.4852944968247
2021-07,2162.511729745027
2021-08,2183.6077374556094
2021-09,2161.9952744436796
2021-10,2185.5054450088173
2021-11,2141.8569635184044
2021-12,2227.1196598180377
2022-01,2077.3394807756076
2022-02,2032.532870651332
2022-03,2058.161725381409
2022-04,1958.7072416936503
2022-05,1917.115079156314
2022-06,1732.3858228661602
2022-07,1774.4097032581544
2022-08,1813.3923047571589
2022-09,1612.1056310782244
2022-10,1575.8373831798467
2022-11,1763.8822359915775
2022-12,1741.51408145358
2023-01,1852.0474083916447
2023-02,1802.864907593694
2023-03,1823.7735278404477
2023-04,1825.6361181498164
2023-05,1847.0108153586482
2023-06,1917.3045370038137
2023-07,2040.7592435122683
