Date,FM GCC COUNTRIES SMALL CAP
2014-05,1000.0
2014-06,970.5883682829369
2014-07,992.1261487164775
2014-08,1019.0775147950831
2014-09,1032.1673331680038
2014-10,980.6033354462992
2014-11,947.9384947748898
2014-12,895.5149473317783
2015-01,898.5451490631528
2015-02,899.4992219532171
2015-03,862.2701530172767
2015-04,873.9881072770885
2015-05,861.897944049627
2015-06,851.8360998341391
2015-07,860.9564270157651
2015-08,794.9820981930562
2015-09,794.5868989432731
2015-10,813.2055311664996
2015-11,814.7776278458958
2015-12,797.5232574223179
2016-01,742.5175858024527
2016-02,772.6917823565232
2016-03,819.0576828838851
2016-04,860.3364382064357
2016-05,834.7695730885002
2016-06,832.2730945138563
2016-07,831.2885527391969
2016-08,827.473476434603
2016-09,832.5206092558384
2016-10,842.4638492748531
2016-11,887.2779672301584
2016-12,950.3705491698869
2017-01,1070.372331709904
2017-02,1078.4426176392221
2017-03,1046.7434436535955
2017-04,1028.398688
2017-05,1010.030356
2017-06,994.675902
2017-07,1027.233464
2017-08,1010.421032
2017-09,1004.699923
2017-10,982.082605
2017-11,957.00067
2017-12,982.91106
2018-01,994.330881
2018-02,981.98751
2018-03,971.591921
2018-04,964.6994650566355
2018-05,947.3277208508529
2018-06,964.9239960325153
2018-07,972.0430161309376
2018-08,959.3193576728193
2018-09,937.7172052361686
2018-10,904.2982190400547
2018-11,919.5255729124183
2018-12,913.8813057408595
2019-01,903.5653304067197
2019-02,890.2864542185116
2019-03,930.6594640382864
2019-04,966.256208792909
2019-05,978.7337958512858
2019-06,971.0147157724713
2019-07,994.2813053875784
2019-08,964.3223438484109
2019-09,948.7238913688133
2019-10,958.1795062515489
2019-11,979.7507969202507
2019-12,981.3756225274127
2020-01,989.0509570432279
2020-02,963.7049013984425
2020-03,722.8902481968554
2020-04,778.5922632930665
2020-05,772.6495042858008
2020-06,800.8720594392943
2020-07,784.4756027507075
2020-08,787.472730590561
2020-09,809.3568939455066
2020-10,820.0156184301735
2020-11,842.0169858865406
2020-12,846.3515434195816
2021-01,838.6777744348632
2021-02,827.3459240396311
2021-03,847.5549111963737
2021-04,866.5591636783334
2021-05,888.5712308417556
2021-06,944.4631691511981
2021-07,936.6216961150648
2021-08,942.4234984290493
2021-09,935.8020024559144
2021-10,992.7365274916422
2021-11,1030.2442813527707
2021-12,1114.8218352197598
2022-01,1104.5843304781804
2022-02,1080.7168984199127
2022-03,1137.444885514611
2022-04,1156.7251564024289
2022-05,1111.2554001850751
2022-06,1076.0650484707458
2022-07,1179.1609850930627
2022-08,1208.808891351231
2022-09,1164.2408032185415
2022-10,1129.6371640625546
2022-11,1187.6002968549635
2022-12,1203.8796192457212
2023-01,1201.7566029110883
2023-02,1203.1601660850927
2023-03,1230.964898984795
2023-04,1307.1099088487194
2023-05,1369.6595382928358
2023-06,1421.7883261475074
2023-07,1525.6517584714077
