Date,GOLDEN DRAGON SMALL CAP
2007-05,1000.0
2007-06,1061.2442994083451
2007-07,1192.3958989988585
2007-08,1122.383548108201
2007-09,1201.612472292787
2007-10,1232.2085705904096
2007-11,1085.3524228073284
2007-12,1065.3139193620486
2008-01,903.9851555289123
2008-02,1009.2015242692771
2008-03,982.477244067341
2008-04,1035.6601315251605
2008-05,1009.1398848824896
2008-06,859.7911405541673
2008-07,831.418024105819
2008-08,775.6307527923477
2008-09,585.0847805910988
2008-10,442.24431840470095
2008-11,425.26635871576093
2008-12,485.07611552509326
2009-01,460.26528589137706
2009-02,473.42592363964434
2009-03,544.2870408370067
2009-04,647.9176151656396
2009-05,834.6633487083003
2009-06,812.9709278275324
2009-07,939.272532856262
2009-08,874.5175083927994
2009-09,953.1241884081156
2009-10,986.5897781584445
2009-11,1055.3159828454482
2009-12,1134.9135209235424
2010-01,1063.7237517378508
2010-02,1070.7089928989697
2010-03,1170.7841534005327
2010-04,1183.1927781882264
2010-05,1051.878923830426
2010-06,1049.5113653528385
2010-07,1124.4552979502596
2010-08,1116.95770854792
2010-09,1254.4168605595187
2010-10,1287.5403013967145
2010-11,1310.8185664283326
2010-12,1376.1015770224587
2011-01,1376.0611711540944
2011-02,1298.6925193842042
2011-03,1321.0014596231204
2011-04,1366.3827474315729
2011-05,1345.042067282035
2011-06,1284.572943073527
2011-07,1275.338044583491
2011-08,1115.1629437905835
2011-09,926.0538812371483
2011-10,1020.574190901711
2011-11,919.9576992629968
2011-12,912.187290581211
2012-01,996.0190269751025
2012-02,1127.28343365337
2012-03,1067.3811736089472
2012-04,1043.8813662729979
2012-05,983.8820299466814
2012-06,971.8723408008391
2012-07,955.7649930942706
2012-08,981.7126102663874
2012-09,1036.4594163432878
2012-10,1013.8983023074599
2012-11,1062.08820917836
2012-12,1121.201018719138
2013-01,1178.1407319429502
2013-02,1191.0542094023544
2013-03,1185.4236392437222
2013-04,1212.33808039557
2013-05,1264.9007471425489
2013-06,1176.4471296589197
2013-07,1203.550747460862
2013-08,1229.9254515873527
2013-09,1280.9733750928165
2013-10,1323.7286689163097
2013-11,1341.6872060294286
2013-12,1360.7176330169075
2014-01,1337.2672814853238
2014-02,1378.0630464594592
2014-03,1359.4868487668703
2014-04,1326.538140580993
2014-05,1362.659221916677
2014-06,1386.743138690609
2014-07,1402.3553527172576
2014-08,1406.0156509821861
2014-09,1347.1663872031054
2014-10,1320.1938077331806
2014-11,1313.830432340741
2014-12,1290.7685193838838
2015-01,1293.2397832316483
2015-02,1308.222594289493
2015-03,1354.1863414744503
2015-04,1565.4156274425218
2015-05,1614.831241061635
2015-06,1466.9334429523446
2015-07,1268.5116725249686
2015-08,1115.8072707620777
2015-09,1144.3905581596919
2015-10,1240.2239530151471
2015-11,1219.4890526714678
2015-12,1231.4377318076677
2016-01,1089.098434346436
2016-02,1111.7994308265884
2016-03,1179.2821006177912
2016-04,1175.6873332299704
2016-05,1154.932403270167
2016-06,1150.4018817927083
2016-07,1179.6851099023515
2016-08,1242.015311441843
2016-09,1267.1548015111732
2016-10,1245.2017523816926
2016-11,1243.0906009924302
2016-12,1209.010758274086
2017-01,1263.638976922121
2017-02,1328.2861515547004
2017-03,1351.8512425337833
2017-04,1349.451541
2017-05,1352.345416
2017-06,1368.18487
2017-07,1421.54764
2017-08,1460.131674
2017-09,1493.920714
2017-10,1539.702373
2017-11,1545.854344
2017-12,1565.939997
2018-01,1661.778541
2018-02,1599.395953
2018-03,1589.509479
2018-04,1576.206086219984
2018-05,1629.377963311816
2018-06,1544.464676814263
2018-07,1534.1589909702438
2018-08,1477.0014651336423
2018-09,1434.1309728455676
2018-10,1253.279437482985
2018-11,1327.706762734934
2018-12,1285.4015434220178
2019-01,1355.3741001239666
2019-02,1421.257875160455
2019-03,1452.008500167789
2019-04,1459.9062001024477
2019-05,1347.2344033644806
2019-06,1405.7382822202615
2019-07,1419.8989757669492
2019-08,1358.83233084265
2019-09,1381.0743921191875
2019-10,1440.0140338776057
2019-11,1432.1236127152692
2019-12,1505.9046797958724
2020-01,1424.4453373480085
2020-02,1414.823667752596
2020-03,1215.3654937864596
2020-04,1370.9474827259614
2020-05,1369.9007124315076
2020-06,1509.9532830198516
2020-07,1613.2398572161335
2020-08,1668.630464378814
2020-09,1633.3728322574198
2020-10,1657.207691368871
2020-11,1822.7421602816871
2020-12,1899.8916619177512
2021-01,1953.9636310817261
2021-02,2136.336478010552
2021-03,2129.4164541760474
2021-04,2309.5217520770084
2021-05,2259.1163679528195
2021-06,2340.0164675353108
2021-07,2247.0542795041265
2021-08,2247.8678314110985
2021-09,2154.563139493719
2021-10,2195.369749100029
2021-11,2220.7404741846876
2021-12,2256.091284984472
2022-01,2115.715491607179
2022-02,2107.4485224607647
2022-03,2052.1429636981147
2022-04,1893.5412517145407
2022-05,1916.2433064622546
2022-06,1807.9976749765851
2022-07,1759.9844159366176
2022-08,1776.1025758901624
2022-09,1530.959381919788
2022-10,1416.5160444091916
2022-11,1707.2571429253478
2022-12,1737.3285933062696
2023-01,1904.6217759549747
2023-02,1877.5603764538916
2023-03,1876.5621252807764
2023-04,1849.9890556328598
2023-05,1845.3397812730755
2023-06,1895.643318151317
2023-07,1976.4512890621786
