Date,EM EMEA SMALL CAP
1996-12,202.02146914949878
1997-01,223.24989209726536
1997-02,229.90077028049626
1997-03,229.28141615056887
1997-04,223.82655233079174
1997-05,225.5942194495499
1997-06,229.65129521972167
1997-07,240.01089770559946
1997-08,234.18115797041773
1997-09,241.36954146484806
1997-10,222.0670064504648
1997-11,212.9892318278262
1997-12,212.0297016831093
1998-01,206.52431408123752
1998-02,222.37105083673913
1998-03,231.04625140611523
1998-04,250.3513657444463
1998-05,240.46070643690948
1998-06,209.78862727402503
1998-07,206.52479746110214
1998-08,143.45667453623417
1998-09,141.37219015468523
1998-10,152.15526527543147
1998-11,151.56405871870376
1998-12,147.7557736576322
1999-01,146.76176368783146
1999-02,150.19185444482378
1999-03,165.57116421745275
1999-04,174.4799427807986
1999-05,173.08959875613348
1999-06,183.5703905796202
1999-07,184.23196561330346
1999-08,176.31194077266542
1999-09,174.52643703891957
1999-10,175.44280780884063
1999-11,192.1158879999788
1999-12,233.9039934891996
2000-01,260.1451641403965
2000-02,263.9692421039569
2000-03,249.12491437522203
2000-04,240.98500269138034
2000-05,225.61176184845021
2000-06,227.72580140723892
2000-07,219.46954601124483
2000-08,228.75646171374757
2000-09,209.83942353665958
2000-10,192.71212732659941
2000-11,171.76874814179314
2000-12,180.23760916968507
2001-01,181.22978608043286
2001-02,161.42926150397892
2001-03,149.21837446312873
2001-04,165.5847669862276
2001-05,163.9954163214583
2001-06,163.32006634194494
2001-07,156.07770958851918
2001-08,156.26700834293305
2001-09,137.29341381798073
2001-10,142.92041678761362
2001-11,153.32812936953377
2001-12,154.68704571045058
2002-01,160.1149531124358
2002-02,152.21151724313123
2002-03,157.9119663012505
2002-04,161.9781024263911
2002-05,165.507727934506
2002-06,153.6034942357253
2002-07,149.2401402183216
2002-08,148.04613667333982
2002-09,142.93350338750426
2002-10,154.40510155468147
2002-11,176.357459174257
2002-12,177.53535127021544
2003-01,174.8824342133804
2003-02,178.60563108536059
2003-03,173.17636826870265
2003-04,193.6962666272675
2003-05,206.78832208770515
2003-06,219.14737473880135
2003-07,229.03857307548714
2003-08,245.1611307271896
2003-09,254.62171039288432
2003-10,272.16659697815675
2003-11,295.14912808774596
2003-12,311.04760947870045
2004-01,308.34510561225085
2004-02,323.21117456037297
2004-03,338.73309904053326
2004-04,311.41786467060473
2004-05,315.6673671335034
2004-06,331.72589758212547
2004-07,329.05064754439985
2004-08,328.1855075646677
2004-09,356.998014743585
2004-10,382.67388665711474
2004-11,430.67431268718786
2004-12,463.01014085106743
2005-01,461.46450431388985
2005-02,492.2932121529718
2005-03,454.1958215415248
2005-04,450.1536306500363
2005-05,446.1837079638701
2005-06,460.43834620275504
2005-07,498.04968261371266
2005-08,525.1618772755486
2005-09,562.4899363486229
2005-10,537.3670596590299
2005-11,574.9577066836703
2005-12,621.5559752522911
2006-01,709.6135387471231
2006-02,724.9946057800454
2006-03,735.1257248022677
2006-04,773.2320651562156
2006-05,666.8290238174584
2006-06,605.5146240326643
2006-07,646.2510866818382
2006-08,662.0171864689772
2006-09,654.8217872800435
2006-10,721.213727225629
2006-11,768.3333140745232
2006-12,810.092202020308
2007-01,834.4051207230693
2007-02,854.6360815427344
2007-03,906.5898140522984
2007-04,984.8338755812805
2007-05,1000.0
2007-06,1002.6564600674081
2007-07,989.594495437015
2007-08,968.093275362865
2007-09,1036.6671782330593
2007-10,1124.005575276172
2007-11,1047.7455914339293
2007-12,1053.6729177306756
2008-01,899.7609829121619
2008-02,936.65309168731
2008-03,888.6268774785348
2008-04,928.9688469599706
2008-05,919.2896986293354
2008-06,829.5325936818577
2008-07,837.2246148870087
2008-08,805.4246086346067
2008-09,680.0918472802434
2008-10,473.96572581449783
2008-11,440.59070214672647
2008-12,476.9664147435921
2009-01,432.1791188776291
2009-02,406.44317126435413
2009-03,446.6535299118881
2009-04,536.2024259200115
2009-05,599.4742532234701
2009-06,641.9229103867447
2009-07,710.9911768165553
2009-08,768.2025473829596
2009-09,800.4484269488707
2009-10,805.5073913986148
2009-11,807.0781145461868
2009-12,851.592836704985
2010-01,868.9887178889207
2010-02,853.309853227212
2010-03,948.9200486675146
2010-04,971.8870211743114
2010-05,855.7239901754879
