Date,PACIFIC SMALL CAP
2020-08,363.45837182651894
2020-09,369.70704558050573
2020-10,362.6642608252177
2020-11,393.2658836501326
2020-12,412.45231738484887
2021-01,410.42812187814786
2021-02,415.5865330330079
2021-03,426.8748109111174
2021-04,430.8733003825242
2021-05,429.17447830705663
2021-06,431.9646574834205
2021-07,428.70170845278096
2021-08,440.3803236213597
2021-09,438.92463402033144
2021-10,433.9675003410722
2021-11,408.97428414440856
2021-12,420.6946572948253
2022-01,392.6425056006584
2022-02,400.44522082677054
2022-03,400.7082571293505
2022-04,373.29803953170955
2022-05,370.29973923167415
2022-06,342.2133535594895
2022-07,362.2754345232553
2022-08,358.7538295225844
2022-09,324.8842848039975
2022-10,327.21952043987665
2022-11,358.8311104891381
2022-12,364.9413212828802
2023-01,385.7485818568828
2023-02,369.05523764253104
2023-03,374.84103377284447
2023-04,377.8811441099422
2023-05,368.6130826633689
2023-06,377.91357595550323
2023-07,393.8193495186037
