Date,PACIFIC SMALL CAP
2000-12,100.0
2001-01,99.96425499595145
2001-02,100.4762633449264
2001-03,94.67978099128044
2001-04,105.72354481645651
2001-05,105.48234340342513
2001-06,104.422536214674
2001-07,97.23456218092883
2001-08,98.60285784512749
2001-09,89.18262934610081
2001-10,92.39227272847643
2001-11,91.34577999228343
2001-12,84.23643675712593
2002-01,81.49624822244475
2002-02,84.39482181444913
2002-03,89.65067553886664
2002-04,93.57102296796307
2002-05,102.4158614343033
2002-06,98.22483498558401
2002-07,94.18053179866597
2002-08,93.26254705425225
2002-09,89.05072464011074
2002-10,83.14548326954906
2002-11,84.15826280319949
2002-12,83.25578837951996
2003-01,83.8651154610356
2003-02,86.3644789093763
2003-03,85.32212647895678
2003-04,88.59704238012212
2003-05,93.33208676992271
2003-06,102.08134112425827
2003-07,103.60333844128341
2003-08,114.2233916128379
2003-09,122.74437004482171
2003-10,132.1351149224423
2003-11,125.48699532695505
2003-12,134.21244844732684
2004-01,139.29799275609594
2004-02,140.44298534842702
2004-03,157.57219024829493
2004-04,151.37436734441064
2004-05,145.8886242130959
2004-06,156.6686976352439
2004-07,149.0364928891669
2004-08,151.59364793247494
2004-09,151.23891643700503
2004-10,156.32372
2004-11,164.91015326414626
2004-12,172.54773415460465
2005-01,176.933800777114
2005-02,181.0644185256123
2005-03,179.04485612397085
2005-04,177.10302877583197
2005-05,175.68827392977693
2005-06,180.35821662885652
2005-07,186.22004568777584
2005-08,190.52623986088224
2005-09,201.7104529053181
2005-10,200.70958004710337
2005-11,208.9969870032005
2005-12,230.79600008616006
2006-01,239.59472464921947
2006-02,228.5168498067194
2006-03,238.61721407228214
2006-04,243.57679419433538
2006-05,226.00863306652798
2006-06,220.09520954948755
2006-07,210.02963129742668
2006-08,215.96738733716583
2006-09,213.5686786075221
2006-10,216.82676672204406
2006-11,219.5126060296312
2006-12,223.04217050623916
2007-01,227.80491211032728
2007-02,235.25323413544805
2007-03,237.71836720070954
2007-04,240.58023191383714
2007-05,240.15626346328258
2007-06,243.4353762248628
2007-07,243.35822813577968
2007-08,228.23198059421372
2007-09,234.73285543273354
2007-10,246.11975195045983
2007-11,232.14401861585952
2007-12,222.34084156420732
2008-01,204.0714874202438
2008-02,209.9454301915991
2008-03,205.10300227462764
2008-04,211.62893008396674
2008-05,216.59217071070043
2008-06,199.58438191396917
2008-07,192.1905878350017
2008-08,181.40309219033333
2008-09,158.18310579148
2008-10,130.2657394463264
2008-11,131.29393688151254
2008-12,142.5513290023697
2009-01,133.3443016418307
2009-02,117.6695269765811
2009-03,124.52027999796795
2009-04,134.5786528421713
2009-05,155.06374815855744
2009-06,163.38004084684042
2009-07,172.80961950277893
2009-08,182.24869401840738
2009-09,186.23260198723258
2009-10,182.95641408530904
2009-11,180.31420070049663
2009-12,180.60617064638882
2010-01,178.96048282045274
2010-02,181.96741715833608
2010-03,192.51812190195648
2010-04,197.79224179871113
2010-05,178.53574674882336
2010-06,178.6963999570865
2010-07,186.36754440001332
2010-08,183.70176193019185
2010-09,198.5840217911851
2010-10,201.0012134941576
2010-11,202.2820528495264
2010-12,222.69638763018324
2011-01,221.6916616235524
2011-02,227.6186364375831
2011-03,221.57960227690486
2011-04,225.35404043802805
2011-05,221.27066402900246
2011-06,222.99706479857466
2011-07,229.9535665688966
2011-08,218.06636671819064
2011-09,203.49542112931326
2011-10,209.21209958187248
2011-11,200.4005960295941
2011-12,200.12004988093577
2012-01,212.67733698241437
2012-02,220.09395130539164
2012-03,221.22851204124518
2012-04,219.60853066860676
2012-05,197.67688980957143
2012-06,204.11449649956901
2012-07,204.35048628415544
2012-08,204.76522723071056
2012-09,212.32555415530607
2012-10,211.0419827412571
2012-11,212.72741759889206
2012-12,218.87246072905722
2013-01,228.3385377863758
2013-02,234.1864188373783
2013-03,246.26797143979408
2013-04,255.99406164401273
2013-05,236.19206525795477
2013-06,228.8925232630932
2013-07,234.35839508916234
2013-08,232.88438106589362
2013-09,256.5656954402729
2013-10,257.3066644362754
2013-11,252.59380768469862
2013-12,254.35576297864344
2014-01,249.9452712294543
2014-02,250.5289452928868
2014-03,252.51936913014936
2014-04,250.00957029359557
2014-05,256.05829520705987
2014-06,268.53028460519664
2014-07,271.4016650781248
2014-08,270.760939371239
2014-09,256.56811014140965
2014-10,252.79218304787491
2014-11,248.28998600880263
2014-12,248.13252174171333
2015-01,252.419957900434
2015-02,262.4475638407657
2015-03,264.6067688137491
2015-04,272.51153726737743
2015-05,274.3907383603434
2015-06,271.28923584781074
2015-07,267.09661797610346
2015-08,253.65480337540316
2015-09,245.55830350809168
2015-10,262.92282300407834
2015-11,264.7851639806047
2015-12,267.5913393226513
2016-01,248.8772608015938
2016-02,248.55196573092587
2016-03,267.57973529767816
2016-04,277.34008364841856
2016-05,276.14768853798336
2016-06,275.45949636358085
2016-07,291.77470192557007
2016-08,283.7010116388657
2016-09,296.3307102152423
2016-10,295.68784330426024
2016-11,284.23980767702005
2016-12,287.6779904795988
2017-01,298.1116436520958
2017-02,307.09249647725716
2017-03,307.94688749212503
2017-04,311.39981
2017-05,320.243546
2017-06,325.1052
2017-07,333.588671
2017-08,339.138813
2017-09,343.624632
2017-10,354.643184
2017-11,365.583941
2017-12,373.478895
2018-01,389.447117
2018-02,382.743203
2018-03,377.359535
2018-04,378.2258326412267
2018-05,378.07046647266463
2018-06,366.67461965828915
2018-07,364.56901815296135
2018-08,361.25125571215955
2018-09,364.8075441922926
2018-10,330.49770052853944
2018-11,339.52101820078246
2018-12,313.6615862791634
2019-01,333.4743685738134
2019-02,338.9941011120493
2019-03,340.61962322861484
2019-04,344.08765004129356
2019-05,330.38033330156094
2019-06,340.47246124625786
2019-07,344.83920173078775
2019-08,337.4118908581152
2019-09,347.87496285063645
2019-10,362.78350616791425
2019-11,365.0943600654022
2019-12,373.32785695846655
2020-01,362.3951323421979
2020-02,321.66664447961483
2020-03,284.56396919522524
2020-04,311.12160117633687
2020-05,335.6706918981952
2020-06,337.7678477791903
2020-07,336.1544454666409
