Date,ACWI ex USA SMALL CAP
2008-11,444.20830929272705
2008-12,478.9588786716691
2009-01,450.7541967159602
2009-02,414.28130911777333
2009-03,447.46754296867715
2009-04,523.196782102959
2009-05,610.4503354989187
2009-06,615.7126239557521
2009-07,671.5979450184258
2009-08,712.899308489863
2009-09,756.861016081988
2009-10,748.8671681910712
2009-11,761.3774713358633
2009-12,780.2781898005416
2010-01,765.5581082860539
2010-02,762.6206683382741
2010-03,821.8240361579968
2010-04,839.0542971376401
2010-05,741.4052028974706
2010-06,738.7497037923431
2010-07,799.5593956204119
2010-08,784.3755405486484
2010-09,874.8878342525313
2010-10,911.166493876709
2010-11,888.2721551311324
2010-12,976.950019602967
2011-01,973.476482819735
2011-02,986.2081495368656
2011-03,995.1379781569273
2011-04,1043.468679425905
2011-05,1013.6807429156509
2011-06,991.7084177831003
2011-07,991.8041145768252
2011-08,906.0643581649629
2011-09,793.011323187138
2011-10,860.1669417194906
2011-11,810.8849890430798
2011-12,796.2188948314136
2012-01,866.3621666323384
2012-02,921.5661776900097
2012-03,910.0136480084528
2012-04,902.4748094300735
2012-05,802.0022521419954
2012-06,828.8078752392248
2012-07,833.3919870135828
2012-08,856.200134368956
2012-09,899.572227763793
2012-10,899.9693652227998
2012-11,907.1045549355239
2012-12,943.6723786748463
2013-01,984.5273178197859
2013-02,989.7669443129649
2013-03,1005.3767101793701
2013-04,1032.558754289867
2013-05,1012.3660917231316
2013-06,960.9265690150211
2013-07,1008.631358246005
2013-08,999.9590527094188
2013-09,1079.882855874304
2013-10,1113.2910400847884
2013-11,1110.4358361232926
2013-12,1129.8524656891336
2014-01,1108.0821501353103
2014-02,1167.5706533096038
2014-03,1169.0531911539188
2014-04,1167.0823278230803
2014-05,1185.8597774207772
2014-06,1211.6220106444025
2014-07,1188.7078808752142
2014-08,1197.1781888376518
2014-09,1129.173092618026
2014-10,1102.5458707128653
2014-11,1097.9140574226587
2014-12,1084.2778818219833
2015-01,1080.3014927192714
2015-02,1139.246753749541
2015-03,1126.908867504087
2015-04,1194.242826953974
2015-05,1200.91371925672
2015-06,1174.4453800684018
2015-07,1152.061609520261
2015-08,1087.7924529954985
2015-09,1056.7322764678474
2015-10,1119.3709400285043
2015-11,1111.367051679917
2015-12,1112.4983606145593
2016-01,1027.1922022088397
2016-02,1030.6758600661874
2016-03,1120.0996662287632
2016-04,1151.4190520169918
2016-05,1143.8405460566698
2016-06,1110.29963889195
2016-07,1172.083944102221
2016-08,1169.276528093263
2016-09,1198.1382962573648
2016-10,1166.5920522677732
2016-11,1131.953270038418
2016-12,1155.9803814207603
2017-01,1200.2807784543584
2017-02,1231.8965651838712
2017-03,1257.433840892988
2017-04,1295.154889
2017-05,1330.285468
2017-06,1335.869503
2017-07,1383.063214
2017-08,1398.051293
2017-09,1428.079097
2017-10,1454.744692
2017-11,1476.411625
2017-12,1521.796628
2018-01,1596.604028
2018-02,1533.7949
2018-03,1516.413792
2018-04,1533.9508468273978
2018-05,1518.4221893566612
2018-06,1477.0400207302796
2018-07,1487.3343269147877
2018-08,1472.8624121956004
2018-09,1454.6861409133282
2018-10,1313.1950194687486
2018-11,1316.4638734295593
2018-12,1244.837497
2019-01,1342.3301499590948
2019-02,1370.4872594686951
2019-03,1372.5739662039912
2019-04,1402.9268975008174
2019-05,1330.5309633535771
2019-06,1389.2368058170505
2019-07,1379.962393136011
2019-08,1340.1898819162575
2019-09,1372.7510121439418
2019-10,1428.303741
2019-11,1452.2844122267488
2019-12,1523.9130436059213
2020-01,1476.3388330184112
2020-02,1340.5608422488945
2020-03,1081.8971480130128
2020-04,1213.3906621306967
2020-05,1286.9594542558493
2020-06,1328.8960096391934
2020-07,1395.359555371862
2020-08,1487.140621095357
2020-09,1468.305853
2020-10,1429.3708213756722
2020-11,1627.1615525517318
2020-12,1740.951371140385
2021-01,1737.889300377768
2021-02,1800.7673499618284
2021-03,1837.2635169269674
2021-04,1921.6411821671293
2021-05,1966.1708323931523
2021-06,1953.974239411902
2021-07,1969.654894670661
2021-08,2015.1568814756201
2021-09,1953.8901935357785
2021-10,1984.4393205503445
2021-11,1886.1922826264813
2021-12,1965.9874575185333
2022-01,1843.2192353359246
2022-02,1819.3519100665587
2022-03,1837.8702556128505
2022-04,1719.2315398819617
2022-05,1703.3896172489085
2022-06,1515.357576182602
2022-07,1602.9169889206185
2022-08,1560.8747928118921
2022-09,1388.5612013481364
2022-10,1433.682660224722
2022-11,1570.6971275752094
2022-12,1573.3230912399138
2023-01,1686.5845275385295
2023-02,1643.494866310678
2023-03,1647.2113022759172
2023-04,1671.4750308430077
2023-05,1625.1290485183908
2023-06,1680.9578338407075
2023-07,1766.326594151611
