Date,ACWI ex USA SMALL CAP
1994-05,364.436177957299
1994-06,376.1029739700468
1994-07,375.91418989255146
1994-08,380.486154849493
1994-09,373.67768036251147
1994-10,377.9853146258006
1994-11,354.31061699116265
1994-12,358.01955694590384
1995-01,344.9119919087944
1995-02,337.5433790323684
1995-03,350.3291138426068
1995-04,355.5468326605851
1995-05,349.25513172789164
1995-06,344.77197427406463
1995-07,361.27291704779367
1995-08,352.59593183975625
1995-09,353.92793327909527
1995-10,343.42063714358056
1995-11,345.5256218604258
1995-12,358.7828905090424
1996-01,366.1680994040344
1996-02,370.6892368481666
1996-03,376.9317209912648
1996-04,397.1180753337178
1996-05,393.3133109040615
1996-06,393.0418163122297
1996-07,376.70889095868006
1996-08,378.0149555815366
1996-09,377.5776226229247
1996-10,373.6650017831369
1996-11,376.0953045698063
1996-12,366.6006886029413
1997-01,362.9079123476203
1997-02,369.2608669895838
1997-03,361.8166149417787
1997-04,352.8640081967907
1997-05,373.9903746344384
1997-06,380.6483432621122
1997-07,371.7630229064774
1997-08,353.30009365117775
1997-09,352.33048923361383
1997-10,333.21402161756123
1997-11,309.98647617691194
1997-12,298.2007913727926
1998-01,308.2119023588654
1998-02,332.8692899715319
1998-03,344.97588175870925
1998-04,349.1024610452261
1998-05,346.9328597350411
1998-06,330.2514015284845
1998-07,327.21331585565355
1998-08,283.3839696549264
1998-09,275.9975966341282
1998-10,294.1276925489481
1998-11,308.3839291068878
1998-12,313.24164593616956
1999-01,311.1992734122226
1999-02,309.1001619354957
1999-03,326.32805901556003
1999-04,350.2671896819078
1999-05,343.8673066297213
1999-06,366.28843442699355
1999-07,379.9039825420946
1999-08,391.3518928005575
1999-09,394.9671845950512
1999-10,393.2556744940857
1999-11,401.7445258431364
1999-12,415.5305607762647
2000-01,420.5246701551318
2000-02,432.65867223784124
2000-03,431.6136653063308
2000-04,394.1394955958767
2000-05,388.20926522603514
2000-06,406.15532407771803
2000-07,387.21016426564336
2000-08,396.6026935788775
2000-09,377.6984496704198
2000-10,347.0573316995225
2000-11,334.3810587087558
2000-12,340.4855446098486
2001-01,348.653646869754
2001-02,337.51413080926386
2001-03,312.2315189115317
2001-04,329.8530971558344
2001-05,330.8368811054706
2001-06,318.3485871918375
2001-07,306.17698412962875
2001-08,307.67785302737263
2001-09,269.4790775814388
2001-10,280.71313538058416
2001-11,291.3355406082028
2001-12,290.70907235763104
2002-01,288.9855470671397
2002-02,292.9553327945958
2002-03,309.3030183912351
2002-04,318.59923164457996
2002-05,330.1569473601899
2002-06,315.72649838636124
2002-07,290.0932272574137
2002-08,287.8265681119057
2002-09,261.61960048642584
2002-10,265.68881197962247
2002-11,276.96160786379767
2002-12,274.1312316476563
2003-01,271.08018503352423
2003-02,267.5123620690031
2003-03,264.7511867102565
2003-04,289.6310142594136
2003-05,316.0953397233965
2003-06,329.31016192094216
2003-07,340.7460806377383
2003-08,358.2682936784051
2003-09,376.14771150150943
2003-10,404.12973128299416
2003-11,407.29089634853386
2003-12,431.94561417374445
2004-01,448.41612824330866
2004-02,463.5003563923856
2004-03,480.0549241392946
2004-04,463.9082482396501
2004-05,458.2041707881877
2004-06,476.33454302869706
2004-07,457.6812151476022
2004-08,461.63711583477124
2004-09,477.7255880285254
2004-10,491.789082304007
2004-11,530.8218956743124
2004-12,558.5020036491683
2005-01,565.6461342848868
2005-02,592.3516206636136
2005-03,577.0990998442438
2005-04,559.475936860894
2005-05,561.6865331124794
2005-06,575.9393464282955
2005-07,598.7680131778117
2005-08,614.7587553128517
2005-09,640.8918012536171
2005-10,617.7857730904493
2005-11,642.1687728407334
2005-12,684.9688088382246
2006-01,736.2851081862423
2006-02,734.9748923772823
2006-03,765.1185156918586
2006-04,805.2948932368909
2006-05,762.4345895726983
2006-06,743.8275570922065
2006-07,736.5240201072392
2006-08,759.419692934232
2006-09,764.6547052197354
2006-10,798.1917818251145
2006-11,839.514202813521
2006-12,868.9317259396041
2007-01,881.4387230318528
2007-02,897.3523314395912
2007-03,931.5851787124617
2007-04,974.0383335194238
2007-05,1000.0
2007-06,1002.711866555502
2007-07,1012.3923366383207
2007-08,966.7608138019241
2007-09,1004.7691079848157
2007-10,1063.6975508978346
2007-11,981.8696256544106
2007-12,962.4313382957916
2008-01,862.3391210668314
2008-02,906.1897603833432
2008-03,886.8556585667209
2008-04,912.3296570796987
2008-05,922.6037668247747
2008-06,843.1498878070198
2008-07,805.6521593707404
2008-08,769.9206949326887
2008-09,630.0602094685856
2008-10,467.67516445376185
