Date,WORLD SMALL CAP
2015-09,330.808565052472
2015-10,349.7940765437421
2015-11,353.7091843033928
2015-12,344.7950515763421
2016-01,318.00199776920846
2016-02,320.1923057368839
2016-03,347.1158780747546
2016-04,355.274281059257
2016-05,359.5272609382825
2016-06,352.70431467127804
2016-07,372.1455329343164
2016-08,372.6798475327618
2016-09,378.2506885417273
2016-10,364.3183845902452
2016-11,379.5755541146403
2016-12,388.6249304247677
2017-01,397.56342490390927
2017-02,406.01686602365197
2017-03,409.00759518032254
2017-04,417.236754
2017-05,419.88052
2017-06,426.410649
2017-07,436.079574
2017-08,435.818754
2017-09,453.012071
2017-10,459.584366
2017-11,469.626373
2017-12,476.687525
2018-01,493.560769
2018-02,473.817188
2018-03,474.056579
2018-04,478.40629628084014
2018-05,491.169085801296
2018-06,489.54229197452094
2018-07,495.49442789267295
2018-08,506.37938669540006
2018-09,499.1301883225033
2018-10,449.6671645294461
2018-11,452.5395598107222
2018-12,410.63862008470585
2019-01,452.9308141032669
2019-02,469.9246498523295
2019-03,466.96630227852125
2019-04,481.53776685303814
2019-05,450.0192417654777
2019-06,476.18408029350627
2019-07,478.92024621492425
2019-08,462.5815034516193
2019-09,472.09813212503576
2019-10,485.1367825857079
2019-11,500.8492747675114
2019-12,518.1857825037303
2020-01,503.8020114439143
2020-02,457.4834242310505
2020-03,362.4225527835759
2020-04,411.11868037579734
2020-05,440.1772583083599
2020-06,451.5058651144104
2020-07,469.17018063167404
2020-08,495.92549026064944
2020-09,485.174162
2020-10,485.09577166744816
2020-11,559.683733386392
2020-12,600.9024186365818
2021-01,613.3269898846597
2021-02,643.941356618401
2021-03,657.5426887278552
2021-04,683.0626039231129
2021-05,688.8381987487726
2021-06,690.272532221494
2021-07,685.5829380294755
2021-08,702.2466352249146
2021-09,680.4118350421534
2021-10,704.9732030933067
2021-11,670.7529119268194
2021-12,695.5711857130883
2022-01,643.0178114115348
2022-02,644.39887203434
2022-03,650.3604242755439
2022-04,599.6011568690315
2022-05,598.3450618537656
2022-06,538.6231311875798
2022-07,587.6963463461523
2022-08,568.5521025622547
2022-09,510.2104586386913
2022-10,551.2420412367459
2022-11,585.1881501362384
2022-12,565.1121102124997
2023-01,617.4906772891829
2023-02,604.9051011094274
2023-03,589.3515657179163
2023-04,588.7383250495442
2023-05,572.3600452321487
2023-06,608.3076995000634
2023-07,638.1559384670358
