Date,EAFE ex UK SMALL CAP
2000-12,100.0
2001-01,102.54431069251848
2001-02,100.82536562768544
2001-03,93.28602226925494
2001-04,101.13656248031836
2001-05,100.29520034222851
2001-06,97.52112833589598
2001-07,93.3157823712775
2001-08,93.69179789114993
2001-09,82.52980787657758
2001-10,86.52309047975422
2001-11,88.82705294808643
2001-12,85.44494630403592
2002-01,84.02934263119019
2002-02,85.7474859946638
2002-03,91.15991141794595
2002-04,94.42218176512436
2002-05,99.86675973540845
2002-06,96.59787747808255
2002-07,89.76672914348791
2002-08,88.25688466976013
2002-09,81.1964678824028
2002-10,79.9676672818366
2002-11,82.4247459517411
2002-12,81.04512999847148
2003-01,80.85694572700673
2003-02,80.50339028632047
2003-03,79.88377294534529
2003-04,86.82373621594729
2003-05,93.28026471009522
2003-06,98.68153290913796
2003-07,101.04235074041529
2003-08,108.13255860362956
2003-09,115.37815718399304
2003-10,124.54634506437591
2003-11,123.70716429504182
2003-12,131.34018670912664
2004-01,137.04619102767978
2004-02,139.7471212750734
2004-03,146.83708013376818
2004-04,142.5066776073788
2004-05,139.71293266246306
2004-06,147.8050198101313
2004-07,141.12418830766467
2004-08,142.7313900577649
2004-09,145.82706014608596
2004-10,151.275679
2004-11,163.27118878006314
2004-12,171.0994550232478
2005-01,174.37941129136266
2005-02,181.9994198921256
2005-03,178.8081860542493
2005-04,175.40157747161047
2005-05,175.70448148442938
2005-06,180.78695112117597
2005-07,189.47691616711637
2005-08,194.30422622332523
2005-09,203.60281134777844
2005-10,196.8675734206225
2005-11,202.61350098397887
2005-12,220.0679022649283
2006-01,234.6329391666279
2006-02,230.70642890724884
2006-03,242.85560284317165
2006-04,253.01099540142852
2006-05,237.01950590801349
2006-06,231.15595039593654
2006-07,223.96099555290962
2006-08,229.8361295192816
2006-09,229.412676198949
2006-10,236.73023150607204
2006-11,245.70642460423724
2006-12,253.09751847566096
2007-01,259.7412482625889
2007-02,264.84436873454786
2007-03,272.7406150799888
2007-04,282.1210019088719
2007-05,284.1963074508735
2007-06,285.08869117957994
2007-07,284.09146570022114
2007-08,268.58610469077047
2007-09,275.1952705314575
2007-10,289.92723195111404
2007-11,271.520487596953
2007-12,263.0392664619957
2008-01,236.32979578726173
2008-02,246.8332142459781
2008-03,246.53093200377748
2008-04,252.5116479161316
2008-05,257.41893232681684
2008-06,235.36160161642766
2008-07,224.26224486513706
2008-08,214.9554913202148
2008-09,178.77889394698147
2008-10,138.13036008823622
2008-11,133.5565809350332
2008-12,145.39249810260395
2009-01,134.41254415317914
2009-02,120.30697037141253
2009-03,128.30028315219656
2009-04,145.76583410315365
2009-05,167.75984033610158
2009-06,171.51572131789587
2009-07,183.91780506653987
2009-08,198.04890500140166
2009-09,209.296351137807
2009-10,204.60209939699965
2009-11,205.15653141592023
2009-12,205.78552614442475
2010-01,203.47626401456884
2010-02,202.30427469699563
2010-03,216.28593450109636
2010-04,218.6520360519928
2010-05,191.22636300844857
2010-06,189.96435050566123
2010-07,204.67686066135877
2010-08,198.6451600085333
2010-09,221.48806885330762
2010-10,229.80471066399102
2010-11,221.93999160947843
2010-12,248.41368466503846
2011-01,250.26757225193754
2011-02,255.7123216713478
2011-03,256.4851592293378
2011-04,267.5046651640293
2011-05,259.73891394947566
2011-06,256.55141567502005
2011-07,253.3373861126725
2011-08,233.84127317579637
2011-09,209.7283277040723
2011-10,222.84913962025286
2011-11,209.91225024970046
2011-12,206.62025509763046
2012-01,222.73597532763426
2012-02,234.25796159367633
2012-03,234.26512453064956
2012-04,231.76688649413023
2012-05,204.89826430212932
2012-06,212.74686833574222
2012-07,212.68309081720534
2012-08,216.83429442622167
2012-09,226.60041171509008
2012-10,227.745074066673
2012-11,230.5023887148983
2012-12,239.71533631964968
2013-01,254.05522279778202
2013-02,257.27873440400145
2013-03,261.58474392786053
2013-04,271.82084697039346
2013-05,262.71561911226
2013-06,253.0489313219649
2013-07,266.8212085070884
2013-08,265.5824597125296
2013-09,290.5324446815011
2013-10,298.966536415409
2013-11,298.59450786033955
2013-12,303.36681446133247
2014-01,299.25756355098076
2014-02,311.97232996004277
2014-03,313.3864229985173
2014-04,312.3816463168367
2014-05,317.86888045035033
2014-06,324.1873344965746
2014-07,317.00440764312816
2014-08,315.346045874024
2014-09,298.61923920353456
2014-10,291.57703975449857
2014-11,292.5026457760643
2014-12,289.1031962435712
