Date,EAFE ex UK SMALL CAP
2015-01,292.020796919442
2015-02,308.171128033821
2015-03,308.2447454528301
2015-04,320.80037789856664
2015-05,320.9152320175104
2015-06,315.60158052022854
2015-07,318.3957684217094
2015-08,304.0057702946403
2015-09,294.03116760764743
2015-10,312.8977798146265
2015-11,313.7049320479441
2015-12,317.491348563269
2016-01,294.0295221761024
2016-02,294.3420398909288
2016-03,318.62806678486976
2016-04,326.67377786911834
2016-05,326.54846322995047
2016-06,316.21600502821843
2016-07,335.85215086818187
2016-08,332.2707235618424
2016-09,343.6709378973821
2016-10,337.3941031304533
2016-11,324.5287222804192
2016-12,334.30352000937563
2017-01,347.01238120680114
2017-02,354.719966197919
2017-03,362.1112229193918
2017-04,374.730247
2017-05,389.935224
2017-06,391.881577
2017-07,405.441509
2017-08,410.547583
2017-09,420.272384
2017-10,427.256234
2017-11,435.167192
2017-12,445.125307
2018-01,469.451165
2018-02,455.380859
2018-03,447.986442
2018-04,451.8766971374017
2018-05,446.90942483786176
2018-06,437.02255978994316
2018-07,440.8602276530484
2018-08,438.0082627560278
2018-09,436.19521436691804
2018-10,393.88482077333134
2018-11,393.8937071673439
2018-12,367.5624817333687
2019-01,394.6687763945833
2019-02,402.0328724372341
2019-03,403.39616637577615
2019-04,413.8372262526454
2019-05,393.56002359216905
2019-06,412.0682031791703
2019-07,411.2455289381115
2019-08,401.2205573368487
2019-09,410.83570277381375
2019-10,427.9877114933504
2019-11,435.80574688739404
2019-12,451.29589497148095
2020-01,439.2266978713097
2020-02,397.6242114026805
2020-03,336.05334482917124
2020-04,369.75297944740163
2020-05,399.57136652517863
2020-06,406.2439658130505
2020-07,418.9951223334781
2020-08,450.03046686239816
2020-09,450.988876
2020-10,433.45848256651897
2020-11,490.09345132774257
2020-12,520.6968426378448
2021-01,519.2041657215306
2021-02,529.4085443214707
2021-03,541.354475439152
2021-04,560.4755670029971
2021-05,570.2625016846101
2021-06,564.746960655683
2021-07,572.7340372886504
2021-08,587.4630554351143
2021-09,570.4648111163025
2021-10,579.6658888132674
2021-11,548.3174745714831
2021-12,569.2781426080709
2022-01,528.9690600455951
2022-02,525.2339219128352
2022-03,527.9341336997848
2022-04,491.30701448783503
2022-05,488.1369211347895
2022-06,435.88555320659714
2022-07,463.099070751724
2022-08,447.93355807071816
2022-09,398.6373448066408
2022-10,413.17489320298426
2022-11,453.16007568510133
2022-12,459.460619869635
2023-01,492.70863159639543
2023-02,480.7551208579639
2023-03,482.341967705799
2023-04,489.10508256616026
2023-05,469.54566237072015
2023-06,484.4855620358711
2023-07,504.5850945780742
