Date,ACFM AMERICA INDEX SMALL CAP
2010-11,1000.0
2010-12,1079.4721465145649
2011-01,1088.3983672009992
2011-02,1143.0997223772647
2011-03,1165.982084991752
2011-04,1200.2846687764109
2011-05,1179.2381198464893
2011-06,1149.5347993773942
2011-07,1113.336392238077
2011-08,1021.6166667597321
2011-09,899.3110088229298
2011-10,1033.0487465236035
2011-11,1025.85205303254
2011-12,1023.262033457138
2012-01,1097.8476922450213
2012-02,1139.5578862204213
2012-03,1155.920212130754
2012-04,1145.6011309726478
2012-05,1061.1983622670007
2012-06,1096.9403344570312
2012-07,1092.468374450756
2012-08,1132.6678367518389
2012-09,1165.0389777509743
2012-10,1149.2086410107358
2012-11,1159.7312279315045
2012-12,1190.8757086054395
2013-01,1264.5354391166422
2013-02,1272.2286385075645
2013-03,1326.2387300644816
2013-04,1323.0297485959188
2013-05,1360.2266302168478
2013-06,1339.6470251151593
2013-07,1425.8163365092653
2013-08,1383.1995626328817
2013-09,1463.0184650813417
2013-10,1507.4163638677915
2013-11,1544.8981788632923
2013-12,1580.7851145134684
2014-01,1546.5805442112887
2014-02,1624.414378400402
2014-03,1619.2800258920706
2014-04,1584.761605089653
2014-05,1600.2491982750594
2014-06,1685.8205785836683
2014-07,1601.7944127006672
2014-08,1682.1513950467852
2014-09,1584.4502403512301
2014-10,1643.3985154660543
2014-11,1650.7440229245396
2014-12,1667.1732817530083
2015-01,1617.6162041049279
2015-02,1713.722485368423
2015-03,1727.2566391392002
2015-04,1710.1544119520333
2015-05,1737.1002010673112
2015-06,1724.6925354098146
2015-07,1702.669235757557
2015-08,1602.1092015854563
2015-09,1525.1133702938846
2015-10,1610.6768457858068
2015-11,1638.6312434951456
2015-12,1565.216356459452
2016-01,1444.7807141051144
2016-02,1462.801412349458
2016-03,1590.7637447850652
2016-04,1629.3145663386076
2016-05,1653.8726415456974
2016-06,1661.0110069553443
2016-07,1746.6949728567904
2016-08,1756.9085454811764
2016-09,1767.0286913871714
2016-10,1696.2755074204845
2016-11,1836.5539800302151
2016-12,1874.8809194002454
2017-01,1906.6733134734643
2017-02,1946.9505336218256
2017-03,1947.2114676310582
2017-04,1959.508402
2017-05,1933.588855
2017-06,1984.148992
2017-07,2013.983328
2017-08,2003.37493
2017-09,2096.641395
2017-10,2121.352391
2017-11,2174.026773
2017-12,2191.365784
2018-01,2247.498554
2018-02,2151.28429
2018-03,2169.264137
2018-04,2181.6095857965097
2018-05,2286.946863947147
2018-06,2302.157247192569
2018-07,2341.0154155162004
2018-08,2432.6988487682656
2018-09,2388.7547409363347
2018-10,2152.256361347739
2018-11,2183.6951812292045
2018-12,1948.2253403199793
2019-01,2178.712539279324
2019-02,2277.683126974402
2019-03,2251.237946151643
2019-04,2322.2415741988184
2019-05,2155.0666177642556
2019-06,2302.724361055111
2019-07,2336.2376051638676
2019-08,2239.9331528066514
2019-09,2275.909347297393
2019-10,2314.7161174768976
2019-11,2401.908018377524
2019-12,2477.9839856469757
2020-01,2411.144792968733
2020-02,2197.0569850198403
2020-03,1677.6832048125943
2020-04,1937.027410051593
2020-05,2072.5861752930564
2020-06,2144.994904123571
2020-07,2239.750447393233
2020-08,2338.749439562488
2020-09,2264.8287180894918
2020-10,2314.585263522249
2020-11,2697.4154217048613
2020-12,2906.568062877612
2021-01,3005.1911144576807
2021-02,3193.630989675793
2021-03,3260.7634268187276
2021-04,3386.0943322574262
2021-05,3397.0319493721645
2021-06,3443.7750473465294
2021-07,3369.6459316452256
2021-08,3439.6206296013406
2021-09,3338.7763235968714
2021-10,3490.640776806773
2021-11,3335.849850503258
2021-12,3448.788715704635
2022-01,3191.9706220869357
2022-02,3225.3650727186664
2022-03,3280.6726702040087
2022-04,3005.42154471564
2022-05,3010.45912250467
2022-06,2720.525873978727
2022-07,3004.235879483671
2022-08,2930.4300614077765
2022-09,2651.763170216672
2022-10,2918.849188143552
2022-11,3037.8036632919393
2022-12,2862.046819727884
2023-01,3157.2084757278703
2023-02,3091.7425376077613
2023-03,2974.4647925646946
2023-04,2936.1561139077908
2023-05,2884.229778032934
2023-06,3124.617731046886
2023-07,3286.226289953357
