Date,ACFM ASIA SMALL CAP
2010-11,1000.0
2010-12,1071.010057238828
2011-01,1064.6681197464854
2011-02,1050.3692805170224
2011-03,1045.9463959030102
2011-04,1070.244513476184
2011-05,1048.7027170486892
2011-06,1051.8708774054928
2011-07,1087.6169376034838
2011-08,1000.2803334502745
2011-09,914.9599541773139
2011-10,940.7881889395012
2011-11,886.4140501175262
2011-12,887.4197896201199
2012-01,948.0680833259447
2012-02,997.7584147831602
2012-03,990.4475991406636
2012-04,975.2099598004579
2012-05,896.9979879271477
2012-06,923.3538065216879
2012-07,915.9405404950827
2012-08,924.1555188863734
2012-09,968.8181392575822
2012-10,953.1193707521956
2012-11,970.3799593844067
2012-12,1002.6775802863232
2013-01,1039.0462058017417
2013-02,1063.8095244642514
2013-03,1106.53957016792
2013-04,1155.2028228101144
2013-05,1119.7048126695443
2013-06,1066.2578902153653
2013-07,1078.7848840781287
2013-08,1058.0039233625096
2013-09,1149.494057915868
2013-10,1162.8636833313176
2013-11,1154.432993657684
2013-12,1160.334635871117
2014-01,1149.126236603111
2014-02,1158.2677254268456
2014-03,1166.698181219944
2014-04,1158.1703563041126
2014-05,1194.0069100134717
2014-06,1245.531722627577
2014-07,1257.7937035201692
2014-08,1264.051638679709
2014-09,1221.2348069168193
2014-10,1194.0631910468414
2014-11,1178.5757861104112
2014-12,1173.3483298685082
2015-01,1205.644948729759
2015-02,1237.9296303912126
2015-03,1257.4785930785624
2015-04,1330.3997001599953
2015-05,1347.463771520557
2015-06,1319.9503445377927
2015-07,1260.6404387662046
2015-08,1176.0959869152503
2015-09,1157.4911992778314
2015-10,1231.3264113638486
2015-11,1228.070404370116
2015-12,1236.2213644530473
2016-01,1144.625066697616
2016-02,1132.967402433729
2016-03,1216.7037361412415
2016-04,1248.0911794265155
2016-05,1234.6747782152192
2016-06,1239.3141211701811
2016-07,1294.1128946783022
2016-08,1285.0874726996533
2016-09,1327.6587698642616
2016-10,1319.7740861898385
2016-11,1267.1938575254967
2016-12,1270.9857586549367
2017-01,1322.0625013519507
2017-02,1375.7874472250069
2017-03,1393.655287435575
2017-04,1412.705297
2017-05,1447.604088
2017-06,1459.690178
2017-07,1498.47223
2017-08,1521.81793
2017-09,1537.910655
2017-10,1599.696535
2017-11,1648.142957
2017-12,1680.264294
2018-01,1761.79228
2018-02,1711.173274
2018-03,1693.697721
2018-04,1696.2556075812338
2018-05,1692.0003622415172
2018-06,1611.750254287457
2018-07,1605.8536781332343
2018-08,1594.4439591927683
2018-09,1578.3523501329835
2018-10,1411.9653604464359
2018-11,1469.870651975631
2018-12,1388.1189040340653
2019-01,1454.6115156666935
2019-02,1477.9724825599692
2019-03,1494.6728709729614
2019-04,1499.7440818182101
2019-05,1427.6779781751786
2019-06,1467.3909519613214
2019-07,1458.0404706146744
2019-08,1420.9324431829416
2019-09,1462.6736509351183
2019-10,1530.861443
2019-11,1533.3662036478258
2019-12,1576.842554628707
2020-01,1516.703841189755
2020-02,1386.1766368153128
2020-03,1218.7634314854824
2020-04,1334.3513677126932
2020-05,1402.188689919487
2020-06,1445.0866505743384
2020-07,1480.3946201335452
2020-08,1580.5016476875737
2020-09,1606.4453021641402
2020-10,1585.9561596281128
2020-11,1729.7699353579592
2020-12,1822.7924527691086
2021-01,1824.0223977009755
2021-02,1895.5885243427415
2021-03,1941.4968703177617
2021-04,1987.9269748512666
2021-05,1994.2217273520903
2021-06,2029.7299919419004
2021-07,2011.520686857116
2021-08,2049.163533531975
2021-09,2044.3798646661714
2021-10,2022.89759363233
2021-11,1944.449956497583
2021-12,1997.7068540836003
2022-01,1880.7871471543726
2022-02,1876.7320901737153
2022-03,1858.7714846097706
2022-04,1748.1384599362939
2022-05,1733.9737943734315
2022-06,1611.4617945671016
2022-07,1665.8184952692377
2022-08,1667.8420598234457
2022-09,1511.0051457777283
2022-10,1486.1832371631806
2022-11,1644.4395321564903
2022-12,1661.8462325416158
2023-01,1749.9013145654592
2023-02,1698.060403576968
2023-03,1733.0648152552844
2023-04,1739.7722317241353
2023-05,1729.595205136917
2023-06,1782.0873492667251
2023-07,1875.1451636497745
