Date,WORLD ex AUSTRALIA SMALL CAP
2000-12,100.0
2001-01,103.8235696686993
2001-02,100.9573644190176
2001-03,95.56732539867022
2001-04,103.13015209515308
2001-05,104.24864025280162
2001-06,103.80292323711308
2001-07,100.30992808541284
2001-08,99.94254736664696
2001-09,86.70487899053678
2001-10,92.47562476816535
2001-11,98.34981102477325
2001-12,100.95850309354137
2002-01,98.6826106271417
2002-02,97.72421148039814
2002-03,105.40447124308926
2002-04,107.21415134596602
2002-05,106.45561966057689
2002-06,100.87362702705704
2002-07,89.70352119329942
2002-08,89.05998029783497
2002-09,82.18403103036641
2002-10,83.19092166089277
2002-11,88.02105455252217
2002-12,83.75885821244054
2003-01,82.0774085188127
2003-02,80.66018189534013
2003-03,80.72898195156266
2003-04,89.09034174675867
2003-05,98.55401900268018
2003-06,101.66879758558747
2003-07,105.88687895957635
2003-08,112.65800532832223
2003-09,114.51053311919473
2003-10,124.54449529393811
2003-11,126.87741272110472
2003-12,132.04078396198224
2004-01,137.90300672352242
2004-02,140.60961694548743
2004-03,144.66693687633912
2004-04,138.16208672056646
2004-05,138.8000098275123
2004-06,145.20838651816382
2004-07,137.2277551802595
2004-08,136.80683022122903
2004-09,141.60186004161417
2004-10,145.2954722559745
2004-11,156.99026256664706
2004-12,163.34144686544758
2005-01,161.04695819822942
2005-02,166.42628488488344
2005-03,162.56539194922743
2005-04,156.11752761906882
2005-05,161.06291501690973
2005-06,165.54764136212978
2005-07,174.12775172381086
2005-08,175.8248827043088
2005-09,179.9547912129012
2005-10,174.13638288815628
2005-11,181.21771407544466
2005-12,188.76290931776472
2006-01,203.19733901509784
2006-02,201.57862469431993
2006-03,210.99075200147362
2006-04,216.02706744909258
2006-05,203.7656699743282
2006-06,200.497692143129
2006-07,194.56568547761594
2006-08,199.93670601361595
2006-09,200.6106375151318
2006-10,209.07094631561998
2006-11,216.165863605921
2006-12,219.7130940075045
2007-01,223.90583894767784
2007-02,225.44604249823556
2007-03,230.68228204036393
2007-04,237.6476573279781
2007-05,243.65042353308513
2007-06,241.38433262497895
2007-07,233.05420264065725
2007-08,226.86664369202185
2007-09,230.54394277016513
2007-10,241.30564066368922
2007-11,223.21459519793834
2007-12,219.22953864451947
2008-01,202.19630809678762
2008-02,203.22387075871922
2008-03,201.5762092123377
2008-04,209.42288140248343
2008-05,217.14829034243496
2008-06,199.93038215053372
2008-07,196.4877212797208
2008-08,196.80014912310713
2008-09,171.0703982845572
2008-10,133.03084333239076
2008-11,121.8628813229309
2008-12,129.12331285426356
2009-01,119.50409083274778
2009-02,106.94880592108565
2009-03,115.40223095146395
2009-04,134.41861848575914
2009-05,145.85673646286153
2009-06,147.303383127613
2009-07,160.035943610082
2009-08,169.61946103373515
2009-09,179.38789345850245
2009-10,171.96222106250102
2009-11,175.95574123169249
2009-12,184.10716090582255
2010-01,180.08806238182163
2010-02,184.34483259398718
2010-03,198.49538305275243
2010-04,206.3007551775778
2010-05,187.0776048793501
2010-06,178.24175899374004
2010-07,191.81615594969495
2010-08,182.6542613289161
2010-09,203.25751605315713
2010-10,211.23825646425783
2010-11,212.55056982127962
2010-12,232.14519056607836
2011-01,234.7503458102776
2011-02,244.23620364343972
2011-03,246.93040456289143
2011-04,256.3226343662854
2011-05,251.16597880398982
2011-06,245.87228711702255
2011-07,239.7661702055479
2011-08,219.7452539979574
2011-09,195.68121786136075
2011-10,218.2920062882458
2011-11,213.41554094364642
2011-12,211.8884995642852
2012-01,227.59550375747506
2012-02,237.711386293863
2012-03,240.42639380363767
2012-04,238.61902297382542
2012-05,217.9140448814677
2012-06,225.97506045673626
2012-07,225.4054718712266
2012-08,233.0231360164673
2012-09,241.10923412876804
2012-10,239.44571081715952
2012-11,241.9241768827624
2012-12,249.56967549712743
2013-01,264.1755286983325
2013-02,266.3123014944864
2013-03,275.8473413806525
2013-04,279.6207404291484
2013-05,283.6836899272395
2013-06,278.240921466518
2013-07,296.1638368527886
2013-08,290.13474359236096
2013-09,310.14023467480854
2013-10,319.6409043850732
2013-11,326.2394348591586
2013-12,334.0975192109998
2014-01,328.18279711231077
2014-02,345.23069966097665
2014-03,343.3687942258931
2014-04,337.48117414243666
2014-05,341.31993618479993
2014-06,355.0253072342075
2014-07,340.0353625592123
2014-08,350.6397069489716
2014-09,331.59753168329144
2014-10,337.2647645787891
2014-11,339.2988438146816
2014-12,341.4091846428524
2015-01,335.41507480051854
2015-02,355.9235922177304
2015-03,356.88415243744913
2015-04,360.01575160011237
2015-05,365.37053793453185
2015-06,362.6674341426339
2015-07,361.21828499574076
2015-08,342.2148212993406
2015-09,327.55223765922807
2015-10,346.1364039264393
2015-11,350.06609169842767
2015-12,340.8568930894662
2016-01,314.30986878062384
2016-02,316.3571143606023
2016-03,342.5716366753059
2016-04,350.6390898764916
2016-05,355.0653407268906
2016-06,348.04068466550916
2016-07,366.76148963920633
2016-08,367.51976088725723
2016-09,372.92023529577233
2016-10,359.33372155301083
2016-11,374.98534325249585
2016-12,383.9784522348556
2017-01,392.8146131184569
2017-02,401.08396661256603
2017-03,403.8662987667753
2017-04,412.373064
2017-05,415.178526
2017-06,421.337897
2017-07,430.783312
2017-08,430.277477
2017-09,447.823212
2017-10,454.126576
2017-11,464.035049
2017-12,470.480857
2018-01,487.202511
2018-02,467.657279
2018-03,468.36532
2018-04,472.55597848231855
2018-05,485.24735640747014
2018-06,483.738433190296
2018-07,489.79342452577913
2018-08,500.91698766227023
2018-09,493.5880442927704
2018-10,444.68755548883104
2018-11,447.4113283625748
2018-12,405.6773766671028
2019-01,447.5156783302508
2019-02,464.31279843708614
2019-03,461.32339916257814
2019-04,475.8179639194773
2019-05,444.15932072480376
2019-06,470.2772566344188
2019-07,472.5965608067566
2019-08,456.7181409097869
2019-09,466.2135110648962
2019-10,479.36791236904406
2019-11,495.36555388057235
2019-12,512.5444653529179
2020-01,497.9726595743725
2020-02,452.71435508331837
2020-03,359.5138415507526
2020-04,406.66615409939567
2020-05,434.6252680334316
2020-06,445.56299794452383
2020-07,462.7171059477756
2020-08,488.3372441938287
2020-09,478.411156
2020-10,478.4411686409514
2020-11,552.1947236475146
2020-12,592.7986147815669
2021-01,605.767327705729
2021-02,636.6189293313927
2021-03,650.4410447331219
2021-04,675.1845084870116
2021-05,681.0101546396485
2021-06,682.3759922884235
2021-07,677.6790088429301
2021-08,693.9760298172342
2021-09,672.2620359803173
2021-10,696.1885773788704
2021-11,662.5226337447368
2021-12,686.3285215831886
2022-01,635.4471213671361
2022-02,636.0611562320903
2022-03,639.9250765216156
2022-04,589.6539329171782
2022-05,589.4411011237341
2022-06,532.1612839995338
2022-07,580.2273527590373
2022-08,560.2993841527723
2022-09,503.6934017849108
2022-10,544.5866658718445
2022-11,577.3595537357787
2022-12,557.4702130340555
2023-01,608.9662242823634
2023-02,597.9722659068833
2023-03,582.6192129168126
2023-04,581.5956247404528
2023-05,565.6170129200835
2023-06,601.824331113929
2023-07,631.3354839660194
