Date,MALAYSIA
2000-12,100.0
2001-01,107.94622393305825
2001-02,105.45743424561621
2001-03,96.20963230863543
2001-04,86.41276077367611
2001-05,84.447819809078
2001-06,87.6436339018798
2001-07,98.91813851584821
2001-08,103.93482862181854
2001-09,93.01727300241288
2001-10,90.38508774317086
2001-11,96.08571285056857
2001-12,104.55756187462686
2002-01,110.12305962253583
2002-02,108.35690259604799
2002-03,117.18464971240344
2002-04,123.71170501721609
2002-05,115.41978301884133
2002-06,113.81226767504083
2002-07,113.56271587964751
2002-08,112.37725842186121
2002-09,100.91654730040085
2002-10,105.28442080905397
2002-11,101.08453539272901
2002-12,103.87018168561343
2003-01,107.89604140766835
2003-02,104.95515236438753
2003-03,102.6884435670391
2003-04,102.37344315007043
2003-05,109.38254315296372
2003-06,113.40267214254533
2003-07,118.78378201455415
2003-08,122.12410910539043
2003-09,120.1710706515646
2003-10,135.85671760315327
2003-11,130.62010640628642
2003-12,131.5123452481168
2004-01,137.04140768700697
2004-02,147.9927289111441
2004-03,150.75051991656997
2004-04,140.40480464806546
2004-05,134.46375954311105
2004-06,136.03345772618962
2004-07,138.0241732623529
2004-08,136.97288889465602
2004-09,141.47118706835022
2004-10,143.37714362883892
2004-11,152.47894077451267
2004-12,151.4599069280909
2005-01,153.9382084049606
2005-02,152.69916266615812
2005-03,146.27582321887508
2005-04,147.29129585016514
2005-05,144.05200998683853
2005-06,148.83928741651775
2005-07,159.98793560488144
2005-08,154.80747569179908
2005-09,158.47822237526267
2005-10,155.1417291013046
2005-11,153.2994412080672
2005-12,154.93491617222477
2006-01,159.59696510898243
2006-02,165.20658755671835
2006-03,167.98036632028746
2006-04,175.15185603903504
2006-05,170.99933550119601
2006-06,166.0788655892903
2006-07,170.57793049513188
2006-08,175.03820761470584
2006-09,175.87716115384296
2006-10,183.00903701865585
2006-11,203.3268889479236
2006-12,212.47668732659898
2007-01,234.51652503190996
2007-02,235.705868938348
2007-03,251.34376632248652
2007-04,268.13075223897414
2007-05,277.8185469900974
2007-06,273.51434673334876
2007-07,277.8610166308838
2007-08,254.95266752618357
2007-09,276.35068459768195
2007-10,299.000427426436
2007-11,291.54234077910127
2007-12,310.37477695859127
2008-01,307.7333062138736
2008-02,306.72635170956977
2008-03,281.4240678681473
2008-04,288.9526419421323
2008-05,280.1763617890294
2008-06,255.8129818029801
2008-07,252.46883239941238
2008-08,230.38719059576505
2008-09,210.10661161045465
2008-10,173.4019926039945
2008-11,171.30969652131574
2008-12,182.46594125708356
2009-01,178.48859179969935
2009-02,176.2892716901788
2009-03,176.9013347557546
2009-04,205.3632813101359
2009-05,219.71660466572538
2009-06,226.52335645999167
2009-07,249.8764213352056
2009-08,249.8470455686404
2009-09,260.09269171915923
2009-10,272.22372220092205
2009-11,275.71170712000657
2009-12,277.46314873662334
2010-01,275.02882270224006
2010-02,277.43010355489406
2010-03,302.62092577056234
2010-04,315.6766212652812
2010-05,293.8007154417292
2010-06,303.2918452362559
2010-07,320.1811548505387
2010-08,340.89201309281106
2010-09,360.4698177845016
2010-10,370.02118868245265
2010-11,359.5145271466693
2010-12,380.1397373937157
2011-01,383.4743546011159
2011-02,376.33514017249763
