Date,MALAYSIA
2011-03,396.3070277719995
2011-04,403.91748824841574
2011-05,402.56745587871734
2011-06,410.3649601972163
2011-07,409.56097569896036
2011-08,378.117781838991
2011-09,340.69993800915415
2011-10,383.0822975840377
2011-11,365.9015347241156
2011-12,380.58822310057855
2012-01,397.4738714012693
2012-02,414.593380620533
2012-03,413.12152843309764
2012-04,409.9064179087338
2012-05,392.873526000741
2012-06,398.112709263506
2012-07,410.4607000818329
2012-08,413.03909378820583
2012-09,419.3425678627495
2012-10,429.78156652346973
2012-11,417.97546517926776
2012-12,434.8821525526344
2013-01,414.18920977846983
2013-02,420.774167355469
2013-03,430.99734399567586
2013-04,451.2637262011855
2013-05,464.95827481716873
2013-06,457.911235534738
2013-07,445.65027526982954
2013-08,427.60375748052746
2013-09,444.16460867029497
2013-10,469.8327255402959
2013-11,461.5885887172689
2013-12,468.26499811764523
2014-01,442.1171960247441
2014-02,460.02609879213423
2014-03,466.32988395646623
2014-04,471.9701900730486
2014-05,478.9729881885888
2014-06,482.69028655966594
2014-07,483.101157967515
2014-08,489.05909128600945
2014-09,467.37373743991924
2014-10,468.09227519022863
2014-11,445.83527842929635
2014-12,418.33465139443814
2015-01,407.5632542513087
2015-02,421.48059112018643
2015-03,411.62135917258263
2015-04,427.1009318257514
2015-05,399.9645626587383
2015-06,379.169229591494
2015-07,377.7719694532254
2015-08,320.3913963944306
2015-09,310.03798266280074
2015-10,327.56473251570566
2015-11,332.1448920222337
2015-12,334.4247260412558
2016-01,342.7181158693557
2016-02,336.02205399252796
2016-03,378.71927426120436
2016-04,369.09008291577857
2016-05,341.879523639349
2016-06,356.27172430804785
2016-07,353.3052215991429
2016-08,361.5077791558796
2016-09,350.8731681972008
2016-10,350.33375414076744
2016-11,319.8546544893675
2016-12,321.40887455332273
2017-01,331.3610778071729
2017-02,337.3006393944168
2017-03,348.0649829600363
2017-04,361.524922
2017-05,366.832003
2017-06,365.941544
2017-07,366.397407
2017-08,370.55167
2017-09,372.658682
2017-10,371.729059
2017-11,378.363084
2017-12,401.932523
2018-01,433.186895
2018-02,427.103183
2018-03,436.183785
2018-04,432.37891142946614
2018-05,397.24004801179973
2018-06,386.27834522069634
2018-07,404.5308877433559
2018-08,407.5179462666051
2018-09,400.99632523455784
2018-10,375.4211170223916
2018-11,371.6500502950436
2018-12,377.6790790323653
2019-01,382.86497796409657
2019-02,389.9249959672748
2019-03,378.92525183610576
2019-04,375.111487341219
2019-05,372.5302546323422
2019-06,383.2986976082925
2019-07,375.193879628904
2019-08,361.1612926223964
2019-09,359.1131644040257
2019-10,363.18115365057446
2019-11,355.8629546564528
2019-12,370.143127043264
2020-01,355.6295773924107
2020-02,333.044439505041
2020-03,299.1340547598269
2020-04,315.5551026778672
2020-05,330.80528944429483
2020-06,339.7546986590633
2020-07,367.9250408709483
2020-08,354.4041303905606
2020-09,348.55650477168547
2020-10,343.24166952492453
2020-11,368.56770249927473
2020-12,383.69981270229084
2021-01,367.9014495701139
2021-02,368.6294132048471
2021-03,361.42309678662696
2021-04,373.83518571654344
2021-05,366.7707845852237
2021-06,352.5450306108933
2021-07,338.45125601326583
2021-08,366.90249248325006
2021-09,353.40799053141365
2021-10,362.2642323306302
2021-11,345.2864483591169
2021-12,359.75966787447373
2022-01,346.8294522908297
2022-02,365.87843936339044
2022-03,366.77560769149824
2022-04,356.7385706266828
2022-05,348.6353313722201
2022-06,319.9147629638583
2022-07,327.6520422586447
2022-08,329.39458905466586
2022-09,297.2772067240984
2022-10,306.01781220512015
2022-11,333.0454482011099
2022-12,338.9790937354967
2023-01,348.6562903044449
2023-02,323.39430994518153
2023-03,326.785903992065
2023-04,322.56915424803157
2023-05,305.2777124902242
2023-06,299.436407115971
2023-07,328.62034644404395
