Date,RUSSIA GROWTH
2000-12,100.0
2001-01,109.88090277319125
2001-02,103.51361338188443
2001-03,100.75448486390977
2001-04,110.75382964908519
2001-05,139.5200319232067
2001-06,127.58276097935115
2001-07,114.93779045563053
2001-08,125.18343623316947
2001-09,106.87685624641898
2001-10,121.34472892690313
2001-11,126.17889879874117
2001-12,140.9816395340603
2002-01,158.2150819633143
2002-02,139.0971757251534
2002-03,168.95936648082198
2002-04,192.4940049045357
2002-05,203.53848184064208
2002-06,185.5459821995037
2002-07,169.37485776737915
2002-08,177.8995984510375
2002-09,178.3239878661761
2002-10,187.297188573124
2002-11,187.20561358905312
2002-12,188.16067229455382
2003-01,182.52946367453401
2003-02,207.60752941921044
2003-03,187.599286224683
2003-04,236.156671596958
2003-05,252.77334136106967
2003-06,279.3826067903718
2003-07,258.8165877545629
2003-08,297.40171950895365
2003-09,312.8451013165476
2003-10,279.9218459997833
2003-11,300.5870772663479
2003-12,319.1127003944789
2004-01,338.4933560985251
2004-02,363.4314307224665
2004-03,403.7962021240416
2004-04,328.9138017182729
2004-05,297.7595315042593
2004-06,295.8984139649652
2004-07,287.5989183459125
2004-08,314.4894996251844
2004-09,341.5854451269428
2004-10,356.2700131547433
2004-11,343.80930957081273
2004-12,334.64826206575736
2005-01,342.3078705199401
2005-02,375.9265584728741
2005-03,338.3252539277831
2005-04,340.45517982386406
2005-05,346.1206530521337
2005-06,350.67552509843085
2005-07,386.91189427513393
2005-08,439.4590337966478
2005-09,514.2864386835485
2005-10,480.0147725239884
2005-11,519.9021034519299
2005-12,538.735575904974
2006-01,643.4578662367461
2006-02,697.0572839675197
2006-03,702.8130905211797
2006-04,783.3441559837045
2006-05,674.6821138608736
2006-06,678.8625683276246
2006-07,688.8147152762142
2006-08,756.0024559061732
2006-09,705.9149046425008
2006-10,707.9246799727285
2006-11,789.719420431869
2006-12,810.3975615669168
2007-01,772.4300140757978
2007-02,747.4100399513302
2007-03,762.801732874607
2007-04,757.5165591221974
2007-05,699.154401498799
2007-06,774.0524153963007
2007-07,801.4992841649123
2007-08,765.9951951926486
2007-09,818.8457752022161
2007-10,896.544246697856
2007-11,924.6671716721843
2007-12,979.8325353669968
2008-01,821.0814476817235
2008-02,858.8155239984918
2008-03,839.0352878905074
2008-04,864.9073473618921
2008-05,1006.366542375351
2008-06,938.890425353104
2008-07,794.0125060816192
2008-08,674.4861916981929
2008-09,520.2485310477497
2008-10,339.6529419533935
2008-11,259.48295477407066
2008-12,233.9451926365558
2009-01,199.38255557285086
2009-02,196.1739461729926
2009-03,242.91991084241553
2009-04,298.4083146479969
2009-05,403.1860793177759
2009-06,344.53813493077297
2009-07,367.49777212556165
2009-08,378.3313960404149
2009-09,444.5025612538508
2009-10,465.54439448873563
2009-11,481.7001471031363
2009-12,506.68767840949033
2010-01,523.1759604710564
2010-02,490.0007331451848
2010-03,545.2020791866884
2010-04,539.3365179964326
2010-05,474.8681326583303
2010-06,450.70431146600873
2010-07,503.44951273149763
2010-08,491.1200198981058
2010-09,524.0842595622668
2010-10,560.8190156912023
2010-11,567.8466791112047
2010-12,633.4831071453254
2011-01,647.6800943127853
2011-02,664.995294005678
2011-03,694.8936903164735
2011-04,691.9524289478762
2011-05,667.7397111630057
2011-06,668.968418352626
2011-07,685.0738290378607
2011-08,594.1544591905856
2011-09,451.13186999231436
2011-10,543.5601367522407
2011-11,546.3163182353392
2011-12,472.97492016584187
2012-01,547.7495903816349
2012-02,601.5862835168476
2012-03,565.6107032655528
2012-04,551.5477496796195
2012-05,436.64387884064047
2012-06,477.38679518070325
2012-07,506.073661193402
2012-08,504.7066356669739
2012-09,529.269430285396
2012-10,522.8039494990852
2012-11,519.948556871918
2012-12,558.5287438675604
2013-01,609.144760422132
2013-02,577.1789033872723
2013-03,557.7117658529536
2013-04,559.4547630873585
2013-05,548.5740381356513
2013-06,538.2948458806453
2013-07,530.7453454430972
2013-08,523.5744567587178
2013-09,576.6457305381534
2013-10,603.8647351470887
2013-11,578.7442627866253
2013-12,591.8980874352463
2014-01,509.18052166742825
2014-02,501.48401217695005
2014-03,475.7066428434412
2014-04,438.0322597540359
2014-05,505.2481126788162
2014-06,525.5368197428086
2014-07,474.79236200071966
2014-08,469.3279282496363
2014-09,436.26595374294965
2014-10,437.0052243446274
2014-11,383.3028036880894
2014-12,297.54009650784855
2015-01,284.3152551481478
2015-02,353.3376081628868
2015-03,339.6566352698299
2015-04,404.25925562860004
2015-05,391.9796923089638
2015-06,380.60624082975244
2015-07,361.40350807533156
2015-08,339.22565972115734
2015-09,328.7332524815554
2015-10,350.38419076588366
2015-11,361.38328155050544
2015-12,329.5217766633129
2016-01,319.2554609709246
2016-02,321.49106936065334
2016-03,365.5133806167762
2016-04,381.1159162470168
2016-05,380.738555488993
2016-06,389.7851751396437
2016-07,398.5749239481417
2016-08,413.88834641942077
2016-09,431.93428098988204
2016-10,428.99441802610136
2016-11,453.1351679970605
2016-12,510.89869057170586
2017-01,500.6257674663722
2017-02,476.056008970581
2017-03,487.18534147779764
2017-04,490.558757
2017-05,463.790225
2017-06,442.129465
2017-07,466.282423
2017-08,511.702719
2017-09,534.924114
2017-10,508.819445
2017-11,535.567846
2017-12,548.81371
2018-01,617.49757
2018-02,624.894594
2018-03,584.93365
2018-04,525.2184902601472
2018-05,535.1532268279256
2018-06,542.1587468673193
2018-07,556.2100773174074
2018-08,505.88983039587043
2018-09,561.2014202554371
2018-10,531.7722984611685
2018-11,527.3516940980239
2018-12,515.292444
2019-01,583.5022526735705
2019-02,564.4722642836686
2019-03,562.1778273986301
2019-04,596.421136662551
