Date,SOUTH AFRICA
2000-12,100.0
2001-01,105.96483830852746
2001-02,106.39667012939387
2001-03,92.00461352666554
2001-04,102.79993870104508
2001-05,108.75250367707318
2001-06,104.84385700161523
2001-07,92.47452956652086
2001-08,96.88277243450494
2001-09,82.16235308195027
2001-10,83.76588344565796
2001-11,86.00675710326698
2001-12,82.79362276022933
2002-01,86.44728244960133
2002-02,91.07819137854582
2002-03,92.90270899537285
2002-04,101.28701152859811
2002-05,111.47799129714188
2002-06,100.18846458322521
2002-07,84.45946451608708
2002-08,87.36611684139001
2002-09,87.50366735256496
2002-10,91.388256986195
2002-11,100.2057521134332
2002-12,105.97117507801009
2003-01,102.22592952763037
2003-02,103.21915327550649
2003-03,98.15197561771414
2003-04,103.91258601955805
2003-05,107.17583683006086
2003-06,111.50665787694705
2003-07,118.98876316872614
2003-08,126.72833120858995
2003-09,128.38237964546306
2003-10,141.67289002203213
2003-11,152.19009935267283
2003-12,154.57317216190108
2004-01,153.45759264826114
2004-02,162.503068519235
2004-03,168.69806476220202
2004-04,146.3517395377708
2004-05,157.07015534025211
2004-06,158.956578853547
2004-07,160.61927411407046
2004-08,166.5390298126729
2004-09,180.40710013761364
2004-10,188.20029750961078
2004-11,214.5083956457814
2004-12,223.99163637426014
2005-01,211.60801762706768
2005-02,229.30808947040808
2005-03,207.65239040608398
2005-04,204.7202924129464
2005-05,196.73181291738783
2005-06,207.46301785330593
2005-07,225.43339624909945
2005-08,236.8943334486727
2005-09,263.39559290782216
2005-10,238.73021875395855
2005-11,258.3778466764594
2005-12,287.46655520570977
2006-01,333.56834630795987
2006-02,314.8500476699403
2006-03,339.1561670115553
2006-04,352.14892378010836
2006-05,298.5579391194336
2006-06,288.5027838861055
2006-07,288.6953588244018
2006-08,288.08090599402504
2006-09,269.773185702988
2006-10,299.7027995184708
2006-11,322.7594072731027
2006-12,346.4868999653718
2007-01,347.5148340277927
2007-02,348.9166669021909
2007-03,371.1102792752059
2007-04,401.6040187354202
2007-05,388.38744933954206
2007-06,381.1542805324209
2007-07,380.3395243549371
2007-08,378.58566645993307
2007-09,404.16880353365906
2007-10,460.8089448100931
2007-11,426.0561038371477
2007-12,409.34643100526284
2008-01,355.48911294721916
2008-02,376.2329914146224
2008-03,348.0958500892987
2008-04,392.22442844130893
2008-05,401.437380047255
2008-06,363.86013853583114
2008-07,374.5135861755457
2008-08,356.8463373522452
2008-09,303.72086400486745
2008-10,224.19967318139393
2008-11,223.78832019400676
2008-12,254.22509878191283
2009-01,222.25309953608587
2009-02,207.6985688119044
2009-03,244.16163850989585
2009-04,272.46473833637623
2009-05,316.8450414773768
2009-06,320.66885724834833
2009-07,337.0850510167419
2009-08,356.2053724148262
2009-09,366.9165980325699
2009-10,362.51355403924435
2009-11,382.1697537406634
2009-12,401.2099257409351
2010-01,379.9866388133377
2010-02,378.6960195604538
2010-03,419.5646285618172
2010-04,424.5638495803102
2010-05,393.4637984779811
2010-06,379.5731986791236
2010-07,427.3527760197695
2010-08,415.0784839408413
2010-09,475.94430981062413
2010-10,484.13209204824534
2010-11,468.93259749076185
2010-12,538.4574052329565
2011-01,472.6788150661478
2011-02,503.0065293248592
2011-03,528.4232446052998
2011-04,556.1341798293332
2011-05,527.210541226127
2011-06,517.9939200743312
2011-07,514.333819849356
2011-08,507.6066876945002
2011-09,430.99111595426575
2011-10,469.83261862955493
2011-11,471.05715609238706
2011-12,461.11577211692014
2012-01,497.2021707587668
2012-02,532.4897242267675
2012-03,512.9521352758119
2012-04,516.4192441929148
2012-05,460.67086189356917
2012-06,484.08321875884997
2012-07,498.80786758267334
2012-08,494.6969950055757
2012-09,515.5513117604912
2012-10,501.965099296321
2012-11,497.5819610800888
2012-12,547.287781093848
2013-01,516.791183659783
2013-02,506.2844453150885
2013-03,498.15698928658634
2013-04,496.73783817662246
2013-05,470.15466876266277
2013-06,461.1955463347749
2013-07,472.4046252843279
2013-08,466.29351728750237
2013-09,501.6506546860506
2013-10,527.4311595940587
2013-11,507.3745922238807
2013-12,513.296351887581
2014-01,461.62057637084854
2014-02,504.27416809496157
2014-03,537.4970783946665
2014-04,535.8823047099665
2014-05,545.8935477992993
2014-06,561.8316396943899
2014-07,566.87873721174
2014-08,577.8701398536223
2014-09,524.7219099561327
2014-10,559.5256977867236
2014-11,561.3022343236466
2014-12,540.0600538845008
2015-01,564.6617443540475
2015-02,568.4118904513391
2015-03,557.4296876141726
2015-04,587.1052737947125
2015-05,538.2461047525164
2015-06,553.4248282868101
2015-07,521.2329124271981
2015-08,482.404796729928
2015-09,450.30872568235435
2015-10,482.6858941666803
2015-11,449.86381086020936
2015-12,402.60793873931226
2016-01,387.54068866282944
2016-02,388.75999392574613
2016-03,458.20376414515647
2016-04,477.30004737343205
2016-05,432.39427735595655
2016-06,465.5814324664373
2016-07,506.75023682171934
2016-08,467.7747727557651
2016-09,494.75862450098185
2016-10,489.7503541105853
2016-11,450.44577481818334
2016-12,474.7251216105379
2017-01,488.07909877359134
2017-02,496.80849204574594
2017-03,495.4206555055609
2017-04,522.413972
2017-05,532.961295
2017-06,512.896266
2017-07,547.810418
2017-08,569.205061
2017-09,532.399041
2017-10,545.203063
2017-11,593.843157
2017-12,646.180536
2018-01,664.152412
2018-02,662.430483
2018-03,619.242513
2018-04,611.5810891825838
2018-05,570.4139784536175
2018-06,545.7002142298376
2018-07,573.3638789873257
2018-08,516.155067987047
2018-09,505.32211672225776
2018-10,450.0863975345304
2018-11,489.5109603601727
2018-12,486.21431467108096
2019-01,545.7659275093874
2019-02,516.6267408214577
2019-03,507.7379166206199
2019-04,547.9075562726392
2019-05,509.0715262156293
2019-06,541.1941394935035
2019-07,526.1624333946097
2019-08,479.3393581400874
2019-09,473.00612381528
2019-10,487.92101428692143
2019-11,487.84557635412614
2019-12,535.0262979683002
2020-01,487.8194073708214
2020-02,424.74985910397993
2020-03,319.17364286357827
2020-04,360.45194434186567
2020-05,367.60604483248306
2020-06,405.8261852768232
2020-07,430.01294400869546
2020-08,424.6850343265618
2020-09,420.6916277000191
2020-10,422.98199063239304
2020-11,468.01361658928465
2020-12,513.8433187583072
2021-01,527.7281939047969
2021-02,543.1201902020327
2021-03,576.0781613831097
2021-04,574.9595510624418
2021-05,616.0962068898178
2021-06,567.7049494061785
2021-07,558.0488999586003
2021-08,562.0917593248133
2021-09,535.0362458016691
2021-10,534.2905091628296
2021-11,510.35779995666655
2021-12,532.2513082297086
2022-01,568.5075815365534
2022-02,595.0072012457862
2022-03,640.2471855968079
2022-04,558.5413912625994
2022-05,564.927589382338
2022-06,492.9981949624992
2022-07,494.5814048829365
2022-08,474.4405667391424
2022-09,432.32501751362486
2022-10,445.2973599261045
2022-11,532.5468414804608
2022-12,511.59042865443615
2023-01,535.5475449285586
2023-02,492.4257241279072
2023-03,508.6155135592705
2023-04,513.1828927039786
2023-05,441.4668924405017
2023-06,483.5961671761287
2023-07,544.7264807203117
