Date,EGYPT
2000-12,100.0
2001-01,103.27402887609895
2001-02,91.19855563828575
2001-03,83.44294797108405
2001-04,87.63151076531567
2001-05,93.56424458249039
2001-06,85.8315515926063
2001-07,76.46438810170235
2001-08,77.66434544724963
2001-09,69.71990782494069
2001-10,67.82852910511868
2001-11,62.60661845952612
2001-12,58.70389136028616
2002-01,52.865809691724756
2002-02,57.97478635639367
2002-03,61.207873814077196
2002-04,59.95093586843619
2002-05,59.969851570156216
2002-06,58.286473554093575
2002-07,58.15933210493905
2002-08,57.675350968718405
2002-09,58.82393723923624
2002-10,56.694450955504074
2002-11,56.92154225452434
2002-12,59.6398093872889
2003-01,63.599377247868965
2003-02,58.003552227912806
2003-03,58.13459070790657
2003-04,66.52295614355687
2003-05,74.20188365119506
2003-06,77.25619491840126
2003-07,71.74752123524922
2003-08,79.53266800262344
2003-09,93.9925921721901
2003-10,105.6297856478137
2003-11,107.38019551944062
2003-12,114.41502273569927
2004-01,135.460812190436
2004-02,130.35320558324852
2004-03,139.6388947642613
2004-04,151.63217286465203
2004-05,138.96845597022295
2004-06,140.95030546222603
2004-07,155.25146716433323
2004-08,172.9113162234574
2004-09,209.9094721377741
2004-10,229.9795235688357
2004-11,231.69428679741603
2004-12,258.84261603369055
2005-01,369.3919411933167
2005-02,408.1464559437515
2005-03,404.4156710972763
2005-04,444.004136137094
2005-05,465.94961364540137
2005-06,531.1454808356189
2005-07,534.0203815031239
2005-08,527.3079159250304
2005-09,598.3717316541689
2005-10,596.7192453097174
2005-11,596.9220850174934
2005-12,677.0956006249733
2006-01,856.7709433943879
2006-02,772.647514714458
2006-03,734.104053228507
2006-04,721.8491144469423
2006-05,598.4180296035881
2006-06,539.0301522389595
2006-07,627.0500889110109
2006-08,686.3266520262113
2006-09,715.6346990784315
2006-10,730.8370936183123
2006-11,737.585081126317
2006-12,792.7704341327486
2007-01,766.1742568010585
2007-02,822.0234810205014
2007-03,820.9502626608804
2007-04,853.5151878083161
2007-05,906.180395524231
2007-06,904.477378841801
2007-07,954.3502425436681
2007-08,891.2981436072355
2007-09,1010.1546990666701
2007-10,1106.5687906376077
2007-11,1139.4900770689435
2007-12,1255.9538479364733
2008-01,1221.779621994323
2008-02,1343.3291175901686
2008-03,1355.1695524378056
2008-04,1429.8943579827744
