Date,PHILIPPINES
2017-06,508.70779
2017-07,520.079485
2017-08,507.535314
2017-09,524.097603
2017-10,529.048105
2017-11,531.287688
2017-12,557.879135
2018-01,550.457162
2018-02,524.769225
2018-03,493.331336
2018-04,487.58428541366254
2018-05,464.5090377229046
2018-06,437.94749651265045
2018-07,470.7050552458068
2018-08,482.59209166045497
2018-09,442.1338646606646
2018-10,437.55434910377124
2018-11,458.78127129242995
2018-12,465.6955385365929
2019-01,505.8626446890491
2019-02,491.870984946588
2019-03,502.3987714906763
2019-04,509.33901918564135
2019-05,513.0696659012845
2019-06,524.2686140661134
2019-07,527.52183369474
2019-08,509.9398998666711
2019-09,499.94697513176044
2019-10,523.6868526599245
2019-11,506.26937012748834
2019-12,514.5064390811672
2020-01,473.3092839218215
2020-02,445.4376465707822
2020-03,348.99107586219924
2020-04,380.32353723319613
2020-05,386.433206643264
2020-06,417.6433343911236
2020-07,405.69050685483586
2020-08,409.57933824200217
2020-09,406.5292103766017
2020-10,438.80186211124254
2020-11,472.13879829213323
2020-12,496.79062026049417
2021-01,457.2349472616605
2021-02,465.8397200292507
2021-03,443.9652641906775
2021-04,443.2000970922731
2021-05,467.9156605575976
2021-06,477.47689473723744
2021-07,421.71377905054754
2021-08,469.56677106391237
2021-09,460.41749385338835
2021-10,475.7235969529523
2021-11,488.06381800432933
2021-12,477.2989772910613
2022-01,496.7870244915989
2022-02,497.08348164486574
2022-03,487.7178122053378
2022-04,448.6069152528535
2022-05,454.57646758163736
2022-06,392.6547072192248
2022-07,401.1954985142845
2022-08,411.8457731728594
2022-09,339.28954581089823
2022-10,370.17374539073677
2022-11,419.51396828808527
2022-12,410.840286657305
2023-01,433.15021198596844
2023-02,410.8609712164554
2023-03,420.8486568885166
2023-04,425.722348131572
2023-05,407.4688517939971
2023-06,415.40868806144607
2023-07,428.30389014288653
