Date,PHILIPPINES
2000-12,100.0
2001-01,118.71967781427098
2001-02,112.64062870699055
2001-03,98.70675525405747
2001-04,94.99511288773945
2001-05,96.84452235900976
2001-06,95.98407156778528
2001-07,91.76250954811417
2001-08,87.40152511752977
2001-09,80.24632902560933
2001-10,70.18022430410923
2001-11,77.66808503918743
2001-12,80.57597036951258
2002-01,94.16203699277379
2002-02,96.55085113290407
2002-03,97.12845175019996
2002-04,88.99232463016793
2002-05,84.81844292985846
2002-06,73.66022390570699
2002-07,71.39201809950093
2002-08,68.81916949120176
2002-09,69.79655137230833
2002-10,61.766692885185606
2002-11,59.84877470208794
2002-12,56.83725122073147
2003-01,59.313959542383
2003-02,55.49892919027375
2003-03,56.877859120776165
2003-04,60.826863292975176
2003-05,60.13546858525256
2003-06,70.00476064959544
2003-07,69.92078265881158
2003-08,66.20536500621017
2003-09,72.7721430867935
2003-10,77.76105584124396
2003-11,72.08936265150152
2003-12,80.4510373641607
2004-01,83.93311630670645
2004-02,80.94758039104438
2004-03,77.68855184389007
2004-04,85.65677941219163
2004-05,83.48403341214063
2004-06,87.54852797611012
2004-07,87.17959545583753
2004-08,85.46154639373218
2004-09,96.42121300486183
2004-10,100.37615610530337
2004-11,100.92725076654237
2004-12,101.19538111646824
2005-01,114.41257979747922
2005-02,118.80073483204998
2005-03,110.52063790560045
2005-04,106.71035010249041
2005-05,110.24464797118962
2005-06,107.12055646972736
2005-07,108.1837358009337
2005-08,105.21057308053312
2005-09,106.6527900813104
2005-10,110.53825343675464
2005-11,122.4586782076408
2005-12,124.07710763644994
2006-01,130.01063534704588
2006-02,130.14597856260173
2006-03,137.54615609160692
2006-04,137.70156569271944
2006-05,138.0269798585485
2006-06,128.60001670892197
2006-07,147.79574775673498
2006-08,146.19389878647982
2006-09,163.42651344184247
2006-10,174.33095369587747
2006-11,179.15012057404908
2006-12,196.22836685914092
2007-01,215.7966321562495
2007-02,203.06164789418784
2007-03,213.2343630554
2007-04,219.69962325355533
2007-05,243.42944021170223
2007-06,257.5621514642556
2007-07,253.26076370980994
2007-08,236.5564241199121
2007-09,256.0730003822227
2007-10,277.5364496839444
2007-11,264.98852036684707
2007-12,275.502622814065
2008-01,254.37707581606688
2008-02,243.63855647687583
2008-03,227.3206301393734
2008-04,205.30228577123722
2008-05,204.61134447817105
2008-06,170.69673322270123
2008-07,184.74276026441873
2008-08,187.8091673457898
2008-09,175.92033295281172
2008-10,133.11940542900905
2008-11,132.32883107479066
2008-12,130.71496670217417
2009-01,127.90975440697542
2009-02,128.16210366508892
2009-03,138.47999888716038
2009-04,148.02216793634696
2009-05,172.46065726000884
2009-06,171.878914499953
2009-07,199.85965428352972
2009-08,197.8896962630975
2009-09,197.43312411290793
2009-10,200.6264923291012
2009-11,210.73517538468428
2009-12,216.49568990363608
2010-01,203.78649685338343
2010-02,215.34686625749129
2010-03,226.66415687552302
2010-04,238.01846253677752
2010-05,227.15935598759546
2010-06,232.9387339275799
2010-07,239.44335193720642
2010-08,252.2128955348256
2010-09,300.7954034241542
2010-10,305.74302793588015
2010-11,265.5480946959732
2010-12,289.91513669104506
2011-01,259.6463157904564
2011-02,256.1700125011112
2011-03,280.4616956602947
2011-04,296.7210505614134
2011-05,284.72777658244866
2011-06,289.1246136546794
2011-07,308.5363135325983
2011-08,295.8836953171009
2011-09,268.59777972419033
2011-10,295.44976460570416
2011-11,277.28449627308476
2011-12,287.33825007478146
2012-01,317.0154243394464
2012-02,333.3305618619003
2012-03,348.1440910069218
2012-04,357.73381086836264
2012-05,342.76569512509906
2012-06,361.6563316490182
2012-07,369.09128056773426
2012-08,359.9117182780789
2012-09,377.36690868709786
2012-10,387.9401513009957
2012-11,409.23664868073723
2012-12,420.7756039190453
2013-01,453.39512962511526
2013-02,492.74126883766655
2013-03,499.190123733991
2013-04,511.79599414635635
2013-05,496.7516896113737
2013-06,455.14255668839525
2013-07,466.7788196919472
2013-08,411.8390691284772
2013-09,431.0168110405082
2013-10,465.1717006417988
2013-11,438.0629429853863
2013-12,409.41072185578565
2014-01,410.37572712349265
2014-02,450.36449823764247
2014-03,450.1510430091421
2014-04,468.77138926965586
2014-05,478.24953850132044
2014-06,490.9610235785317
2014-07,494.8005130913465
2014-08,508.151525241158
2014-09,510.7387557844011
2014-10,508.1077073429496
2014-11,513.9415336789792
2014-12,514.1614720512633
2015-01,550.006333814261
2015-02,557.7812740376172
2015-03,565.0443689457765
2015-04,549.6370596606987
2015-05,542.634243799727
2015-06,537.0442056153632
2015-07,529.4166267715298
2015-08,490.9932267621705
2015-09,481.49424536877484
2015-10,493.6211764760365
2015-11,475.84931750165833
2015-12,479.18442692893024
2016-01,455.4424574142378
2016-02,453.6070409214001
2016-03,512.5490410335706
2016-04,496.06104369947775
2016-05,518.2567450855198
2016-06,542.2039111784719
2016-07,553.5860399690497
2016-08,543.93467186574
2016-09,513.3207995328747
2016-10,499.1625642004278
2016-11,443.97466384354954
2016-12,447.63553321676505
2017-01,473.3612081828296
2017-02,468.30570873872756
2017-03,475.0852997850734
2017-04,502.072209
2017-05,514.880708
